Number,Theme,Subtheme,Year,RRP (USD),Value new (USD)
3352-1,Duplo,Thomas the Tank Engine,2007,12.99,75.0
3353-1,Duplo,Thomas the Tank Engine,2007,29.99,79.67
3354-1,Duplo,Thomas the Tank Engine,2007,19.99,63.64
4206-1,Trains,9V,2007,44.99,115.0
4825-1,Duplo,Princess Castle,2007,9.99,43.0
4826-1,Duplo,Princess Castle,2007,19.99,37.84
4828-1,Duplo,Princess Castle,2007,39.99,140.0
4861-1,Duplo,LEGO Ville,2007,24.99,54.92
4915-1,Creator,3 in 1,2007,4.99,14.39
4916-1,Creator,3 in 1,2007,4.99,7.44
4917-1,Creator,3 in 1,2007,4.99,13.0
4918-1,Creator,3 in 1,2007,4.99,11.28
4936-1,City,Medical,2007,2.99,15.0
4939-1,Creator,3 in 1,2007,12.99,25.2
4953-1,Creator,3 in 1,2007,19.99,64.99
4954-1,Creator,3 in 1,2007,69.99,312.11
4955-1,Creator,3 in 1,2007,30.0,123.15
4956-1,Creator,3 in 1,2007,49.99,189.52
4957-1,Creator,3 in 1,2007,69.99,294.24
4958-1,Creator,3 in 1,2007,89.99,325.27
4972-1,Duplo,LEGO Ville,2007,12.99,22.4
4973-1,Duplo,LEGO Ville,2007,24.99,127.93
4974-1,Duplo,LEGO Ville,2007,39.99,52.26
4975-1,Duplo,LEGO Ville,2007,49.99,80.0
4976-1,Duplo,LEGO Ville,2007,16.99,50.83
4977-1,Duplo,LEGO Ville,2007,29.99,58.72
4978-1,Duplo,LEGO Ville,2007,14.99,38.24
4979-1,Duplo,LEGO Ville,2007,14.99,35.58
4981-1,SpongeBob SquarePants,,2007,34.99,132.11
4982-1,SpongeBob SquarePants,,2007,49.99,153.07
4986-1,Duplo,LEGO Ville,2007,22.99,85.04
4987-1,Duplo,LEGO Ville,2007,39.99,76.75
4988-1,Duplo,LEGO Ville,2007,59.99,129.9
5378-1,Harry Potter,Order of the Phoenix,2007,89.99,697.04
5419-1,Duplo,,2007,29.99,43.96
5493-1,Make and Create,,2007,30.0,58.09
5515-1,Make and Create,,2007,11.99,20.34
6161-1,Make and Create,,2007,19.99,20.37
6162-1,Creator,Mosaic,2007,9.99,33.0
6163-1,Creator,Mosaic,2007,19.99,51.94
6164-1,Make and Create,,2007,24.99,43.48
6166-1,Make and Create,,2007,29.99,47.62
6167-1,Make and Create,,2007,49.99,36.67
7009-1,Castle,Fantasy Era,2007,7.99,74.93
7029-1,Castle,Fantasy Era,2007,69.99,442.63
7036-1,Castle,Fantasy Era,2007,59.99,218.43
7090-1,Castle,Fantasy Era,2007,5.99,31.84
7091-1,Castle,Fantasy Era,2007,9.99,52.96
7092-1,Castle,Fantasy Era,2007,19.99,99.15
7093-1,Castle,Fantasy Era,2007,49.99,311.68
7094-1,Castle,Fantasy Era,2007,99.99,463.31
7580-1,Belville,Fairytales,2007,9.99,15.0
7581-1,Belville,Fairytales,2007,49.99,72.69
7582-1,Belville,Fairytales,2007,59.99,105.0
7600-1,Belville,Seasonal,2007,19.99,78.6
7654-1,Star Wars,Episode III,2007,9.99,63.68
7655-1,Star Wars,Episode III,2007,9.99,61.07
7656-1,Star Wars,Episode III,2007,19.99,64.92
7657-1,Star Wars,Episode VI,2007,19.99,90.8
7658-1,Star Wars,Episode IV,2007,39.99,83.48
7659-1,Star Wars,Episode IV,2007,49.99,126.5
7660-1,Star Wars,Episode I,2007,29.99,59.75
7661-1,Star Wars,Episode III,2007,49.99,213.24
7662-1,Star Wars,Episode I,2007,99.99,609.78
7663-1,Star Wars,Episode I,2007,29.99,65.76
7664-1,Star Wars,Legends,2007,49.99,118.44
7665-1,Star Wars,Episode I,2007,89.99,303.16
7666-1,Star Wars,Episode V,2007,49.99,144.13
7690-1,Space,Mars Mission,2007,89.99,180.0
7691-1,Space,Mars Mission,2007,49.99,155.3
7692-1,Space,Mars Mission,2007,39.99,134.74
7693-1,Space,Mars Mission,2007,19.99,58.0
7694-1,Space,Mars Mission,2007,9.99,56.0
7695-1,Space,Mars Mission,2007,4.99,27.98
7697-1,Space,Mars Mission,2007,29.99,100.0
7699-1,Space,Mars Mission,2007,79.99,166.0
7714-1,Exo-Force,Golden City,2007,24.99,95.0
7721-1,Exo-Force,Golden City,2007,49.99,136.67
7770-1,Aqua Raiders,,2007,4.99,23.33
7771-1,Aqua Raiders,,2007,9.99,32.07
7772-1,Aqua Raiders,,2007,19.99,34.76
7773-1,Aqua Raiders,,2007,29.99,77.7
7774-1,Aqua Raiders,,2007,49.99,118.85
7775-1,Aqua Raiders,,2007,69.99,190.0
7776-1,Aqua Raiders,,2007,24.99,164.95
7786-1,Batman,,2007,29.99,295.9
7787-1,Batman,,2007,49.99,356.59
7876-1,Creator,Miscellaneous,2007,3.99,11.99
7906-1,City,Fire,2007,34.99,89.07
7907-1,City,Seasonal,2007,24.99,33.95
7942-1,City,Fire,2007,9.99,17.57
7944-1,City,Fire,2007,29.99,87.01
7945-1,City,Fire,2007,59.99,142.71
7990-1,City,Traffic,2007,14.99,71.04
7991-1,City,Traffic,2007,16.99,57.3
7992-1,City,Harbour,2007,19.99,57.7
7993-1,City,Traffic,2007,39.99,111.86
7994-1,City,Harbour,2007,89.99,366.43
7996-1,City,Trains,2007,24.99,219.41
7997-1,City,Trains,2007,44.99,178.87
7998-1,City,Traffic,2007,34.99,107.31
8100-1,Exo-Force,Golden City,2007,7.99,49.9
8101-1,Exo-Force,Golden City,2007,7.99,40.0
8102-1,Exo-Force,Golden City,2007,14.99,55.6
8103-1,Exo-Force,Golden City,2007,14.99,82.44
8104-1,Exo-Force,Golden City,2007,14.99,29.9
8105-1,Exo-Force,Golden City,2007,14.99,25.93
8106-1,Exo-Force,Golden City,2007,29.99,84.5
8107-1,Exo-Force,Golden City,2007,49.99,78.66
8108-1,Exo-Force,Golden City,2007,89.99,200.41
8130-1,Racers,Tiny Turbos,2007,4.99,10.13
8131-1,Racers,Tiny Turbos,2007,4.99,17.0
8132-1,Racers,Tiny Turbos,2007,4.99,21.0
8133-1,Racers,Tiny Turbos,2007,4.99,16.85
8134-1,Racers,Tiny Turbos,2007,19.99,26.25
8135-1,Racers,Tiny Turbos,2007,39.99,68.14
8136-1,Racers,Power Racers,2007,10.0,12.24
8137-1,Racers,Power Racers,2007,9.99,12.0
8138-1,Racers,Power Racers,2007,10.0,13.62
8139-1,Racers,Power Racers,2007,9.99,19.1
8140-1,Racers,Power Racers,2007,19.99,17.15
8141-1,Racers,Power Racers,2007,19.99,19.51
8142-1,Racers,Ferrari,2007,19.99,63.4
8143-1,Racers,Ferrari,2007,49.99,280.06
8144-1,Racers,Ferrari,2007,69.99,184.71
8145-1,Racers,Ferrari,2007,109.99,579.9
8146-1,Racers,Power Racers,2007,49.99,82.28
8147-1,Racers,Tiny Turbos,2007,49.99,106.66
8270-1,Technic,,2007,9.99,41.83
8271-1,Technic,,2007,19.99,48.19
8272-1,Technic,,2007,29.99,77.98
8273-1,Technic,,2007,49.99,139.95
8274-1,Technic,,2007,69.99,334.33
8275-1,Technic,,2007,149.99,555.8
8910-1,Bionicle,Toa Mahri,2007,9.99,74.27
8911-1,Bionicle,Toa Mahri,2007,9.99,101.56
8912-1,Bionicle,Toa Mahri,2007,9.99,124.96
8913-1,Bionicle,Toa Mahri,2007,9.99,77.85
8914-1,Bionicle,Toa Mahri,2007,9.99,170.4
8915-1,Bionicle,Toa Mahri,2007,9.99,85.0
8916-1,Bionicle,Barraki,2007,9.99,119.16
8917-1,Bionicle,Barraki,2007,9.99,59.37
8918-1,Bionicle,Barraki,2007,9.99,77.14
8919-1,Bionicle,Barraki,2007,9.99,72.07
8920-1,Bionicle,Barraki,2007,9.99,84.5
8921-1,Bionicle,Barraki,2007,9.99,106.63
8922-1,Bionicle,Warriors,2007,19.99,189.0
8923-1,Bionicle,Warriors,2007,19.99,192.03
8924-1,Bionicle,Warriors,2007,29.99,469.58
8925-1,Bionicle,Playsets,2007,29.99,95.15
8926-1,Bionicle,Playsets,2007,49.99,81.3
8927-1,Bionicle,Playsets,2007,69.99,203.33
8929-1,Bionicle,Matoran,2007,4.99,29.25
8930-1,Bionicle,Matoran,2007,4.99,22.13
8931-1,Bionicle,Matoran,2007,5.0,28.5
8932-1,Bionicle,Matoran,2007,4.99,29.89
8934-1,Bionicle,Accessories,2007,1.99,9.72
8935-1,Bionicle,Warriors,2007,14.99,169.21
8939-1,Bionicle,Warriors,2007,19.99,265.19
8940-1,Bionicle,Warriors,2007,39.99,302.0
9222-1,Education,Duplo,2007,39.99,77.71
9241-1,Education,,2007,39.99,34.0
9797-1,Education,,2007,250.0,425.0
10178-1,Star Wars,Episode V,2007,129.99,473.12
10179-1,Star Wars,Ultimate Collector Series,2007,499.99,2396.91
10181-1,Creator Expert,Buildings,2007,199.99,1787.82
10182-1,Creator Expert,Modular Buildings Collection,2007,139.99,3315.0
10183-1,Factory,Trains,2007,100.0,538.64
10190-1,Creator Expert,Modular Buildings Collection,2007,89.99,2857.28
66208-1,Creator,Product Collection,2007,19.99,39.7
4521221-1,Star Wars,Minifig Pack,2007,0.0,1590.64
DUCK75-1,Promotional,LEGO brand stores,2007,0.0,24.42
MS1038-1,Mindstorms,NXT,2007,54.99,33.54
MS1040-1,Mindstorms,NXT,2007,54.99,45.0
MS1042-1,Mindstorms,NXT,2007,49.99,55.0
MS1044-1,Mindstorms,NXT,2007,54.99,35.0
MS1046-1,Mindstorms,NXT,2007,54.99,33.72
10232-1,Creator Expert,Modular Buildings Collection,2013,149.99,281.41
10233-1,Creator Expert,Trains,2013,129.99,270.84
10234-1,Creator Expert,Buildings,2013,319.99,376.76
10235-1,Creator Expert,Winter Village,2013,99.99,178.79
10236-1,Star Wars,Ultimate Collector Series,2013,249.99,445.59
10237-1,The Lord of the Rings,The Two Towers,2013,199.99,410.31
10240-1,Star Wars,Ultimate Collector Series,2013,199.99,369.09
10500-1,Duplo,,2013,29.99,27.4
10501-1,Duplo,Zoo,2013,4.99,8.12
10502-1,Duplo,Zoo,2013,29.99,42.27
10503-1,Duplo,Circus,2013,14.99,23.62
10504-1,Duplo,Circus,2013,34.99,60.0
10505-1,Duplo,,2013,59.99,80.0
10506-1,Duplo,Trains,2013,19.99,30.44
10507-1,Duplo,Trains,2013,44.99,80.84
10508-1,Duplo,Trains,2013,109.99,140.07
10509-1,Duplo,Disney Planes,2013,14.99,26.26
10510-1,Duplo,Disney Planes,2013,24.99,18.52
10511-1,Duplo,Disney Planes,2013,39.99,67.64
10512-1,Duplo,Jake and the Never Land Pirates,2013,14.99,15.02
10513-1,Duplo,Jake and the Never Land Pirates,2013,24.99,41.09
10514-1,Duplo,Jake and the Never Land Pirates,2013,39.99,74.59
10515-1,Duplo,Disney Princess,2013,29.99,71.34
10516-1,Duplo,Disney Princess,2013,14.99,22.89
10517-1,Duplo,,2013,12.99,50.0
10518-1,Duplo,Construction,2013,19.99,25.1
10519-1,Duplo,,2013,19.99,33.19
10520-1,Duplo,,2013,19.99,51.1
10550-1,Duplo,Circus,2013,19.99,13.99
10552-1,Duplo,,2013,19.99,33.28
10553-1,Duplo,,2013,12.99,16.63
10554-1,Duplo,,2013,14.99,17.9
10556-1,Duplo,,2013,44.99,27.76
10557-1,Duplo,,2013,59.99,75.71
10558-1,Duplo,Trains,2013,19.99,22.58
10559-1,Duplo,,2013,12.99,10.0
10560-1,Duplo,,2013,12.99,14.89
10561-1,Duplo,,2013,19.99,26.0
10655-1,Bricks and More,,2013,19.99,29.16
10656-1,Bricks and More,,2013,9.99,14.99
10657-1,Bricks and More,,2013,14.99,12.81
10659-1,Bricks and More,,2013,24.99,31.06
10660-1,Bricks and More,,2013,24.99,26.41
10661-1,Bricks and More,,2013,9.99,23.02
10662-1,Bricks and More,,2013,29.99,49.99
10937-1,DC Comics Super Heroes,Batman,2013,159.99,205.71
20214-1,Master Builder Academy,,2013,79.99,109.0
20215-1,Master Builder Academy,,2013,79.99,84.99
20216-1,Master Builder Academy,,2013,49.99,85.45
20217-1,Master Builder Academy,,2013,79.99,97.71
21015-1,Architecture,Landmark Series,2013,34.99,106.54
21017-1,Architecture,Architect Series,2013,129.99,182.6
21018-1,Architecture,Landmark Series,2013,49.99,140.51
21050-1,Architecture,Miscellaneous,2013,159.99,370.41
21103-1,Ideas,Licensed,2013,34.99,183.75
21105-1,Minecraft,Micro World,2013,34.99,66.39
21106-1,Minecraft,Micro World,2013,34.99,58.4
30106-1,Friends,,2013,4.99,5.2
30166-1,DC Comics Super Heroes,Batman,2013,4.99,14.93
30167-1,Marvel Super Heroes,The Avengers,2013,4.99,19.15
30216-1,The Hobbit,The Desolation of Smaug,2013,4.99,21.04
30225-1,City,Coast Guard,2013,3.99,5.22
30230-1,Space,Galaxy Squad,2013,3.99,4.92
30231-1,Space,Galaxy Squad,2013,3.49,7.25
30240-1,Star Wars,The Clone Wars,2013,4.99,5.53
30241-1,Star Wars,The Clone Wars,2013,4.99,16.59
30242-1,Star Wars,The Clone Wars,2013,4.99,9.08
30250-1,Legends of Chima,,2013,3.99,4.54
30260-1,The Lone Ranger,,2013,3.99,7.95
30270-1,Teenage Mutant Ninja Turtles,TV Series,2013,3.99,5.54
31000-1,Creator,3 in 1,2013,6.99,8.29
31001-1,Creator,3 in 1,2013,6.99,8.06
31002-1,Creator,3 in 1,2013,14.99,13.4
31003-1,Creator,3 in 1,2013,14.99,18.28
31004-1,Creator,3 in 1,2013,14.99,26.22
31005-1,Creator,3 in 1,2013,17.99,36.2
31006-1,Creator,3 in 1,2013,24.99,27.48
31007-1,Creator,3 in 1,2013,19.99,40.0
31008-1,Creator,3 in 1,2013,19.99,35.58
31009-1,Creator,3 in 1,2013,24.99,34.16
31010-1,Creator,3 in 1,2013,29.99,49.64
31011-1,Creator,3 in 1,2013,59.99,67.53
31012-1,Creator,3 in 1,2013,69.99,148.78
31313-1,Mindstorms,EV3,2013,349.99,418.42
40051-1,Seasonal,Valentine's Day,2013,4.99,21.94
40052-1,Seasonal,Spring,2013,7.99,13.45
40053-1,Seasonal,Easter,2013,4.99,17.85
40054-1,Seasonal,Summer,2013,4.99,17.28
40055-1,Seasonal,Halloween,2013,4.99,15.18
40056-1,Seasonal,Thanksgiving,2013,7.99,18.98
40057-1,Seasonal,Fall,2013,7.99,17.41
40058-1,Seasonal,Christmas,2013,7.99,18.28
40059-1,Seasonal,Christmas,2013,7.99,24.13
40061-1,Promotional,Monthly Mini Model Build,2013,0.0,13.5
40062-1,Promotional,Monthly Mini Model Build,2013,0.0,15.0
40063-1,Promotional,Monthly Mini Model Build,2013,0.0,9.08
40064-1,Promotional,Monthly Mini Model Build,2013,0.0,8.98
40065-1,Promotional,Monthly Mini Model Build,2013,0.0,5.68
40066-1,Promotional,Monthly Mini Model Build,2013,0.0,6.0
40067-1,Promotional,Monthly Mini Model Build,2013,0.0,12.14
40068-1,Promotional,Monthly Mini Model Build,2013,0.0,19.0
40069-1,Promotional,Monthly Mini Model Build,2013,0.0,6.92
40070-1,Promotional,Monthly Mini Model Build,2013,0.0,13.5
40071-1,Promotional,Monthly Mini Model Build,2013,0.0,11.44
40072-1,Promotional,Monthly Mini Model Build,2013,0.0,10.05
41000-1,Friends,Summer,2013,6.99,5.22
41001-1,Friends,,2013,9.99,14.82
41002-1,Friends,,2013,9.99,17.11
41003-1,Friends,,2013,9.99,16.33
41004-1,Friends,,2013,19.99,27.44
41005-1,Friends,,2013,49.99,124.55
41006-1,Friends,,2013,29.99,41.8
41007-1,Friends,,2013,29.99,34.88
41008-1,Friends,,2013,39.99,54.7
41009-1,Friends,,2013,9.99,16.72
41010-1,Friends,Summer,2013,9.99,10.66
41011-1,Friends,,2013,9.99,22.23
41013-1,Friends,,2013,14.99,20.59
41015-1,Friends,Summer,2013,69.99,159.98
41016-1,Friends,Seasonal,2013,29.99,24.22
41017-1,Friends,Animals series 1,2013,4.99,7.36
41018-1,Friends,Animals series 1,2013,4.99,7.32
41019-1,Friends,Animals series 1,2013,4.99,6.44
41020-1,Friends,Animals series 2,2013,4.99,5.73
41021-1,Friends,Animals series 2,2013,4.99,4.81
41022-1,Friends,Animals series 2,2013,4.99,6.65
41023-1,Friends,Animals series 3,2013,4.99,5.73
41024-1,Friends,Animals series 3,2013,4.99,5.47
41025-1,Friends,Animals series 3,2013,4.99,4.95
41999-1,Technic,,2013,199.99,438.32
42000-1,Technic,,2013,129.99,235.2
42001-1,Technic,,2013,12.99,17.28
42002-1,Technic,,2013,19.99,45.16
42004-1,Technic,,2013,24.99,51.4
42005-1,Technic,,2013,49.99,94.33
42006-1,Technic,,2013,79.99,159.01
42007-1,Technic,,2013,39.99,96.99
42008-1,Technic,,2013,129.99,218.81
42009-1,Technic,,2013,219.99,377.38
42010-1,Technic,,2013,19.99,43.03
42011-1,Technic,,2013,19.99,26.77
44000-1,HERO Factory,Brain Attack,2013,19.99,59.99
44001-1,HERO Factory,Brain Attack,2013,12.99,34.47
44002-1,HERO Factory,Brain Attack,2013,9.99,28.39
44003-1,HERO Factory,Brain Attack,2013,9.99,30.93
44004-1,HERO Factory,Brain Attack,2013,9.99,29.88
44005-1,HERO Factory,Brain Attack,2013,12.99,27.14
44006-1,HERO Factory,Brain Attack,2013,9.99,33.99
44007-1,HERO Factory,Brain Attack,2013,12.99,29.99
44008-1,HERO Factory,Brain Attack,2013,12.99,36.99
44009-1,HERO Factory,Brain Attack,2013,19.99,44.0
44010-1,HERO Factory,Brain Attack,2013,12.99,32.99
44011-1,HERO Factory,Brain Attack,2013,12.99,28.97
44012-1,HERO Factory,Brain Attack,2013,9.99,42.99
44013-1,HERO Factory,Brain Attack,2013,9.99,23.1
44014-1,HERO Factory,Brain Attack,2013,34.99,43.2
45002-1,Education,Duplo,2013,214.95,214.98
45100-1,Education,,2013,115.95,241.27
45500-1,Mindstorms,EV3,2013,224.95,134.98
45501-1,Education,Mindstorms,2013,99.95,94.51
45502-1,Mindstorms,EV3,2013,29.99,43.06
45503-1,Mindstorms,EV3,2013,29.95,31.27
45504-1,Mindstorms,EV3,2013,39.95,36.68
45505-1,Mindstorms,EV3,2013,34.99,34.5
45506-1,Mindstorms,EV3,2013,49.95,37.91
45507-1,Mindstorms,EV3,2013,29.95,30.2
45508-1,Mindstorms,EV3,2013,34.99,36.32
45509-1,Mindstorms,EV3,2013,34.99,43.18
45514-1,Education,Mindstorms,2013,24.95,17.78
45544-1,Education,Mindstorms,2013,339.95,454.26
45560-1,Education,Mindstorms,2013,99.95,114.51
60000-1,City,Fire,2013,6.99,10.12
60001-1,City,Fire,2013,11.99,13.26
60002-1,City,Fire,2013,19.99,41.9
60003-1,City,Fire,2013,39.99,34.01
60004-1,City,Fire,2013,99.99,130.89
60005-1,City,Fire,2013,29.99,53.61
60006-1,City,Police,2013,6.99,8.74
60007-1,City,Police,2013,29.99,37.26
60008-1,City,Police,2013,69.99,118.67
60009-1,City,Police,2013,49.99,68.83
60010-2,City,Fire,2013,39.99,61.37
60011-1,City,Coast Guard,2013,6.99,12.35
60012-1,City,Coast Guard,2013,19.99,25.8
60013-1,City,Coast Guard,2013,39.99,58.86
60014-1,City,Coast Guard,2013,79.99,120.22
60015-1,City,Coast Guard,2013,44.99,68.82
60016-1,City,Great Vehicles,2013,19.99,74.13
60017-1,City,Great Vehicles,2013,19.99,48.4
60018-1,City,Great Vehicles,2013,19.99,62.63
60019-1,City,Airport,2013,19.99,31.89
60020-1,City,Cargo,2013,39.99,59.61
60021-1,City,Cargo,2013,44.99,75.94
60022-1,City,Cargo,2013,99.99,235.18
60023-1,City,Town,2013,29.99,55.41
60024-1,City,Seasonal,2013,29.99,32.75
60025-1,City,Great Vehicles,2013,29.99,75.47
60026-1,City,Town,2013,119.99,163.84
60027-1,City,Great Vehicles,2013,29.99,58.49
66474-1,Legends of Chima, Product Collection,2013,109.99,100.0
70000-1,Legends of Chima,,2013,11.99,10.68
70001-1,Legends of Chima,,2013,14.99,19.24
70002-1,Legends of Chima,,2013,24.99,21.41
70003-1,Legends of Chima,,2013,34.99,31.41
70004-1,Legends of Chima,,2013,29.99,38.21
70005-1,Legends of Chima,,2013,39.99,74.3
70006-1,Legends of Chima,,2013,79.99,99.78
70007-1,Legends of Chima,,2013,24.99,25.88
70008-1,Legends of Chima,,2013,49.99,54.98
70009-1,Legends of Chima,,2013,69.99,63.03
70010-1,Legends of Chima,,2013,119.99,166.69
70011-1,Legends of Chima,Speedorz,2013,39.99,30.0
70012-2,Legends of Chima,,2013,39.99,28.98
70013-1,Legends of Chima,,2013,39.99,25.69
70014-1,Legends of Chima,,2013,69.99,124.27
70100-1,Legends of Chima,Speedorz,2013,14.99,9.54
70101-1,Legends of Chima,Speedorz,2013,14.99,9.99
70102-1,Legends of Chima,Speedorz,2013,14.99,10.0
70103-1,Legends of Chima,Speedorz,2013,14.99,15.0
70104-1,Legends of Chima,Speedorz,2013,14.99,10.91
70105-1,Legends of Chima,Speedorz,2013,14.99,9.2
70106-1,Legends of Chima,Speedorz,2013,14.99,5.45
70107-1,Legends of Chima,Speedorz,2013,14.99,12.66
70108-1,Legends of Chima,Speedorz,2013,14.99,12.79
70109-1,Legends of Chima,Speedorz,2013,14.99,9.73
70110-1,Legends of Chima,Speedorz,2013,14.99,11.17
70111-1,Legends of Chima,Speedorz,2013,14.99,16.46
70112-1,Legends of Chima,Speedorz,2013,14.99,13.92
70113-1,Legends of Chima,Speedorz,2013,19.99,7.17
70114-1,Legends of Chima,Speedorz,2013,19.99,9.59
70115-1,Legends of Chima,Speedorz,2013,29.99,30.94
70200-1,Legends of Chima,Constraction,2013,14.99,25.0
70201-1,Legends of Chima,Constraction,2013,14.99,17.16
70202-1,Legends of Chima,Constraction,2013,14.99,23.99
70203-1,Legends of Chima,Constraction,2013,14.99,22.99
70204-1,Legends of Chima,Constraction,2013,14.99,31.69
70205-1,Legends of Chima,Constraction,2013,14.99,38.17
70400-1,Castle,,2013,11.99,33.52
70401-1,Castle,,2013,19.99,51.6
70402-1,Castle,,2013,29.99,114.38
70403-1,Castle,,2013,49.99,152.64
70404-1,Castle,,2013,99.99,378.34
70500-1,Ninjago,The Final Battle,2013,9.99,29.02
70501-1,Ninjago,The Final Battle,2013,19.99,49.53
70502-1,Ninjago,The Final Battle,2013,19.99,46.82
70503-1,Ninjago,The Final Battle,2013,29.99,83.0
70504-1,Ninjago,The Final Battle,2013,39.99,76.34
70505-1,Ninjago,The Final Battle,2013,69.99,114.22
70700-1,Space,Galaxy Squad,2013,11.99,20.0
70701-1,Space,Galaxy Squad,2013,19.99,38.72
70702-1,Space,Galaxy Squad,2013,29.99,40.48
70703-1,Space,Galaxy Squad,2013,39.99,60.0
70704-1,Space,Galaxy Squad,2013,59.99,73.0
70705-1,Space,Galaxy Squad,2013,79.99,73.46
70706-1,Space,Galaxy Squad,2013,19.99,25.02
70707-1,Space,Galaxy Squad,2013,39.99,89.99
70708-1,Space,Galaxy Squad,2013,69.99,72.41
70709-1,Space,Galaxy Squad,2013,99.99,224.95
71000-1,Collectable Minifigures,Series 9,2013,2.99,15.67
71000-2,Collectable Minifigures,Series 9,2013,2.99,5.69
71000-3,Collectable Minifigures,Series 9,2013,2.99,14.78
71000-4,Collectable Minifigures,Series 9,2013,2.99,19.76
71000-5,Collectable Minifigures,Series 9,2013,2.99,9.83
71000-6,Collectable Minifigures,Series 9,2013,2.99,4.78
71000-7,Collectable Minifigures,Series 9,2013,2.99,10.32
71000-8,Collectable Minifigures,Series 9,2013,2.99,8.93
71000-9,Collectable Minifigures,Series 9,2013,2.99,16.09
71000-10,Collectable Minifigures,Series 9,2013,2.99,10.15
71000-11,Collectable Minifigures,Series 9,2013,2.99,5.03
71000-12,Collectable Minifigures,Series 9,2013,2.99,10.0
71000-13,Collectable Minifigures,Series 9,2013,2.99,6.64
71000-14,Collectable Minifigures,Series 9,2013,2.99,7.02
71000-15,Collectable Minifigures,Series 9,2013,2.99,17.43
71000-16,Collectable Minifigures,Series 9,2013,2.99,13.17
71001-1,Collectable Minifigures,Series 10,2013,2.99,19.45
71001-2,Collectable Minifigures,Series 10,2013,2.99,23.92
71001-3,Collectable Minifigures,Series 10,2013,2.99,11.81
71001-4,Collectable Minifigures,Series 10,2013,2.99,7.35
71001-5,Collectable Minifigures,Series 10,2013,2.99,7.87
71001-6,Collectable Minifigures,Series 10,2013,2.99,3.3
71001-7,Collectable Minifigures,Series 10,2013,2.99,43.69
71001-8,Collectable Minifigures,Series 10,2013,2.99,16.17
71001-9,Collectable Minifigures,Series 10,2013,2.99,8.41
71001-10,Collectable Minifigures,Series 10,2013,2.99,21.02
71001-11,Collectable Minifigures,Series 10,2013,2.99,9.08
71001-12,Collectable Minifigures,Series 10,2013,2.99,12.77
71001-13,Collectable Minifigures,Series 10,2013,2.99,7.39
71001-14,Collectable Minifigures,Series 10,2013,2.99,15.71
71001-15,Collectable Minifigures,Series 10,2013,2.99,7.66
71001-16,Collectable Minifigures,Series 10,2013,2.99,3.43
71002-1,Collectable Minifigures,Series 11,2013,2.99,5.86
71002-2,Collectable Minifigures,Series 11,2013,2.99,17.19
71002-3,Collectable Minifigures,Series 11,2013,2.99,15.14
71002-4,Collectable Minifigures,Series 11,2013,2.99,7.39
71002-5,Collectable Minifigures,Series 11,2013,2.99,24.68
71002-6,Collectable Minifigures,Series 11,2013,2.99,13.96
71002-7,Collectable Minifigures,Series 11,2013,2.99,10.69
71002-8,Collectable Minifigures,Series 11,2013,2.99,11.0
71002-9,Collectable Minifigures,Series 11,2013,2.99,4.04
71002-10,Collectable Minifigures,Series 11,2013,2.99,12.47
71002-11,Collectable Minifigures,Series 11,2013,2.99,9.69
71002-12,Collectable Minifigures,Series 11,2013,2.99,15.87
71002-13,Collectable Minifigures,Series 11,2013,2.99,10.46
71002-14,Collectable Minifigures,Series 11,2013,2.99,13.58
71002-15,Collectable Minifigures,Series 11,2013,2.99,7.68
71002-16,Collectable Minifigures,Series 11,2013,2.99,6.81
75000-1,Star Wars,Episode II,2013,12.99,41.59
75001-1,Star Wars,The Old Republic,2013,12.99,36.92
75002-1,Star Wars,The Clone Wars,2013,19.99,59.1
75003-1,Star Wars,Episode VI,2013,24.99,52.88
75004-1,Star Wars,The Clone Wars,2013,49.99,134.62
75005-1,Star Wars,Episode VI,2013,59.99,210.32
75006-1,Star Wars,Planet Set,2013,9.99,21.46
75007-1,Star Wars,Planet Set,2013,9.99,29.08
75008-1,Star Wars,Planet Set,2013,9.99,22.04
75009-1,Star Wars,Planet Set,2013,9.99,43.08
75010-1,Star Wars,Planet Set,2013,9.99,28.57
75011-1,Star Wars,Planet Set,2013,9.99,38.3
75012-1,Star Wars,The Clone Wars,2013,24.99,249.03
75013-1,Star Wars,The Clone Wars,2013,49.99,155.43
75014-1,Star Wars,Episode V,2013,49.99,133.9
75015-1,Star Wars,Episode II,2013,19.99,80.14
75016-1,Star Wars,Episode II,2013,29.99,99.31
75017-1,Star Wars,Episode II,2013,39.99,108.47
75018-1,Star Wars,Original Content,2013,69.99,144.25
75019-1,Star Wars,Episode II,2013,89.99,310.01
75020-1,Star Wars,Episode VI,2013,119.99,260.59
75021-1,Star Wars,Episode II,2013,119.99,470.03
75022-1,Star Wars,The Clone Wars,2013,24.99,127.58
75023-1,Star Wars,Seasonal,2013,39.99,60.34
75024-1,Star Wars,The Clone Wars,2013,39.99,75.34
75025-1,Star Wars,The Old Republic,2013,89.99,245.67
76000-1,DC Comics Super Heroes,Batman,2013,19.99,28.77
76001-1,DC Comics Super Heroes,The Dark Knight Trilogy,2013,39.99,62.8
76002-1,DC Comics Super Heroes,DC Extended Universe,2013,12.99,17.47
76003-1,DC Comics Super Heroes,DC Extended Universe,2013,49.99,42.67
76004-1,Marvel Super Heroes,Ultimate Spider-Man,2013,19.99,37.98
