set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real
41401-1,2020,44.0,1.0,9.99,6.97,01/01/2020,2020-03-31,Friends,2,-3.0200000000000005,-1.5100000000000002,-21.664275466284078,6.699346405228758,-3.290653594771242,-23.605836404384807,-1.645326797385621
41408-1,2020,37.0,1.0,9.99,8.46,01/04/2020,2020-06-30,Friends,2,-1.5299999999999994,-0.7649999999999997,-9.042553191489358,8.131487889273357,-1.8585121107266431,-10.984114129590088,-0.9292560553633216
41414-1,2020,46.0,1.0,9.99,7.47,01/09/2020,2020-12-31,Friends,2,-2.5200000000000005,-1.2600000000000002,-16.867469879518076,7.179930795847751,-2.8100692041522493,-18.809030817618805,-1.4050346020761246
41422-1,2020,265.0,2.0,29.99,27.26,01/06/2020,2021-12-31,Friends,1,-2.729999999999997,-2.729999999999997,-10.014673514306665,26.725490196078432,-3.264509803921566,-11.975457828032157,-3.264509803921566
41424-1,2020,648.0,3.0,79.99,70.48,01/06/2020,2021-12-31,Friends,1,-9.509999999999991,-9.509999999999991,-13.49318955732121,69.09803921568627,-10.891960784313724,-15.453973871046713,-10.891960784313724
41432-1,2020,512.0,2.0,59.99,55.31,01/06/2020,2021-12-31,Friends,1,-4.68,-4.68,-8.46139938528295,54.22549019607843,-5.76450980392157,-10.422183699008443,-5.76450980392157
41434-1,2020,47.0,1.0,9.99,11.0,01/06/2020,2020-12-31,Friends,2,1.0099999999999998,0.5049999999999999,4.59090909090909,10.57285659361784,0.5828565936178389,2.6493481528083587,0.29142829680891946
43170-1,2020,46.0,1.0,9.99,13.99,01/01/2020,2020-12-31,Disney,2,4.0,2.0,14.295925661186562,13.446751249519416,3.4567512495194155,12.354364723085832,1.7283756247597077
43174-1,2020,124.0,3.0,19.99,20.15,01/01/2020,2020-12-31,Disney,2,0.16000000000000014,0.08000000000000007,0.39702233250620383,19.367550941945403,-0.6224490580545954,-1.5445386055945296,-0.3112245290272977
43175-1,2020,133.0,4.0,19.99,17.95,01/01/2020,2021-12-31,Disney,1,-2.039999999999999,-2.039999999999999,-11.364902506963784,17.598039215686274,-2.3919607843137243,-13.325686820689272,-2.3919607843137243
43176-1,2020,105.0,3.0,19.99,17.06,01/01/2020,2021-12-31,Disney,1,-2.9299999999999997,-2.9299999999999997,-17.174677608440795,16.72549019607843,-3.2645098039215696,-19.135461922166293,-3.2645098039215696
43177-1,2020,111.0,6.0,19.99,17.65,01/01/2020,2021-12-31,Disney,1,-2.34,-2.34,-13.257790368271955,17.303921568627448,-2.6860784313725503,-15.218574681997454,-2.6860784313725503
43182-1,2020,157.0,1.0,29.99,36.71,01/01/2020,2020-12-31,Disney,2,6.720000000000002,3.360000000000001,9.15281939526015,35.284505959246445,5.294505959246447,7.211258457159421,2.6472529796232234
43183-1,2020,202.0,1.0,29.99,38.09,01/01/2020,2020-12-31,Disney,2,8.100000000000005,4.0500000000000025,10.632711997899717,36.61091887735487,6.620918877354871,8.69115105979899,3.3104594386774355
60241-1,2020,67.0,2.0,9.99,8.6,01/01/2020,2021-12-31,City,1,-1.3900000000000006,-1.3900000000000006,-16.162790697674424,8.431372549019608,-1.5586274509803921,-18.123575011399907,-1.5586274509803921
60242-1,2020,185.0,2.0,29.99,18.83,01/01/2020,2021-12-31,City,1,-11.16,-11.16,-59.2671269251195,18.460784313725487,-11.529215686274512,-61.227911238845,-11.529215686274512
60248-1,2020,93.0,3.0,29.99,16.08,01/01/2020,2021-12-31,City,1,-13.91,-13.91,-86.50497512437812,15.764705882352938,-14.22529411764706,-88.46575943810362,-14.22529411764706
60249-1,2020,89.0,1.0,9.99,8.99,01/01/2020,2021-12-31,City,1,-1.0,-1.0,-11.123470522803114,8.813725490196079,-1.1762745098039211,-13.0842548365286,-1.1762745098039211
60250-1,2020,74.0,1.0,9.99,8.74,01/01/2020,2021-12-31,City,1,-1.25,-1.25,-14.302059496567503,8.568627450980392,-1.4213725490196083,-16.262843810293003,-1.4213725490196083
60251-1,2020,55.0,1.0,9.99,8.57,01/01/2020,2021-12-31,City,1,-1.42,-1.42,-16.56942823803967,8.401960784313726,-1.5880392156862744,-18.53021255176516,-1.5880392156862744
60252-1,2020,126.0,2.0,19.99,16.4,01/01/2020,2021-12-31,City,1,-3.59,-3.59,-21.890243902439025,16.07843137254902,-3.911568627450979,-23.851028216164508,-3.911568627450979
60254-1,2020,238.0,2.0,29.99,21.67,01/01/2020,2021-12-31,City,1,-8.319999999999997,-8.319999999999997,-38.394093216428224,21.245098039215687,-8.744901960784311,-40.354877530153715,-8.744901960784311
60255-1,2020,62.0,2.0,9.99,9.75,01/01/2020,2020-12-31,City,2,-0.2400000000000002,-0.1200000000000001,-1.2307692307692317,9.371395617070357,-0.618604382929643,-3.1723301688699643,-0.3093021914648215
60257-1,2020,354.0,4.0,49.99,44.35,01/01/2020,2020-12-31,City,2,-5.640000000000001,-2.8200000000000003,-6.358511837655017,42.62783544790465,-7.362164552095351,-8.30007277575575,-3.6810822760476754
60258-1,2020,897.0,7.0,99.99,86.72,01/01/2020,2021-12-31,City,1,-13.269999999999996,-13.269999999999996,-15.302121771217708,85.01960784313725,-14.970392156862744,-17.2629060849432,-14.970392156862744
60264-1,2020,286.0,4.0,39.99,24.06,01/06/2020,2021-12-31,City,1,-15.930000000000003,-15.930000000000003,-66.20947630922694,23.588235294117645,-16.401764705882357,-68.17026062295244,-16.401764705882357
60266-1,2020,745.0,8.0,149.99,132.66,01/06/2020,2021-12-31,City,1,-17.330000000000013,-17.330000000000013,-13.063470526157102,130.05882352941177,-19.93117647058824,-15.02425483988259,-19.93117647058824
60267-1,2020,168.0,2.0,19.99,21.61,01/01/2020,2021-12-31,City,1,1.620000000000001,1.620000000000001,7.496529384544197,21.18627450980392,1.1962745098039207,5.535745070818699,1.1962745098039207
60270-1,2020,301.0,4.0,39.99,38.49,01/01/2020,2021-12-31,City,1,-1.5,-1.5,-3.897116134060795,37.73529411764706,-2.254705882352944,-5.857900447786292,-2.254705882352944
60271-1,2020,1517.0,15.0,199.99,169.42,01/09/2020,2021-12-31,City,1,-30.57000000000002,-30.57000000000002,-18.04391453193249,166.09803921568627,-33.89196078431374,-20.004698845657977,-33.89196078431374
70427-1,2020,189.0,4.0,19.99,19.84,01/01/2020,2020-12-31,Hidden Side,2,-0.14999999999999858,-0.07499999999999929,-0.3780241935483835,19.06958861976163,-0.9204113802383667,-2.3195851316491094,-0.46020569011918333
70428-1,2020,170.0,3.0,19.99,16.84,01/01/2020,2020-12-31,Hidden Side,2,-3.1499999999999986,-1.5749999999999993,-9.352731591448928,16.186082276047674,-3.803917723952324,-11.294292529549656,-1.901958861976162
70429-1,2020,295.0,3.0,29.99,27.25,01/01/2020,2020-12-31,Hidden Side,2,-2.7399999999999984,-1.3699999999999992,-5.027522935779814,26.191849288735103,-3.7981507112648956,-6.9690838738805425,-1.8990753556324478
70430-1,2020,348.0,3.0,29.99,23.2,01/01/2020,2020-12-31,Hidden Side,2,-6.789999999999999,-3.3949999999999996,-14.633620689655173,22.29911572472126,-7.690884275278737,-16.5751816277559,-3.8454421376393686
70431-1,2020,540.0,5.0,49.99,54.6,01/01/2020,2020-12-31,Hidden Side,2,4.609999999999999,2.3049999999999997,4.221611721611721,52.47981545559401,2.4898154555940053,2.2800507835109936,1.2449077277970027
70432-1,2020,466.0,5.0,49.99,54.88,01/01/2020,2020-12-31,Hidden Side,2,4.890000000000001,2.4450000000000003,4.455174927113703,52.74894271434064,2.758942714340641,2.5136139890129745,1.3794713571703205
70433-1,2020,224.0,3.0,19.99,20.57,01/06/2020,2020-12-31,Hidden Side,2,0.5800000000000018,0.2900000000000009,1.409820126397671,19.77124183006536,-0.21875816993463815,-0.5317408117030582,-0.10937908496731907
70434-1,2020,244.0,3.0,29.99,32.71,01/06/2020,2020-12-31,Hidden Side,2,2.7200000000000024,1.3600000000000012,4.157749923570777,31.439830834294504,1.4498308342945059,2.216188985470049,0.7249154171472529
70435-1,2020,400.0,4.0,39.99,44.01,01/06/2020,2020-12-31,Hidden Side,2,4.019999999999996,2.009999999999998,4.567143830947508,42.30103806228374,2.3110380622837354,2.6255828928467797,1.1555190311418677
70436-1,2020,760.0,6.0,59.99,74.39,01/06/2020,2020-12-31,Hidden Side,2,14.399999999999999,7.199999999999999,9.678720258099206,71.50134563629373,11.511345636293733,7.737159319998477,5.755672818146866
70437-1,2020,1035.0,6.0,99.99,175.74,01/06/2020,2020-12-31,Hidden Side,2,75.75000000000001,37.87500000000001,21.55172413793104,168.91580161476355,68.92580161476356,19.610163199830303,34.46290080738178
71362-1,2020,468.0,3.0,49.99,41.94,01/08/2020,2021-12-31,Super Mario,1,-8.050000000000004,-8.050000000000004,-19.194086790653326,41.11764705882353,-8.872352941176473,-21.15487110437881,-8.872352941176473
71363-1,2020,180.0,2.0,19.99,13.7,10/07/2020,2021-12-31,Super Mario,1,-6.289999999999999,-6.289999999999999,-45.912408759124084,13.431372549019606,-6.558627450980392,-47.87319307284958,-6.558627450980392
71364-1,2020,133.0,2.0,19.99,14.25,01/08/2020,2021-07-31,Super Mario,1,-5.739999999999998,-5.739999999999998,-40.28070175438596,13.970588235294118,-6.019411764705881,-42.24148606811144,-6.019411764705881
71365-1,2020,217.0,4.0,29.99,15.75,10/07/2020,2021-12-31,Super Mario,1,-14.239999999999998,-14.239999999999998,-90.4126984126984,15.441176470588236,-14.548823529411763,-92.3734827264239,-14.548823529411763
71366-1,2020,132.0,3.0,29.99,26.73,01/08/2020,2021-07-31,Super Mario,1,-3.259999999999998,-3.259999999999998,-12.196034418256632,26.205882352941178,-3.784117647058821,-14.15681873198212,-3.784117647058821
71368-1,2020,464.0,5.0,69.99,47.47,01/08/2020,2021-12-31,Super Mario,1,-22.519999999999996,-22.519999999999996,-47.44048872972403,46.53921568627451,-23.450784313725485,-49.401273043449514,-23.450784313725485
71369-1,2020,1010.0,4.0,99.99,84.85,01/08/2020,2021-12-31,Super Mario,1,-15.14,-15.14,-17.84325279905716,83.18627450980391,-16.803725490196086,-19.80403711278266,-16.803725490196086
71376-1,2020,393.0,3.0,39.99,42.72,01/08/2020,2021-12-31,Super Mario,1,2.729999999999997,2.729999999999997,6.390449438202241,41.88235294117647,1.892352941176469,4.429665124476753,1.892352941176469
71377-1,2020,431.0,7.0,49.99,59.41,01/08/2020,2021-12-31,Super Mario,1,9.419999999999995,9.419999999999995,15.855916512371646,58.245098039215684,8.255098039215682,13.895132198646158,8.255098039215682
71701-1,2020,81.0,2.0,19.99,15.73,01/01/2020,2021-12-31,Ninjago,1,-4.259999999999998,-4.259999999999998,-27.082008900190708,15.42156862745098,-4.568431372549018,-29.042793213916195,-4.568431372549018
71702-1,2020,489.0,4.0,39.99,54.02,01/01/2020,2020-12-31,Ninjago,2,14.030000000000001,7.015000000000001,12.985931136616069,51.922337562475974,11.932337562475972,11.044370198515338,5.966168781237986
71705-1,2020,1781.0,7.0,129.99,124.88,01/06/2020,2021-12-31,Ninjago,1,-5.110000000000014,-5.110000000000014,-4.091928251121088,122.4313725490196,-7.55862745098041,-6.052712564846581,-7.55862745098041
71706-1,2020,52.0,2.0,9.99,9.77,01/01/2020,2021-07-31,Ninjago,1,-0.22000000000000064,-0.22000000000000064,-2.251791197543507,9.57843137254902,-0.4115686274509809,-4.212575511268996,-0.4115686274509809
71707-1,2020,217.0,2.0,19.99,17.67,01/01/2020,2021-07-31,Ninjago,1,-2.3199999999999967,-2.3199999999999967,-13.12959818902092,17.323529411764707,-2.666470588235292,-15.090382502746417,-2.666470588235292
71708-1,2020,218.0,9.0,29.99,30.18,01/01/2020,2021-07-31,Ninjago,1,0.19000000000000128,0.19000000000000128,0.6295559973492422,29.588235294117645,-0.40176470588235347,-1.3312283163762542,-0.40176470588235347
71712-1,2020,810.0,6.0,79.99,66.79,01/01/2020,2021-07-31,Ninjago,1,-13.199999999999989,-13.199999999999989,-19.763437640365307,65.48039215686275,-14.509607843137246,-21.7242219540908,-14.509607843137246
71713-1,2020,286.0,3.0,29.99,48.52,01/01/2020,2020-12-31,Ninjago,2,18.530000000000005,9.265000000000002,19.095218466611712,46.63590926566705,16.645909265667054,17.15365752851098,8.322954632833527
71715-1,2020,47.0,2.0,9.99,11.14,01/01/2020,2020-12-31,Ninjago,2,1.1500000000000004,0.5750000000000002,5.161579892280073,10.707420222991157,0.7174202229911568,3.220018954179339,0.3587101114955784
71716-1,2020,48.0,2.0,9.99,11.9,01/01/2020,2020-12-31,Ninjago,2,1.9100000000000001,0.9550000000000001,8.025210084033613,11.437908496732026,1.4479084967320262,6.083649145932883,0.7239542483660131
71717-1,2020,401.0,4.0,29.99,28.68,01/06/2020,2021-07-31,Ninjago,1,-1.3099999999999987,-1.3099999999999987,-4.567642956764291,28.11764705882353,-1.8723529411764694,-6.528427270489782,-1.8723529411764694
71721-1,2020,1016.0,7.0,79.99,79.46,01/06/2020,2021-12-31,Ninjago,1,-0.5300000000000011,-0.5300000000000011,-0.6670022652907137,77.90196078431372,-2.0880392156862797,-2.627786579016209,-2.0880392156862797
71722-1,2020,1171.0,8.0,99.99,95.27,01/06/2020,2021-12-31,Ninjago,1,-4.719999999999999,-4.719999999999999,-4.954340296000838,93.40196078431372,-6.58803921568628,-6.915124609726335,-6.58803921568628
75263-1,2020,86.0,1.0,9.99,11.03,01/01/2020,2020-12-31,Star Wars,2,1.0399999999999991,0.5199999999999996,4.714415231187666,10.601691657054978,0.611691657054978,2.7728542930869358,0.305845828527489
75264-1,2020,72.0,1.0,9.99,13.43,01/01/2020,2020-12-31,Star Wars,2,3.4399999999999995,1.7199999999999998,12.807148175725985,12.908496732026144,2.918496732026144,10.865587237625258,1.459248366013072
75265-1,2020,198.0,2.0,19.99,19.88,01/01/2020,2020-12-31,Star Wars,2,-0.10999999999999943,-0.054999999999999716,-0.2766599597585499,19.108035371011148,-0.8819646289888503,-2.2182208978592817,-0.44098231449442515
75266-1,2020,105.0,4.0,14.99,14.2,01/01/2020,2021-07-31,Star Wars,1,-0.7900000000000009,-0.7900000000000009,-5.563380281690147,13.921568627450979,-1.0684313725490213,-7.524164595415643,-1.0684313725490213
75267-1,2020,102.0,4.0,14.99,14.64,01/01/2020,2021-12-31,Star Wars,1,-0.34999999999999964,-0.34999999999999964,-2.390710382513659,14.352941176470589,-0.6370588235294115,-4.351494696239149,-0.6370588235294115
75268-1,2020,91.0,2.0,19.99,18.5,01/01/2020,2021-07-31,Star Wars,1,-1.4899999999999984,-1.4899999999999984,-8.054054054054046,18.137254901960784,-1.8527450980392146,-10.014838367779538,-1.8527450980392146
75269-1,2020,208.0,2.0,19.99,20.12,01/01/2020,2021-07-31,Star Wars,1,0.13000000000000256,0.13000000000000256,0.6461232604373884,19.725490196078432,-0.2645098039215661,-1.3146610532881018,-0.2645098039215661
75270-1,2020,200.0,4.0,29.99,29.56,01/01/2020,2021-12-31,Star Wars,1,-0.4299999999999997,-0.4299999999999997,-1.4546684709066298,28.98039215686274,-1.0096078431372568,-3.4154527846321274,-1.0096078431372568
75271-1,2020,236.0,3.0,29.99,25.02,01/01/2020,2021-12-31,Star Wars,1,-4.969999999999999,-4.969999999999999,-19.864108713029573,24.52941176470588,-5.460588235294118,-21.824893026755067,-5.460588235294118
75272-1,2020,470.0,3.0,79.99,62.36,01/01/2020,2021-07-31,Star Wars,1,-17.629999999999995,-17.629999999999995,-28.27132777421423,61.13725490196078,-18.852745098039215,-30.23211208793973,-18.852745098039215
75273-1,2020,761.0,4.0,89.99,80.87,01/01/2020,2021-12-31,Star Wars,1,-9.11999999999999,-9.11999999999999,-11.277358723877816,79.2843137254902,-10.705686274509802,-13.238143037603315,-10.705686274509802
75275-1,2020,1673.0,1.0,199.99,217.6,01/05/2020,2021-12-31,Star Wars,1,17.609999999999985,17.609999999999985,8.092830882352935,213.33333333333331,13.343333333333305,6.132046568627438,13.343333333333305
75278-1,2020,519.0,1.0,69.99,54.32,19/04/2020,2021-07-31,Star Wars,1,-15.669999999999995,-15.669999999999995,-28.84756995581737,53.254901960784316,-16.73509803921568,-30.808354269542853,-16.73509803921568
75279-1,2020,311.0,10.0,39.99,45.99,01/09/2020,2020-12-31,Star Wars,2,6.0,3.0,6.523157208088715,44.20415224913495,4.214152249134948,4.581596269987983,2.107076124567474
75281-1,2020,248.0,2.0,29.99,26.73,01/08/2020,2021-12-31,Star Wars,1,-3.259999999999998,-3.259999999999998,-12.196034418256632,26.205882352941178,-3.784117647058821,-14.15681873198212,-3.784117647058821
75284-1,2020,595.0,3.0,69.99,60.01,01/08/2020,2021-12-31,Star Wars,1,-9.979999999999997,-9.979999999999997,-16.63056157307115,58.83333333333333,-11.156666666666666,-18.591345886796645,-11.156666666666666
75286-1,2020,487.0,3.0,79.99,69.37,01/08/2020,2021-12-31,Star Wars,1,-10.61999999999999,-10.61999999999999,-15.309211474700865,68.00980392156863,-11.980196078431362,-17.269995788426353,-11.980196078431362
75291-1,2020,775.0,5.0,99.99,98.59,01/08/2020,2021-12-31,Star Wars,1,-1.3999999999999915,-1.3999999999999915,-1.4200223146363642,96.65686274509804,-3.3331372549019562,-3.3808066283618583,-3.3331372549019562
75293-1,2020,932.0,4.0,99.99,112.71,01/08/2020,2021-12-31,Star Wars,1,12.719999999999999,12.719999999999999,11.285600212935853,110.49999999999999,10.509999999999991,9.324815899210355,10.509999999999991
75294-1,2020,295.0,2.0,39.99,140.4,01/08/2020,2020-12-31,Star Wars,2,100.41,50.205,35.758547008547005,134.94809688581316,94.95809688581315,33.816986070446276,47.479048442906574
75549-1,2020,136.0,3.0,19.99,19.39,27/04/2020,2021-12-31,Minions: The Rise of Gru,1,-0.5999999999999979,-0.5999999999999979,-3.0943785456420727,19.00980392156863,-0.9801960784313692,-5.055162859367557,-0.9801960784313692
75939-1,2020,164.0,2.0,19.99,22.85,01/06/2020,2021-12-31,Jurassic World,1,2.860000000000003,2.860000000000003,12.51641137855581,22.401960784313726,2.4119607843137274,10.555627064830317,2.4119607843137274
75941-1,2020,537.0,5.0,99.99,121.19,01/06/2020,2021-12-31,Jurassic World,1,21.200000000000003,21.200000000000003,17.493192507632646,118.81372549019608,18.823725490196082,15.532408193907157,18.823725490196082
75942-1,2020,101.0,2.0,29.99,30.75,01/06/2020,2021-12-31,Jurassic World,1,0.7600000000000016,0.7600000000000016,2.4715447154471595,30.14705882352941,0.15705882352941103,0.5107604017216618,0.15705882352941103
75966-1,2020,193.0,4.0,19.99,18.91,01/06/2020,2021-12-31,Harry Potter,1,-1.0799999999999983,-1.0799999999999983,-5.711263881544147,18.53921568627451,-1.4507843137254888,-7.672048195269639,-1.4507843137254888
75967-1,2020,253.0,5.0,29.99,27.78,01/06/2020,2021-12-31,Harry Potter,1,-2.2099999999999973,-2.2099999999999973,-7.955363570914317,27.235294117647058,-2.7547058823529404,-9.916147884639814,-2.7547058823529404
75981-1,2020,335.0,6.0,39.99,23.11,01/09/2020,2020-12-31,Harry Potter,2,-16.880000000000003,-8.440000000000001,-36.52098658589356,22.21261053440984,-17.77738946559016,-38.462547523994296,-8.88869473279508
76140-1,2020,148.0,1.0,9.99,10.31,01/01/2020,2021-12-31,Marvel Super Heroes,1,0.3200000000000003,0.3200000000000003,3.103782735208538,10.107843137254902,0.11784313725490136,1.1429984214830393,0.11784313725490136
76141-1,2020,152.0,1.0,9.99,10.35,01/01/2020,2021-07-31,Marvel Super Heroes,1,0.35999999999999943,0.35999999999999943,3.478260869565212,10.147058823529411,0.15705882352941103,1.51747655583972,0.15705882352941103
76142-1,2020,226.0,3.0,19.99,23.26,01/01/2020,2020-12-31,Marvel Super Heroes,2,3.270000000000003,1.6350000000000016,7.0292347377472115,22.356785851595543,2.3667858515955444,5.087673799646484,1.1833929257977722
76143-1,2020,477.0,4.0,39.99,37.11,01/01/2020,2021-07-31,Marvel Super Heroes,1,-2.8800000000000026,-2.8800000000000026,-7.760711398544874,36.38235294117647,-3.607647058823531,-9.721495712270361,-3.607647058823531
76146-1,2020,152.0,1.0,9.99,10.28,01/01/2020,2021-12-31,Marvel Super Heroes,1,0.28999999999999915,0.28999999999999915,2.8210116731517427,10.07843137254902,0.08843137254901912,0.8602273594262559,0.08843137254901912
76147-1,2020,93.0,3.0,19.99,23.08,01/01/2020,2020-12-31,Marvel Super Heroes,2,3.09,1.545,6.694107452339688,22.1837754709727,2.193775470972703,4.752546514238958,1.0968877354863515
76148-1,2020,234.0,3.0,19.99,28.02,01/01/2020,2020-12-31,Marvel Super Heroes,2,8.030000000000001,4.015000000000001,14.329050678087082,26.93194925028835,6.941949250288353,12.387489739986353,3.4709746251441764
76150-1,2020,371.0,3.0,29.99,40.26,01/01/2020,2021-07-31,Marvel Super Heroes,1,10.27,10.27,25.509190263288623,39.470588235294116,9.480588235294118,23.548405949563133,9.480588235294118
76151-1,2020,640.0,5.0,79.99,87.62,01/06/2020,2021-12-31,Marvel Super Heroes,1,7.63000000000001,7.63000000000001,8.708057521113911,85.90196078431373,5.9119607843137345,6.747273207388421,5.9119607843137345
76152-1,2020,223.0,5.0,59.99,53.39,01/06/2020,2021-12-31,Marvel Super Heroes,1,-6.600000000000001,-6.600000000000001,-12.361865517887248,52.34313725490196,-7.646862745098041,-14.322649831612738,-7.646862745098041
76153-1,2020,1244.0,8.0,119.99,118.12,01/06/2020,2021-12-31,Marvel Super Heroes,1,-1.8699999999999903,-1.8699999999999903,-1.5831357941076791,115.80392156862746,-4.186078431372536,-3.5439201078331664,-4.186078431372536
76157-1,2020,371.0,3.0,39.99,27.56,27/04/2020,2021-12-31,DC Comics Super Heroes,1,-12.430000000000003,-12.430000000000003,-45.101596516690876,27.019607843137255,-12.970392156862747,-47.06238083041636,-12.970392156862747
76158-1,2020,54.0,2.0,9.99,9.54,01/06/2020,2021-12-31,DC Comics Super Heroes,1,-0.45000000000000107,-0.45000000000000107,-4.7169811320754835,9.352941176470587,-0.6370588235294132,-6.677765445800977,-0.6370588235294132
76159-1,2020,440.0,4.0,49.99,41.5,01/06/2020,2021-12-31,DC Comics Super Heroes,1,-8.490000000000002,-8.490000000000002,-20.45783132530121,40.68627450980392,-9.30372549019608,-22.418615639026697,-9.30372549019608
76160-1,2020,743.0,6.0,89.99,85.14,01/06/2020,2021-12-31,DC Comics Super Heroes,1,-4.849999999999994,-4.849999999999994,-5.696499882546387,83.47058823529412,-6.519411764705879,-7.657284196271879,-6.519411764705879
76162-1,2020,271.0,3.0,29.99,38.05,01/03/2020,2021-12-31,Marvel Super Heroes,1,8.059999999999999,8.059999999999999,21.182654402102493,37.303921568627445,7.313921568627446,19.221870088376996,7.313921568627446
76163-1,2020,413.0,3.0,29.99,44.63,01/03/2020,2021-12-31,Marvel Super Heroes,1,14.640000000000004,14.640000000000004,32.80304727761596,43.754901960784316,13.764901960784318,30.84226296389047,13.764901960784318
76164-1,2020,456.0,4.0,39.99,36.93,01/08/2020,2021-12-31,Marvel Super Heroes,1,-3.0600000000000023,-3.0600000000000023,-8.285946385052808,36.205882352941174,-3.784117647058828,-10.246730698778304,-3.784117647058828
76166-1,2020,685.0,7.0,89.99,93.67,01/08/2020,2021-12-31,Marvel Super Heroes,1,3.680000000000007,3.680000000000007,3.928685811892822,91.83333333333333,1.8433333333333337,1.9679014981673255,1.8433333333333337
76167-1,2020,258.0,5.0,29.99,34.23,01/08/2020,2021-12-31,Marvel Super Heroes,1,4.239999999999998,4.239999999999998,12.386795208881095,33.55882352941176,3.5688235294117625,10.426010895155603,3.5688235294117625
76895-1,2020,275.0,1.0,19.99,22.39,01/01/2020,2021-12-31,Speed Champions,1,2.400000000000002,2.400000000000002,10.719071013845475,21.950980392156865,1.9609803921568663,8.758286700119992,1.9609803921568663
76896-1,2020,298.0,1.0,19.99,21.98,01/01/2020,2021-12-31,Speed Champions,1,1.990000000000002,1.990000000000002,9.053685168334859,21.54901960784314,1.5590196078431404,7.092900854609374,1.5590196078431404
76897-1,2020,250.0,1.0,19.99,20.93,01/01/2020,2021-12-31,Speed Champions,1,0.9400000000000013,0.9400000000000013,4.491161012900149,20.519607843137255,0.5296078431372564,2.5303766991746603,0.5296078431372564
76898-1,2020,565.0,2.0,29.99,36.69,01/01/2020,2021-12-31,Speed Champions,1,6.699999999999999,6.699999999999999,18.261106568547287,35.970588235294116,5.9805882352941175,16.300322254821797,5.9805882352941175
76899-1,2020,663.0,2.0,49.99,56.28,01/01/2020,2021-12-31,Speed Champions,1,6.289999999999999,6.289999999999999,11.176261549395877,55.1764705882353,5.186470588235295,9.215477235670388,5.186470588235295
77905-1,2020,230.0,3.0,39.99,85.62,01/10/2020,2020-10-31,Marvel Super Heroes,2,45.63,22.815,26.64681149264191,82.29527104959631,42.30527104959631,24.705250554541173,21.152635524798153
77906-1,2020,255.0,3.0,39.99,47.31,01/10/2020,2020-10-31,DC Comics Super Heroes,2,7.32,3.66,7.736207989854154,45.47289504036909,5.482895040369087,5.7946470517534205,2.7414475201845434
77907-1,2020,120.0,1.0,19.99,92.63,01/10/2020,2020-10-31,Super Mario,2,72.64,36.32,39.20975925726007,89.03306420607458,69.04306420607459,37.26819831915934,34.521532103037295
80010-1,2020,1051.0,3.0,89.99,99.62,16/05/2020,2021-12-31,Monkie Kid,1,9.63000000000001,9.63000000000001,9.666733587633015,97.66666666666667,7.6766666666666765,7.7059492739075255,7.6766666666666765
80104-1,2020,882.0,8.0,79.99,88.12,10/01/2020,2020-12-31,Seasonal,2,8.13000000000001,4.065000000000005,4.613027689514304,84.69819300269128,4.708193002691289,2.6714667514135773,2.3540965013456443
80105-1,2020,1664.0,14.0,119.99,135.31,10/01/2020,2020-12-31,Seasonal,2,15.320000000000007,7.660000000000004,5.66107456950706,130.0557477893118,10.0657477893118,3.719513631406326,5.0328738946559
40453-1,2021,63.0,3.0,14.99,19.82,01/01/2021,2021-12-31,DC Comics Super Heroes,1,4.83,4.83,24.369323915237135,19.431372549019606,4.441372549019606,22.408539601511634,4.441372549019606
43181-1,2021,610.0,2.0,79.99,73.03,01/03/2021,2021-12-31,Disney,1,-6.959999999999994,-6.959999999999994,-9.530330001369292,71.59803921568627,-8.391960784313724,-11.491114315094789,-8.391960784313724
60285-1,2021,89.0,1.0,9.99,9.74,01/01/2021,2021-12-31,City,1,-0.25,-0.25,-2.5667351129363447,9.549019607843137,-0.44098039215686313,-4.527519426661839,-0.44098039215686313
60288-1,2021,210.0,2.0,19.99,17.53,01/01/2021,2021-12-31,City,1,-2.4599999999999973,-2.4599999999999973,-14.033086138049041,17.186274509803923,-2.8037254901960758,-15.993870451774534,-2.8037254901960758
71029-1,2021,7.0,1.0,4.99,3.67,01/01/2021,2021-04-30,Collectable Minifigures,1,-1.3200000000000003,-1.3200000000000003,-35.96730245231608,3.598039215686274,-1.391960784313726,-37.92808676604158,-1.391960784313726
71029-2,2021,6.0,1.0,4.99,45.1,01/01/2021,2021-04-30,Collectable Minifigures,1,40.11,40.11,88.93569844789356,44.21568627450981,39.225686274509805,86.97491413416807,39.225686274509805
71029-3,2021,8.0,1.0,4.99,4.45,01/01/2021,2021-04-30,Collectable Minifigures,1,-0.54,-0.54,-12.134831460674157,4.362745098039216,-0.627254901960784,-14.095615774399642,-0.627254901960784
71029-4,2021,7.0,1.0,4.99,4.32,01/01/2021,2021-04-30,Collectable Minifigures,1,-0.6699999999999999,-0.6699999999999999,-15.509259259259256,4.235294117647059,-0.7547058823529413,-17.470043572984753,-0.7547058823529413
71029-5,2021,5.0,1.0,4.99,4.43,01/01/2021,2021-04-30,Collectable Minifigures,1,-0.5600000000000005,-0.5600000000000005,-12.641083521444706,4.3431372549019605,-0.6468627450980398,-14.601867835170198,-0.6468627450980398
