Number,Theme,Subtheme,Year,RRP (USD),Value used (USD)
10505-1,Duplo,,2013,59.99,47.33
10506-1,Duplo,Trains,2013,19.99,23.64
10507-1,Duplo,Trains,2013,44.99,40.71
10508-1,Duplo,Trains,2013,109.99,82.46
10509-1,Duplo,Disney Planes,2013,14.99,13.13
10510-1,Duplo,Disney Planes,2013,24.99,23.63
10511-1,Duplo,Disney Planes,2013,39.99,34.95
10512-1,Duplo,Jake and the Never Land Pirates,2013,14.99,8.95
10513-1,Duplo,Jake and the Never Land Pirates,2013,24.99,14.99
10514-1,Duplo,Jake and the Never Land Pirates,2013,39.99,37.64
10515-1,Duplo,Disney Princess,2013,29.99,36.47
10516-1,Duplo,Disney Princess,2013,14.99,24.12
10517-1,Duplo,,2013,12.99,17.05
10519-1,Duplo,,2013,19.99,17.17
10520-1,Duplo,,2013,19.99,17.55
10552-1,Duplo,,2013,19.99,14.0
10553-1,Duplo,,2013,12.99,10.0
10554-1,Duplo,,2013,14.99,10.0
10558-1,Duplo,Trains,2013,19.99,15.39
10560-1,Duplo,,2013,12.99,10.0
10655-1,Bricks and More,,2013,19.99,21.0
10656-1,Bricks and More,,2013,9.99,10.53
10657-1,Bricks and More,,2013,14.99,13.63
10659-1,Bricks and More,,2013,24.99,8.0
10660-1,Bricks and More,,2013,24.99,7.73
10661-1,Bricks and More,,2013,9.99,6.95
10662-1,Bricks and More,,2013,29.99,29.13
10937-1,DC Comics Super Heroes,Batman,2013,159.99,181.86
20214-1,Master Builder Academy,,2013,79.99,70.0
20215-1,Master Builder Academy,,2013,79.99,80.0
20216-1,Master Builder Academy,,2013,49.99,53.51
20217-1,Master Builder Academy,,2013,79.99,90.07
21015-1,Architecture,Landmark Series,2013,34.99,53.22
21017-1,Architecture,Architect Series,2013,129.99,124.65
21018-1,Architecture,Landmark Series,2013,49.99,80.15
21050-1,Architecture,Miscellaneous,2013,159.99,190.65
21103-1,Ideas,Licensed,2013,34.99,125.75
21105-1,Minecraft,Micro World,2013,34.99,27.8
21106-1,Minecraft,Micro World,2013,34.99,22.23
30106-1,Friends,,2013,4.99,3.13
30166-1,DC Comics Super Heroes,Batman,2013,4.99,11.35
30167-1,Marvel Super Heroes,The Avengers,2013,4.99,10.0
30216-1,The Hobbit,The Desolation of Smaug,2013,4.99,8.16
30225-1,City,Coast Guard,2013,3.99,2.86
30230-1,Space,Galaxy Squad,2013,3.99,2.9
30231-1,Space,Galaxy Squad,2013,3.49,6.75
30240-1,Star Wars,The Clone Wars,2013,4.99,2.88
30241-1,Star Wars,The Clone Wars,2013,4.99,2.77
30242-1,Star Wars,The Clone Wars,2013,4.99,5.66
30250-1,Legends of Chima,,2013,3.99,2.09
30260-1,The Lone Ranger,,2013,3.99,3.06
30270-1,Teenage Mutant Ninja Turtles,TV Series,2013,3.99,2.37
31000-1,Creator,3 in 1,2013,6.99,3.07
31001-1,Creator,3 in 1,2013,6.99,3.84
31002-1,Creator,3 in 1,2013,14.99,3.93
31003-1,Creator,3 in 1,2013,14.99,4.64
31004-1,Creator,3 in 1,2013,14.99,8.98
31005-1,Creator,3 in 1,2013,17.99,10.07
31006-1,Creator,3 in 1,2013,24.99,10.99
31007-1,Creator,3 in 1,2013,19.99,13.22
31008-1,Creator,3 in 1,2013,19.99,9.49
31009-1,Creator,3 in 1,2013,24.99,24.45
31010-1,Creator,3 in 1,2013,29.99,21.53
31011-1,Creator,3 in 1,2013,59.99,37.45
31012-1,Creator,3 in 1,2013,69.99,77.9
31313-1,Mindstorms,EV3,2013,349.99,239.64
40051-1,Seasonal,Valentine's Day,2013,4.99,9.5
40052-1,Seasonal,Spring,2013,7.99,11.31
40053-1,Seasonal,Easter,2013,4.99,9.87
40054-1,Seasonal,Summer,2013,4.99,13.49
40055-1,Seasonal,Halloween,2013,4.99,7.99
40056-1,Seasonal,Thanksgiving,2013,7.99,14.29
40057-1,Seasonal,Fall,2013,7.99,12.0
40058-1,Seasonal,Christmas,2013,7.99,11.33
40059-1,Seasonal,Christmas,2013,7.99,13.5
40062-1,Promotional,Monthly Mini Model Build,2013,0.0,9.63
40063-1,Promotional,Monthly Mini Model Build,2013,0.0,3.4
40065-1,Promotional,Monthly Mini Model Build,2013,0.0,3.0
40066-1,Promotional,Monthly Mini Model Build,2013,0.0,4.0
40067-1,Promotional,Monthly Mini Model Build,2013,0.0,8.0
40068-1,Promotional,Monthly Mini Model Build,2013,0.0,6.49
40069-1,Promotional,Monthly Mini Model Build,2013,0.0,5.0
40070-1,Promotional,Monthly Mini Model Build,2013,0.0,2.0
40071-1,Promotional,Monthly Mini Model Build,2013,0.0,10.13
40072-1,Promotional,Monthly Mini Model Build,2013,0.0,5.0
41000-1,Friends,Summer,2013,6.99,2.76
41001-1,Friends,,2013,9.99,5.5
41002-1,Friends,,2013,9.99,6.27
41003-1,Friends,,2013,9.99,5.81
41004-1,Friends,,2013,19.99,8.3
41005-1,Friends,,2013,49.99,35.98
41006-1,Friends,,2013,29.99,16.76
41007-1,Friends,,2013,29.99,16.48
41008-1,Friends,,2013,39.99,19.75
41009-1,Friends,,2013,9.99,5.61
41010-1,Friends,Summer,2013,9.99,6.13
41011-1,Friends,,2013,9.99,4.63
41013-1,Friends,,2013,14.99,8.55
41015-1,Friends,Summer,2013,69.99,39.23
41016-1,Friends,Seasonal,2013,29.99,10.0
41017-1,Friends,Animals series 1,2013,4.99,4.97
41018-1,Friends,Animals series 1,2013,4.99,3.38
41019-1,Friends,Animals series 1,2013,4.99,3.68
41020-1,Friends,Animals series 2,2013,4.99,4.36
41021-1,Friends,Animals series 2,2013,4.99,4.71
41022-1,Friends,Animals series 2,2013,4.99,3.59
41023-1,Friends,Animals series 3,2013,4.99,3.81
41024-1,Friends,Animals series 3,2013,4.99,5.67
41025-1,Friends,Animals series 3,2013,4.99,5.1
41999-1,Technic,,2013,199.99,365.89
42000-1,Technic,,2013,129.99,99.95
42001-1,Technic,,2013,12.99,6.22
42002-1,Technic,,2013,19.99,8.02
42004-1,Technic,,2013,24.99,24.63
42005-1,Technic,,2013,49.99,33.24
42006-1,Technic,,2013,79.99,65.25
42007-1,Technic,,2013,39.99,39.77
42008-1,Technic,,2013,129.99,121.91
42009-1,Technic,,2013,219.99,230.9
42010-1,Technic,,2013,19.99,11.23
42011-1,Technic,,2013,19.99,14.99
44000-1,HERO Factory,Brain Attack,2013,19.99,23.21
44001-1,HERO Factory,Brain Attack,2013,12.99,11.43
44002-1,HERO Factory,Brain Attack,2013,9.99,6.45
44003-1,HERO Factory,Brain Attack,2013,9.99,6.61
44004-1,HERO Factory,Brain Attack,2013,9.99,7.78
44005-1,HERO Factory,Brain Attack,2013,12.99,10.09
44006-1,HERO Factory,Brain Attack,2013,9.99,10.97
44007-1,HERO Factory,Brain Attack,2013,12.99,9.21
44008-1,HERO Factory,Brain Attack,2013,12.99,15.91
44009-1,HERO Factory,Brain Attack,2013,19.99,23.0
44010-1,HERO Factory,Brain Attack,2013,12.99,15.37
44011-1,HERO Factory,Brain Attack,2013,12.99,9.88
44012-1,HERO Factory,Brain Attack,2013,9.99,9.52
44013-1,HERO Factory,Brain Attack,2013,9.99,4.62
44014-1,HERO Factory,Brain Attack,2013,34.99,20.6
45500-1,Mindstorms,EV3,2013,224.95,96.29
45501-1,Education,Mindstorms,2013,99.95,58.32
45502-1,Mindstorms,EV3,2013,29.99,27.89
45503-1,Mindstorms,EV3,2013,29.95,31.58
45504-1,Mindstorms,EV3,2013,39.95,47.04
45505-1,Mindstorms,EV3,2013,34.99,23.11
45506-1,Mindstorms,EV3,2013,49.95,28.11
45507-1,Mindstorms,EV3,2013,29.95,12.0
45508-1,Mindstorms,EV3,2013,34.99,31.47
45509-1,Mindstorms,EV3,2013,34.99,18.99
45544-1,Education,Mindstorms,2013,339.95,331.43
45560-1,Education,Mindstorms,2013,99.95,137.76
60000-1,City,Fire,2013,6.99,4.39
60001-1,City,Fire,2013,11.99,5.9
60002-1,City,Fire,2013,19.99,15.58
60003-1,City,Fire,2013,39.99,15.82
60004-1,City,Fire,2013,99.99,61.5
60005-1,City,Fire,2013,29.99,27.49
60006-1,City,Police,2013,6.99,3.7
60007-1,City,Police,2013,29.99,13.63
60008-1,City,Police,2013,69.99,44.92
60009-1,City,Police,2013,49.99,36.39
60010-2,City,Fire,2013,39.99,30.05
60011-1,City,Coast Guard,2013,6.99,4.73
60012-1,City,Coast Guard,2013,19.99,10.98
60013-1,City,Coast Guard,2013,39.99,20.04
60014-1,City,Coast Guard,2013,79.99,57.82
60015-1,City,Coast Guard,2013,44.99,26.67
60016-1,City,Great Vehicles,2013,19.99,32.0
60017-1,City,Great Vehicles,2013,19.99,17.49
60018-1,City,Great Vehicles,2013,19.99,31.19
60019-1,City,Airport,2013,19.99,9.99
60020-1,City,Cargo,2013,39.99,32.99
60021-1,City,Cargo,2013,44.99,29.62
60022-1,City,Cargo,2013,99.99,96.89
60023-1,City,Town,2013,29.99,20.37
60024-1,City,Seasonal,2013,29.99,17.83
60025-1,City,Great Vehicles,2013,29.99,24.75
60026-1,City,Town,2013,119.99,103.17
60027-1,City,Great Vehicles,2013,29.99,25.36
70000-1,Legends of Chima,,2013,11.99,5.44
70001-1,Legends of Chima,,2013,14.99,7.05
70002-1,Legends of Chima,,2013,24.99,10.98
70003-1,Legends of Chima,,2013,34.99,14.93
70004-1,Legends of Chima,,2013,29.99,15.36
70005-1,Legends of Chima,,2013,39.99,19.28
70006-1,Legends of Chima,,2013,79.99,53.23
70007-1,Legends of Chima,,2013,24.99,13.08
70008-1,Legends of Chima,,2013,49.99,28.4
70009-1,Legends of Chima,,2013,69.99,45.76
70010-1,Legends of Chima,,2013,119.99,78.05
70011-1,Legends of Chima,Speedorz,2013,39.99,19.49
70012-2,Legends of Chima,,2013,39.99,19.0
70013-1,Legends of Chima,,2013,39.99,21.19
70014-1,Legends of Chima,,2013,69.99,95.73
70100-1,Legends of Chima,Speedorz,2013,14.99,4.0
70101-1,Legends of Chima,Speedorz,2013,14.99,4.19
70102-1,Legends of Chima,Speedorz,2013,14.99,6.06
70103-1,Legends of Chima,Speedorz,2013,14.99,8.47
70104-1,Legends of Chima,Speedorz,2013,14.99,4.82
70105-1,Legends of Chima,Speedorz,2013,14.99,6.37
70106-1,Legends of Chima,Speedorz,2013,14.99,4.13
70107-1,Legends of Chima,Speedorz,2013,14.99,7.78
70108-1,Legends of Chima,Speedorz,2013,14.99,6.86
70109-1,Legends of Chima,Speedorz,2013,14.99,4.97
70110-1,Legends of Chima,Speedorz,2013,14.99,6.0
70111-1,Legends of Chima,Speedorz,2013,14.99,15.74
70112-1,Legends of Chima,Speedorz,2013,14.99,9.22
70113-1,Legends of Chima,Speedorz,2013,19.99,2.0
70114-1,Legends of Chima,Speedorz,2013,19.99,6.93
70115-1,Legends of Chima,Speedorz,2013,29.99,19.83
70200-1,Legends of Chima,Constraction,2013,14.99,5.93
70201-1,Legends of Chima,Constraction,2013,14.99,8.02
70202-1,Legends of Chima,Constraction,2013,14.99,7.59
70203-1,Legends of Chima,Constraction,2013,14.99,9.93
70204-1,Legends of Chima,Constraction,2013,14.99,8.34
70205-1,Legends of Chima,Constraction,2013,14.99,7.01
70400-1,Castle,,2013,11.99,20.35
70401-1,Castle,,2013,19.99,27.31
70402-1,Castle,,2013,29.99,50.44
70403-1,Castle,,2013,49.99,83.86
70404-1,Castle,,2013,99.99,197.26
70500-1,Ninjago,The Final Battle,2013,9.99,14.2
70501-1,Ninjago,The Final Battle,2013,19.99,19.86
70502-1,Ninjago,The Final Battle,2013,19.99,15.19
70503-1,Ninjago,The Final Battle,2013,29.99,31.38
70504-1,Ninjago,The Final Battle,2013,39.99,48.97
70505-1,Ninjago,The Final Battle,2013,69.99,66.65
70700-1,Space,Galaxy Squad,2013,11.99,10.09
70701-1,Space,Galaxy Squad,2013,19.99,20.75
70702-1,Space,Galaxy Squad,2013,29.99,24.98
70703-1,Space,Galaxy Squad,2013,39.99,45.38
70704-1,Space,Galaxy Squad,2013,59.99,50.21
70705-1,Space,Galaxy Squad,2013,79.99,55.83
70706-1,Space,Galaxy Squad,2013,19.99,14.02
70707-1,Space,Galaxy Squad,2013,39.99,38.46
70708-1,Space,Galaxy Squad,2013,69.99,62.92
70709-1,Space,Galaxy Squad,2013,99.99,144.45
71000-1,Collectable Minifigures,Series 9,2013,2.99,13.17
71000-2,Collectable Minifigures,Series 9,2013,2.99,3.69
71000-3,Collectable Minifigures,Series 9,2013,2.99,12.68
71000-4,Collectable Minifigures,Series 9,2013,2.99,14.52
71000-5,Collectable Minifigures,Series 9,2013,2.99,6.36
71000-6,Collectable Minifigures,Series 9,2013,2.99,3.8
71000-7,Collectable Minifigures,Series 9,2013,2.99,7.23
71000-8,Collectable Minifigures,Series 9,2013,2.99,5.98
71000-9,Collectable Minifigures,Series 9,2013,2.99,14.26
71000-10,Collectable Minifigures,Series 9,2013,2.99,6.97
71000-11,Collectable Minifigures,Series 9,2013,2.99,3.44
71000-12,Collectable Minifigures,Series 9,2013,2.99,7.31
71000-13,Collectable Minifigures,Series 9,2013,2.99,3.91
71000-14,Collectable Minifigures,Series 9,2013,2.99,4.75
71000-15,Collectable Minifigures,Series 9,2013,2.99,14.37
71000-16,Collectable Minifigures,Series 9,2013,2.99,9.61
71001-1,Collectable Minifigures,Series 10,2013,2.99,13.48
71001-2,Collectable Minifigures,Series 10,2013,2.99,15.16
71001-3,Collectable Minifigures,Series 10,2013,2.99,9.42
71001-4,Collectable Minifigures,Series 10,2013,2.99,5.29
71001-5,Collectable Minifigures,Series 10,2013,2.99,4.39
71001-6,Collectable Minifigures,Series 10,2013,2.99,2.05
71001-7,Collectable Minifigures,Series 10,2013,2.99,27.28
71001-8,Collectable Minifigures,Series 10,2013,2.99,10.34
71001-9,Collectable Minifigures,Series 10,2013,2.99,4.72
71001-10,Collectable Minifigures,Series 10,2013,2.99,12.85
71001-11,Collectable Minifigures,Series 10,2013,2.99,4.67
71001-12,Collectable Minifigures,Series 10,2013,2.99,7.95
71001-13,Collectable Minifigures,Series 10,2013,2.99,3.54
71001-14,Collectable Minifigures,Series 10,2013,2.99,10.66
71001-15,Collectable Minifigures,Series 10,2013,2.99,5.28
71001-16,Collectable Minifigures,Series 10,2013,2.99,2.24
71002-1,Collectable Minifigures,Series 11,2013,2.99,4.56
71002-2,Collectable Minifigures,Series 11,2013,2.99,10.48
71002-3,Collectable Minifigures,Series 11,2013,2.99,10.9
71002-4,Collectable Minifigures,Series 11,2013,2.99,3.81
71002-5,Collectable Minifigures,Series 11,2013,2.99,16.36
71002-6,Collectable Minifigures,Series 11,2013,2.99,9.16
71002-7,Collectable Minifigures,Series 11,2013,2.99,6.6
71002-8,Collectable Minifigures,Series 11,2013,2.99,6.01
71002-9,Collectable Minifigures,Series 11,2013,2.99,2.96
71002-10,Collectable Minifigures,Series 11,2013,2.99,5.75
71002-11,Collectable Minifigures,Series 11,2013,2.99,7.02
71002-12,Collectable Minifigures,Series 11,2013,2.99,11.27
71002-13,Collectable Minifigures,Series 11,2013,2.99,9.35
71002-14,Collectable Minifigures,Series 11,2013,2.99,9.94
71002-15,Collectable Minifigures,Series 11,2013,2.99,4.67
71002-16,Collectable Minifigures,Series 11,2013,2.99,3.8
75000-1,Star Wars,Episode II,2013,12.99,23.34
75001-1,Star Wars,The Old Republic,2013,12.99,20.01
75002-1,Star Wars,The Clone Wars,2013,19.99,29.73
75003-1,Star Wars,Episode VI,2013,24.99,28.54
75004-1,Star Wars,The Clone Wars,2013,49.99,81.05
75005-1,Star Wars,Episode VI,2013,59.99,148.97
75006-1,Star Wars,Planet Set,2013,9.99,10.91
75007-1,Star Wars,Planet Set,2013,9.99,15.71
75008-1,Star Wars,Planet Set,2013,9.99,15.49
75009-1,Star Wars,Planet Set,2013,9.99,30.73
75010-1,Star Wars,Planet Set,2013,9.99,12.06
75011-1,Star Wars,Planet Set,2013,9.99,22.28
75012-1,Star Wars,The Clone Wars,2013,24.99,158.59
75013-1,Star Wars,The Clone Wars,2013,49.99,76.4
75014-1,Star Wars,Episode V,2013,49.99,81.25
75015-1,Star Wars,Episode II,2013,19.99,44.59
75016-1,Star Wars,Episode II,2013,29.99,56.36
75017-1,Star Wars,Episode II,2013,39.99,86.58
75018-1,Star Wars,Original Content,2013,69.99,70.77
75019-1,Star Wars,Episode II,2013,89.99,211.9
75020-1,Star Wars,Episode VI,2013,119.99,189.46
75021-1,Star Wars,Episode II,2013,119.99,282.19
75022-1,Star Wars,The Clone Wars,2013,24.99,47.88
75023-1,Star Wars,Seasonal,2013,39.99,44.74
75024-1,Star Wars,The Clone Wars,2013,39.99,52.74
75025-1,Star Wars,The Old Republic,2013,89.99,207.95
76000-1,DC Comics Super Heroes,Batman,2013,19.99,17.71
76001-1,DC Comics Super Heroes,The Dark Knight Trilogy,2013,39.99,35.35
76002-1,DC Comics Super Heroes,DC Extended Universe,2013,12.99,12.13
76003-1,DC Comics Super Heroes,DC Extended Universe,2013,49.99,29.92
76004-1,Marvel Super Heroes,Ultimate Spider-Man,2013,19.99,19.26
76005-1,Marvel Super Heroes,Ultimate Spider-Man,2013,49.99,57.77
76006-1,Marvel Super Heroes,Iron Man 3,2013,19.99,32.92
76007-1,Marvel Super Heroes,Iron Man 3,2013,39.99,49.28
76008-1,Marvel Super Heroes,Iron Man 3,2013,12.99,21.76
76009-1,DC Comics Super Heroes,DC Extended Universe,2013,19.99,14.59
79005-1,The Lord of the Rings,The Fellowship of the Ring,2013,12.99,33.93
79006-1,The Lord of the Rings,The Fellowship of the Ring,2013,29.99,66.03
79007-1,The Lord of the Rings,The Return of the King,2013,59.99,171.86
79008-1,The Lord of the Rings,The Return of the King,2013,99.99,202.77
79011-1,The Hobbit,The Desolation of Smaug,2013,19.99,35.5
79012-1,The Hobbit,The Desolation of Smaug,2013,29.99,77.86
79013-1,The Hobbit,The Desolation of Smaug,2013,49.99,96.07
79014-1,The Hobbit,The Desolation of Smaug,2013,69.99,133.24
79100-1,Teenage Mutant Ninja Turtles,TV Series,2013,12.99,21.35
79101-1,Teenage Mutant Ninja Turtles,TV Series,2013,24.99,25.01
79102-1,Teenage Mutant Ninja Turtles,TV Series,2013,19.99,16.73
79103-1,Teenage Mutant Ninja Turtles,TV Series,2013,49.99,59.66
79105-1,Teenage Mutant Ninja Turtles,TV Series,2013,39.99,47.5
79106-1,The Lone Ranger,,2013,12.99,30.52
79107-1,The Lone Ranger,,2013,19.99,30.58
79108-1,The Lone Ranger,,2013,29.99,62.04
79109-1,The Lone Ranger,,2013,49.99,58.68
79110-1,The Lone Ranger,,2013,69.99,79.23
79111-1,The Lone Ranger,,2013,99.99,179.63
88003-1,Power Functions,Accessories,2013,13.99,15.42
88004-1,Power Functions,Accessories,2013,24.99,74.55
850617-1,City,Police,2013,14.99,5.0
850632-1,Ninjago,The Final Battle,2013,14.99,15.99
850779-1,Legends of Chima,Accessory Sets,2013,14.99,9.62
850791-1,Seasonal,Birthday,2013,7.99,5.0
850839-1,Pirates,,2013,14.99,27.0
850843-1,Seasonal,Christmas,2013,7.99,31.42
850849-1,Seasonal,Christmas,2013,7.99,6.84
850850-1,Seasonal,Christmas,2013,7.99,3.0
850851-1,Seasonal,Christmas,2013,7.99,10.0
850852-1,Seasonal,Christmas,2013,7.99,10.0
COMCON032-1,Star Wars,Promotional,2013,39.99,224.44
COMCON033-1,The Hobbit,An Unexpected Journey,2013,39.99,157.01
3293-1,Duplo,Bob the Builder,2005,10.0,11.0
3294-1,Duplo,Bob the Builder,2005,15.0,21.99
3295-1,Duplo,Bob the Builder,2005,15.0,26.0
3296-1,Duplo,Bob the Builder,2005,20.0,33.5
3297-1,Duplo,Bob the Builder,2005,29.99,32.09
3770-1,Duplo,Trains,2005,9.99,20.7
3772-1,Duplo,Trains,2005,89.99,57.92
3773-1,Duplo,Trains,2005,7.99,15.25
3774-1,Duplo,Trains,2005,19.99,24.89
3775-1,Duplo,Trains,2005,6.99,7.33
3778-1,Duplo,Trains,2005,20.0,39.57
4337-1,Creator,3 in 1,2005,3.5,10.0
4338-1,Creator,3 in 1,2005,3.5,8.5
4339-1,Creator,3 in 1,2005,3.5,4.0
4413-1,Creator,3 in 1,2005,3.5,7.64
4659-1,Duplo,LEGO Ville,2005,12.99,16.37
4661-1,Duplo,LEGO Ville,2005,5.0,13.78
4662-1,Duplo,LEGO Ville,2005,10.0,31.99
4664-1,Duplo,LEGO Ville,2005,30.0,30.47
4665-1,Duplo,LEGO Ville,2005,59.99,66.84
4679-1,Make and Create,,2005,20.0,61.5
4762-1,Harry Potter,Goblet of Fire,2005,20.0,118.23
4766-1,Harry Potter,Goblet of Fire,2005,30.0,148.88
4767-1,Harry Potter,Goblet of Fire,2005,30.0,161.42
4768-1,Harry Potter,Goblet of Fire,2005,49.99,169.4
4770-1,Alpha Team,Mission Deep Freeze,2005,30.0,45.0
4774-1,Alpha Team,Mission Deep Freeze,2005,20.0,54.77
4779-1,Duplo,Castle,2005,24.99,38.61
4784-1,Duplo,Castle,2005,15.0,25.42
4785-1,Duplo,Castle,2005,100.0,177.14
4820-1,Duplo,Princess Castle,2005,79.99,97.9
4821-1,Duplo,Princess Castle,2005,13.0,49.99
4822-1,Duplo,Princess Castle,2005,8.0,30.9
4868-1,Bionicle,Rahaga,2005,4.0,7.77
4869-1,Bionicle,Rahaga,2005,4.0,7.59
4870-1,Bionicle,Rahaga,2005,4.0,7.02
4877-1,Bionicle,Rahaga,2005,4.0,7.71
4878-1,Bionicle,Rahaga,2005,4.0,6.31
4879-1,Bionicle,Rahaga,2005,4.0,7.39
4881-1,Creator,Designer Set,2005,10.0,9.75
4882-1,Creator,Designer Set,2005,10.0,15.7
4883-1,Creator,Designer Set,2005,20.0,23.45
4884-1,Creator,Designer Set,2005,30.0,28.97
4888-1,Creator,Designer Set,2005,40.0,80.0
5363-1,Quatro,,2005,25.0,25.0
5369-1,Creator,Bucket,2005,20.0,16.2
5461-1,Baby,,2005,13.0,10.12
5463-1,Baby,,2005,10.0,16.9
5476-1,Quatro,,2005,12.99,5.85
5524-1,Factory,,2005,40.0,36.6
5525-1,Factory,,2005,70.0,64.8
5526-1,Factory,,2005,130.0,372.52
5552-1,Duplo,Thomas the Tank Engine,2005,20.0,7.65
5554-1,Duplo,Thomas the Tank Engine,2005,29.99,45.33
5555-1,Duplo,Thomas the Tank Engine,2005,15.0,22.63
5556-1,Duplo,Thomas the Tank Engine,2005,10.0,27.36
5960-1,Belville,,2005,70.0,109.88
5961-1,Belville,,2005,19.99,33.78
5962-1,Belville,,2005,20.0,30.04
5963-1,Belville,,2005,19.99,22.47
5964-1,Belville,,2005,6.0,16.97
5994-1,Castle,Knights' Kingdom II,2005,1.0,3.2
6966-1,Star Wars,Episode III,2005,4.99,5.0
7015-1,Vikings,,2005,5.0,17.78
7016-1,Vikings,,2005,10.0,45.24
7017-1,Vikings,,2005,20.0,42.08
7018-1,Vikings,,2005,50.0,160.58
7019-1,Vikings,,2005,70.0,189.78
7235-1,City,Police,2005,3.99,3.76
7236-1,City,Police,2005,5.99,3.53
7237-1,City,Police,2005,69.99,68.85
7238-1,City,Fire,2005,9.99,6.02
7239-1,City,Fire,2005,22.99,15.54
7240-1,City,Fire,2005,30.0,36.42
7241-1,City,Fire,2005,3.99,2.68
7242-1,City,Construction,2005,7.99,7.8
7243-1,City,Construction,2005,39.99,42.2
7244-1,City,Harbour,2005,29.99,21.79
7245-1,City,Police,2005,12.99,8.42
7246-1,City,Construction,2005,3.99,3.39
7248-1,City,Construction,2005,19.99,17.33
7249-1,City,Construction,2005,69.99,79.13
7250-1,Star Wars,Episode III,2005,10.0,23.78
7251-1,Star Wars,Episode III,2005,7.0,29.51
7252-1,Star Wars,Episode III,2005,15.0,23.56
7255-1,Star Wars,Episode III,2005,20.0,52.77
7256-1,Star Wars,Episode III,2005,20.0,31.54
7257-1,Star Wars,Episode III,2005,30.0,129.11
7258-1,Star Wars,Episode III,2005,30.0,67.01
7259-1,Star Wars,Episode III,2005,40.0,93.21
7260-1,Star Wars,Episode III,2005,50.0,130.4
7261-1,Star Wars,Episode III,2005,90.0,225.18
7263-1,Star Wars,Episode IV,2005,20.0,45.74
7264-1,Star Wars,Episode VI,2005,50.0,156.62
7280-1,City,General,2005,14.99,6.36
7281-1,City,General,2005,14.99,8.85
7283-1,Star Wars,Episode III,2005,50.0,218.75
7324-1,City,Seasonal,2005,15.0,11.66
7344-1,City,Construction,2005,30.0,31.15
7473-1,Dino Attack,,2005,4.0,10.33
7474-1,Dino Attack,,2005,10.0,31.35
7475-1,Dino Attack,,2005,20.0,36.51
7476-1,Dino Attack,,2005,40.0,66.66
7477-1,Dino Attack,,2005,70.0,167.5
7840-1,Duplo,Airport,2005,79.99,117.95
7841-1,Duplo,Airport,2005,20.0,40.39
7843-1,Duplo,Airport,2005,39.99,100.7
8415-1,Technic,,2005,30.0,11.28
8416-1,Technic,,2005,69.99,79.38
8418-1,Technic,,2005,5.99,5.73
8419-1,Technic,,2005,20.0,20.54
8420-1,Technic,,2005,49.99,88.36
8421-1,Technic,,2005,150.0,174.52
8641-1,Racers,Tiny Turbos,2005,4.0,5.95
8642-1,Racers,Tiny Turbos,2005,4.0,4.75
8643-1,Racers,Tiny Turbos,2005,4.0,4.84
8644-1,Racers,Tiny Turbos,2005,4.0,3.57
8645-1,Racers,Power Racers,2005,10.0,7.38
8646-1,Racers,Power Racers,2005,10.0,8.28
8647-1,Racers,Power Racers,2005,10.0,5.47
8648-1,Racers,Power Racers,2005,10.0,12.26
8649-1,Racers,Power Racers,2005,49.99,84.43
8650-1,Racers,Power Racers,2005,20.0,8.61
8651-1,Racers,Power Racers,2005,20.0,25.24
8652-1,Racers,Ferrari,2005,40.0,45.77
8653-1,Racers,Ferrari,2005,100.0,186.6
8654-1,Racers,Ferrari,2005,79.99,109.44
8655-1,Racers,Tiny Turbos,2005,4.0,6.25
8656-1,Racers,Tiny Turbos,2005,4.0,2.54
8657-1,Racers,Tiny Turbos,2005,4.0,7.39
8658-1,Racers,Tiny Turbos,2005,4.0,4.8
8715-1,Bionicle,Accessories,2005,20.0,190.0
8736-1,Bionicle,Toa Hordika,2005,8.99,8.59
8737-1,Bionicle,Toa Hordika,2005,9.0,8.15
8738-1,Bionicle,Toa Hordika,2005,9.0,7.53
8739-1,Bionicle,Toa Hordika,2005,9.0,8.19
8740-1,Bionicle,Toa Hordika,2005,9.0,7.29
8741-1,Bionicle,Toa Hordika,2005,9.0,7.57
8742-1,Bionicle,Visorak,2005,9.0,8.04
8743-1,Bionicle,Visorak,2005,9.0,9.78
8744-1,Bionicle,Visorak,2005,9.0,8.92
8745-1,Bionicle,Visorak,2005,9.0,8.69
8746-1,Bionicle,Visorak,2005,9.0,8.62
8747-1,Bionicle,Visorak,2005,9.0,8.98
8748-1,Bionicle,Accessories,2005,2.0,4.0
8755-1,Bionicle,Warriors,2005,20.0,40.11
8756-1,Bionicle,Warriors,2005,20.0,34.7
8757-1,Bionicle,Playsets,2005,30.0,20.1
8758-1,Bionicle,Playsets,2005,50.0,44.04
8759-1,Bionicle,Playsets,2005,80.0,66.4
8761-1,Bionicle,Warriors,2005,20.0,82.95
8762-1,Bionicle,Toa Hagah,2005,8.99,18.19
8769-1,Bionicle,Playsets,2005,40.0,38.14
8791-1,Castle,Knights' Kingdom II,2005,8.99,7.45
8792-1,Castle,Knights' Kingdom II,2005,9.0,5.8
8793-1,Castle,Knights' Kingdom II,2005,9.0,5.54
8794-1,Castle,Knights' Kingdom II,2005,9.0,7.79
8795-1,Castle,Knights' Kingdom II,2005,9.0,6.72
8796-1,Castle,Knights' Kingdom II,2005,9.0,10.89
8873-1,Castle,Knights' Kingdom II,2005,8.0,9.38
