Number,Theme,Subtheme,Year,RRP (USD),Minifigs,Pieces,Launch date,Retired Date,min_value_new,max_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,final_value_new
41664-1,Friends,Play Cube,2021.0,9.99,1.0,40.0,01/01/2021,31/12/2021,16.122675206306194,16.122675206306194,5.0,3.603220280150937,8.253372601178034,5.938363978472416,3.0,16.122675206306194
41665-1,Friends,Play Cube,2021.0,9.99,1.0,46.0,01/01/2021,31/12/2021,,,,,,,,6.83
41666-1,Friends,Play Cube,2021.0,9.99,1.0,45.0,01/01/2021,31/12/2021,,,,,,,,5.18
41667-1,Friends,Play Cube,2021.0,9.99,1.0,64.0,01/06/2021,31/12/2021,,,,,,,,5.77
41668-1,Friends,Play Cube,2021.0,9.99,1.0,58.0,01/06/2021,31/12/2021,,,,,,,,5.77
41669-1,Friends,play Cube,2021.0,9.99,1.0,56.0,01/06/2021,31/12/2021,7.266904791230448,15.675911722222844,33.0,3.603220280150937,3.603220280150937,3.603220280150937,1.0,10.44105338123308
41670-1,Friends,Play Cube,2021.0,9.99,1.0,60.0,01/06/2021,31/12/2021,,,,,,,,5.77
41671-1,Friends,Play Cube,2021.0,9.99,1.0,59.0,01/06/2021,31/12/2021,8.937748581132414,15.675911722222844,19.0,3.603220280150937,3.603220280150937,3.603220280150937,1.0,10.909811045606368
41677-1,Friends,Forest,2021.0,9.99,2.0,93.0,01/06/2021,31/12/2022,6.767515032079634,16.795619702381618,103.0,5.85719244421055,10.301313417460726,7.946246829699723,4.0,11.550228892546365
41679-1,Friends,Forest,2021.0,29.99,3.0,326.0,01/06/2021,31/12/2022,30.450458520417875,43.99,3.0,13.418135952553472,25.753283543651815,19.585709748102644,2.0,37.22022926020894
41681-1,Friends,Forest,2021.0,49.99,3.0,487.0,01/06/2021,31/12/2022,55.97420192813714,55.97420192813714,101.0,43.55999955211681,43.55999955211681,43.55999955211681,1.0,55.97420192813714
41682-1,Friends,,2021.0,59.99,3.0,605.0,01/06/2021,31/12/2022,58.77683100247456,84.21,149.0,51.70975238068969,68.9486350252722,59.534425126392826,3.0,72.30753208896452
41683-1,Friends,Forest,2021.0,69.99,3.0,511.0,01/06/2021,31/12/2022,,,,,,,,52.42
41684-1,Friends,,2021.0,99.99,4.0,1308.0,01/06/2021,31/12/2022,107.22896104117176,179.4,175.0,86.18751766985471,86.18751766985471,86.18751766985471,1.0,145.24085449459622
41685-1,Friends,Amusement Park,2021.0,99.99,4.0,974.0,01/06/2021,31/12/2022,,,,,,,,82.77
41686-1,Friends,Amusement Park,2021.0,19.99,2.0,223.0,01/06/2021,31/12/2022,17.904130602738807,29.79249527044138,8.0,13.791106115666008,15.45197012619109,14.344727452507705,3.0,22.78775405168876
41687-1,Friends,Amusement Park,2021.0,29.99,3.0,361.0,01/06/2021,31/12/2022,23.0,44.788319206350984,6.0,19.99,27.99269950396937,23.99134975198468,2.0,33.894159603175495
41688-1,Friends,Amusement Park,2021.0,39.99,2.0,348.0,01/06/2021,31/12/2022,,,,,,,,45.48
41689-1,Friends,Amusement Park,2021.0,59.99,3.0,545.0,01/06/2021,31/12/2022,44.7771221265494,83.9780985119081,82.0,35.0,35.0,35.0,1.0,63.95648121938491
41690-1,Friends,Seasonal,2021.0,29.99,5.0,370.0,01/09/2021,31/12/2021,,,,,,,,27.24
41691-1,Friends,,2021.0,19.99,2.0,221.0,01/01/2021,31/12/2022,,,,,,,,19.13
41692-1,Friends,Vet,2021.0,19.99,2.0,249.0,01/01/2021,31/12/2021,17.256,39.0,16.0,11.032884892532806,17.23888264458251,14.423922512371773,3.0,27.807321550401458
41909-1,Dots,Bracelets,2021.0,5.99,,34.0,,,,,,,,,,3.75
41910-1,Dots,Bracelets,2021.0,5.99,,34.0,,,,,,,,,,4.65
41918-1,Dots,Bracelets,2021.0,5.99,,34.0,,,,,,,,,,6.19
41921-1,Dots,Extra Dots,2021.0,3.99,,107.0,,,,,,,,,,2.24
41922-1,Dots,Bracelets,2021.0,4.99,,33.0,,,,,,,,,,4.01
41923-1,Dots,Bracelets,2021.0,5.99,,34.0,,,,,,,,,,4.81
41924-1,Dots,Accessories,2021.0,19.99,,451.0,01/01/2021,31/12/2021,,,,,,,,16.6
41925-1,Dots,Accessories,2021.0,14.99,,273.0,01/01/2021,31/12/2021,,,,,,,,12.34
41926-1,Dots,Accessories,2021.0,24.99,,622.0,01/01/2021,31/12/2022,20.68665917349901,44.68874290566207,17.0,25.753283543651815,25.753283543651815,25.753283543651815,1.0,29.627850519790268
41927-1,Dots,Bag Tag,2021.0,6.99,,84.0,01/03/2021,31/12/2021,13.324524963889418,13.324524963889418,1.0,5.0,5.0,5.0,1.0,13.324524963889418
41928-1,Dots,Bag Tag,2021.0,6.99,,85.0,01/03/2021,31/12/2021,,,,,,,,6.04
41929-1,Dots,Bag Tag,2021.0,6.99,,84.0,01/03/2021,31/12/2021,,,,,,,,6.15
41930-1,Dots,Bag Tag,2021.0,6.99,,84.0,01/03/2021,31/12/2021,,,,,,,,6.27
41931-1,Dots,Extra Dots,2021.0,3.99,,105.0,,,,,,,,,,2.52
41932-1,Dots,Extra Dots,2021.0,3.99,,120.0,,,,,,,,,,3.36
41933-1,Dots,Bracelets,2021.0,4.99,,56.0,,,,,,,,,,4.16
41934-1,Dots,Bracelets,2021.0,5.99,,34.0,,,,,,,,,,3.31
41935-1,Dots,Miscellaneous,2021.0,19.99,,1040.0,01/06/2021,31/12/2022,,,,,,,,18.21
41936-1,Dots,Accessories,2021.0,19.99,,321.0,01/06/2021,31/12/2021,,,,,,,,14.22
41938-1,Dots,Miscellaneous,2021.0,39.99,,849.0,01/06/2021,31/12/2022,,,,,,,,33.31
41939-1,Dots,Bag Tag,2021.0,6.99,,82.0,01/08/2021,31/12/2021,,,,,,,,5.7
41940-1,Dots,Bag Tag,2021.0,6.99,,80.0,01/08/2021,31/12/2021,,,,,,,,5.82
42116-1,Technic,,2021.0,9.99,,140.0,01/01/2021,31/12/2022,10.734508762042775,20.0,41.0,8.218656574365406,8.218656574365406,8.218656574365406,2.0,15.51606294354864
42117-1,Technic,,2021.0,9.99,,145.0,01/01/2021,31/12/2022,8.957663841270197,24.99,50.0,6.606277082936771,11.588977594643318,9.49885603168027,3.0,16.82362075942421
42118-1,Technic,,2021.0,19.99,,212.0,01/01/2021,31/12/2022,14.49158682875775,46.0,28.0,12.747229154925796,20.602626834921452,17.898870032544313,5.0,31.102354347968113
42119-1,Technic,,2021.0,19.99,,230.0,01/01/2021,31/12/2022,,,,,,,,19.75
42120-1,Technic,,2021.0,29.99,,457.0,01/03/2021,31/12/2022,30.19080589324531,79.38617608527696,5.0,17.891907095746173,17.891907095746173,17.891907095746173,1.0,54.788490989261135
42121-1,Technic,,2021.0,39.99,,569.0,01/03/2021,31/12/2022,96.82562787624988,96.82562787624988,1.0,64.38320885912954,72.78101871032035,68.58211378472495,2.0,96.82562787624988
42122-1,Technic,,2021.0,49.99,,665.0,01/01/2021,31/12/2022,34.95,90.28,55.0,37.969297607184046,43.66861122619221,39.954122764782944,4.0,60.381885668459226
42123-1,Technic,,2021.0,49.99,,830.0,01/01/2021,31/12/2022,49.99,90.28,834.0,24.15264471459625,40.25440785766042,33.31727333800532,4.0,66.21404579803132
42124-1,Technic,,2021.0,129.99,,374.0,01/01/2021,31/12/2021,,,,,,,,110.67
42125-1,Technic,,2021.0,169.99,,1677.0,01/01/2021,31/12/2023,175.0,502.74888309128977,44.0,111.97079801587746,134.1813595255347,123.07607877070608,2.0,256.9505060357673
42126-1,Technic,,2021.0,99.99,,1379.0,01/10/2021,31/12/2022,145.55084034083913,167.94499994401465,8.0,100.77371821428972,120.76322357298125,111.86369912799182,3.0,157.14670634531635
42128-1,Technic,,2021.0,149.99,,2017.0,01/08/2021,31/12/2023,190.3391595471901,263.1201782575105,57.0,128.76641771825908,146.68174540079949,137.72408155952928,2.0,214.1502670750055
42129-1,Technic,,2021.0,299.99,,2110.0,01/08/2021,31/12/2021,228.0948930574565,599.99,374.0,201.27203928830207,215.0,208.7551218590014,4.0,326.4652758597222
42131-1,Technic,,2021.0,449.99,,3854.0,01/10/2021,31/12/2021,537.4598304762118,748.32,7.0,394.674421229695,536.7254381021388,453.5934032711816,3.0,664.7257913622084
43101-1,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,9.0,01/03/2021,31/12/2022,,,,,,,,5.81
43101-2,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,11.0,01/03/2021,31/12/2022,2.8194246940397942,6.895553057833004,191.0,4.99,5.6,5.295,3.0,4.346612069959021
43101-3,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,9.0,01/03/2021,31/12/2022,3.3516557179246553,6.895553057833004,139.0,5.75,5.75,5.75,2.0,4.942818451931789
43101-4,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,10.0,01/03/2021,31/12/2022,2.979249527044138,6.895553057833004,166.0,5.75,5.75,5.75,7.0,4.640526936215775
43101-5,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,10.0,01/03/2021,31/12/2022,3.029929794309644,7.153814285234411,151.0,5.165212912472428,5.75,5.457606456236213,2.0,4.614853240368369
43101-6,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,10.0,01/03/2021,31/12/2022,3.4598976586906134,6.913077069500274,141.0,3.918977930555711,5.6,4.836325976851904,6.0,4.877843832523917
43101-7,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,10.0,01/03/2021,31/12/2022,2.979249527044138,7.335206978020133,106.0,2.6447145962482894,5.878301349040471,4.75767198176292,5.0,4.72803646056524
43101-8,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,11.0,01/03/2021,31/12/2022,4.310875723611282,7.448123817610345,66.0,5.878301349040471,5.878301349040471,5.878301349040471,1.0,5.615993129204186
43101-9,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,10.0,01/03/2021,31/12/2022,3.3516557179246553,6.895553057833004,167.0,5.75,5.878301349040471,5.814150674520235,7.0,4.622567170868853
43101-10,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,11.0,01/03/2021,31/12/2022,3.799169176678722,8.715806917555902,66.0,5.75,5.75,5.75,2.0,5.578765951110009
43101-11,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,9.0,01/03/2021,31/12/2022,2.979249527044138,7.05416027500028,151.0,1.9897210807421424,3.15,2.5698605403710713,2.0,4.636000195436525
43101-12,Vidiyo,Bandmates Series 1,2021.0,4.99,1.0,11.0,01/03/2021,31/12/2022,4.409410025865254,7.95,39.0,6.25,6.25,6.25,1.0,5.767059489686426
43102-1,Vidiyo,BeatBox,2021.0,19.99,1.0,71.0,01/03/2021,31/12/2022,,,,,,,,12.21
43103-1,Vidiyo,BeatBox,2021.0,19.99,1.0,73.0,01/03/2021,31/12/2022,,,,,,,,13.13
43104-1,Vidiyo,BeatBox,2021.0,19.99,1.0,73.0,01/03/2021,31/12/2022,8.25993132843274,23.0,48.0,7.448123817610345,7.448123817610345,7.448123817610345,1.0,15.403865755541004
43105-1,Vidiyo,BeatBox,2021.0,19.99,1.0,82.0,01/03/2021,31/12/2022,6.265885856968502,33.580042324961646,111.0,7.245793414378875,11.197079801587746,9.22143660798331,2.0,15.505829860574895
43106-1,Vidiyo,BeatBox,2021.0,19.99,1.0,84.0,01/03/2021,31/12/2022,,,,,,,,11.33
43107-1,Vidiyo,BeatBox,2021.0,19.99,1.0,73.0,01/03/2021,31/12/2022,8.912875522063846,33.580042324961646,65.0,5.598539900793873,5.598539900793873,5.598539900793873,1.0,20.14532823599743
43109-1,Vidiyo,BeatBox,2021.0,19.99,1.0,86.0,01/06/2021,31/12/2022,,,,,,,,13.19
43110-1,Vidiyo,BeatBox,2021.0,19.99,1.0,89.0,01/06/2021,31/12/2022,,,,,,,,12.99
43111-1,Vidiyo,Stages,2021.0,29.99,2.0,344.0,01/06/2021,31/12/2022,,,,,,,,27.59
43112-1,Vidiyo,Stages,2021.0,29.99,2.0,387.0,01/06/2021,31/12/2022,,,,,,,,23.56
43113-1,Vidiyo,Stages,2021.0,49.99,3.0,514.0,01/06/2021,31/12/2022,,,,,,,,44.27
43114-1,Vidiyo,Stages,2021.0,59.99,3.0,615.0,01/06/2021,31/12/2022,,,,,,,,57.51
43115-1,Vidiyo,Stages,2021.0,99.99,4.0,996.0,01/06/2021,31/12/2022,,,,,,,,68.04
43181-1,Disney,Raya and the Last Dragon,2021.0,79.99,2.0,610.0,01/03/2021,31/12/2021,,,,,,,,73.03
43184-1,Disney,Raya and the Last Dragon,2021.0,29.99,1.0,216.0,01/03/2021,31/12/2021,27.981502424167775,50.454,15.0,18.95,50.0,34.475,2.0,38.53591707069463
43185-1,Disney,Raya and the Last Dragon,2021.0,49.99,2.0,247.0,01/03/2021,31/12/2021,,,,,,,,39.99
43186-1,Disney,Frozen II,2021.0,12.99,,96.0,01/01/2021,31/12/2021,9.34,27.936714104961425,22.0,7.0,7.0,7.0,1.0,17.676339263120177
43189-1,Disney,Storybook Adventures,2021.0,19.99,5.0,125.0,01/01/2021,31/12/2022,,,,,,,,16.48
43191-1,Disney,The Little Mermaid,2021.0,29.99,2.0,114.0,01/01/2021,31/12/2021,,,,,,,,26.52
43192-1,Disney,Cinderella,2021.0,39.99,2.0,237.0,01/01/2021,31/12/2023,59.58499054088276,78.37955861111422,7.0,39.99,39.99,39.99,1.0,71.65151638399898
43193-1,Disney,Storybook Adventures,2021.0,24.99,5.0,130.0,01/08/2021,31/12/2022,,,,,,,,30.91
43194-1,Disney,Frozen,2021.0,39.99,6.0,154.0,01/06/2021,31/12/2023,,,,,,,,30.1
43196-1,Disney,Beauty and the Beast,2021.0,79.99,9.0,505.0,01/06/2021,31/12/2023,,,,,,,,43.89
43197-1,Disney,Frozen,2021.0,199.99,9.0,1709.0,01/07/2021,31/12/2023,255.86539750636817,307.99,6.0,174.99,174.99,174.99,1.0,276.91378825610616
43200-1,Disney,Encanto,2021.0,19.99,2.0,99.0,01/12/2021,31/12/2022,,,,,,,,14.4
43201-1,Disney,Encanto,2021.0,19.99,3.0,114.0,01/12/2021,31/12/2022,,,,,,,,14.4
43202-1,Disney,Encanto,2021.0,49.99,3.0,587.0,01/12/2021,31/12/2022,53.439103173095184,89.57663841270197,288.0,33.516557179246554,33.516557179246554,33.516557179246554,2.0,69.91826646336932
45345-1,Education,SPIKE Essential,2021.0,274.95,,,,,,,,,,,,380.61
45400-1,Education,BricQ,2021.0,109.95,,562.0,01/01/2021,31/12/2024,,,,,,,,147.61
60275-1,City,Police,2021.0,9.99,2.0,51.0,01/01/2021,31/12/2022,9.0,26.65576817565979,21.0,8.397809851190809,24.219283610834292,15.620933808462752,5.0,14.264444792448518
60276-1,City,Police,2021.0,29.99,4.0,244.0,01/01/2021,31/12/2022,21.274451623016716,21.274451623016716,1.0,5.171664793374752,25.753283543651815,15.462474168513284,2.0,21.274451623016716
60277-1,City,Police,2021.0,59.99,5.0,276.0,01/01/2021,31/12/2022,,,,,,,,41.65
60279-1,City,Fire,2021.0,9.99,1.0,87.0,01/01/2021,31/12/2021,9.99,17.911968558599916,15.0,10.301313417460726,10.301313417460726,10.301313417460726,1.0,13.715993711719983
60280-1,City,Fire,2021.0,29.99,2.0,88.0,01/01/2021,31/12/2022,,,,,,,,14.69
60281-1,City,Fire,2021.0,39.99,3.0,212.0,01/01/2021,31/12/2022,24.63357556349304,65.93064528770897,25.0,20.0,20.0,20.0,1.0,33.83804903842775
60282-1,City,Fire,2021.0,59.99,4.0,380.0,01/01/2021,31/12/2022,40.25440785766042,114.37033221735771,82.0,44.788319206350984,44.788319206350984,44.788319206350984,1.0,68.32527506327231
60283-1,City,Traffic,2021.0,19.99,3.0,190.0,01/01/2021,31/12/2023,16.78442262258003,59.188883539172984,76.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0,24.879048613502324
60284-1,City,Construction,2021.0,9.99,1.0,58.0,01/01/2021,31/12/2022,7.278101871032035,26.843879116326463,22.0,9.013649240278136,9.013649240278136,9.013649240278136,1.0,13.853080469089669
60285-1,City,Traffic,2021.0,9.99,1.0,89.0,01/01/2021,31/12/2021,11.544591917296035,25.76,19.0,7.37997477390441,7.37997477390441,7.37997477390441,1.0,17.150107490683446
60286-1,City,Traffic,2021.0,9.99,1.0,79.0,01/01/2021,31/12/2021,10.077371821428972,10.5,6.0,6.888657504775171,7.675,7.281828752387586,2.0,10.288685910714486
60287-1,City,Farm,2021.0,19.99,2.0,148.0,01/01/2021,31/12/2022,12.0,35.815,143.0,11.377662545424457,14.99,13.18383127271223,2.0,22.086887440511088
60288-1,City,Traffic,2021.0,19.99,2.0,210.0,01/01/2021,31/12/2021,27.0,53.82100348229182,18.0,21.890291012104043,21.890291012104043,21.890291012104043,1.0,35.95025087057296
60289-1,City,Traffic,2021.0,29.99,2.0,281.0,01/01/2021,31/12/2021,,,,,,,,24.81
60290-1,City,General,2021.0,39.99,4.0,195.0,01/01/2021,31/12/2021,34.99,60.5493287350659,24.0,25.45,34.47086973610719,29.405467434026797,4.0,44.80930866064642
60291-1,City,General,2021.0,59.99,4.0,388.0,01/01/2021,31/12/2022,50.0,107.64200696458364,29.0,43.66861122619221,43.66861122619221,43.66861122619221,1.0,73.39275174694835
60292-1,City,General,2021.0,99.99,10.0,790.0,01/01/2021,31/12/2022,100.76252113448813,178.649,24.0,80.0,80.0,80.0,1.0,137.36134924841943
60293-1,City,Stuntz,2021.0,39.99,2.0,170.0,01/10/2021,31/12/2022,18.62030954402586,54.99,140.0,16.795619702381618,24.99,20.89280985119081,2.0,36.191015859461906
60294-1,City,Stuntz,2021.0,69.99,4.0,420.0,01/10/2021,31/12/2022,43.65741414639062,134.55306855971963,141.0,30.791969454366303,30.791969454366303,30.791969454366303,1.0,74.5532421202072
60295-1,City,Stuntz,2021.0,99.99,7.0,668.0,01/10/2021,31/12/2022,78.36836153131263,134.36495761905294,228.0,55.98539900793873,55.98539900793873,55.98539900793873,1.0,105.27982247029976
60296-1,City,Stuntz,2021.0,7.99,1.0,14.0,01/01/2022,31/12/2022,5.75,20.154743642857945,151.0,4.5,5.598539900793873,5.029513300264624,3.0,10.144207699326827
60297-1,City,Stuntz,2021.0,7.99,1.0,12.0,01/10/2021,31/07/2022,5.867269816031979,20.154743642857945,185.0,5.598539900793873,5.598539900793873,5.598539900793873,1.0,10.398564716225112
60298-1,City,Stuntz,2021.0,7.99,1.0,14.0,01/10/2021,31/12/2022,4.75,20.154743642857945,146.0,4.99,5.598539900793873,5.294269950396936,2.0,10.13317926394808
60299-1,City,Stuntz,2021.0,29.99,2.0,73.0,01/10/2021,31/12/2022,16.78442262258003,54.39,119.0,13.436495761905295,13.436495761905295,13.436495761905295,1.0,25.95635861030103
60300-1,City,Wildlife Rescue,2021.0,9.99,1.0,74.0,01/06/2021,31/12/2022,,,,,,,,8.92
60301-1,City,Wildlife Rescue,2021.0,49.99,3.0,157.0,01/06/2021,31/12/2022,,,,,,,,32.44
60302-1,City,Wildlife Rescue,2021.0,89.99,4.0,525.0,01/06/2021,31/12/2022,54.19050711574421,184.0,278.0,67.09067976276735,67.09067976276735,67.09067976276735,1.0,100.15133182612394
60303-1,City,Seasonal,2021.0,29.99,7.0,349.0,01/09/2021,31/12/2021,,,,,,,,19.16
60304-1,City,Traffic,2021.0,19.99,,112.0,01/01/2021,31/12/2023,,,,,,,,16.96
60305-1,City,Traffic,2021.0,29.99,2.0,342.0,01/01/2021,31/12/2022,31.0,45.0,3.0,19.99,19.99,19.99,1.0,38.666666666666664
60306-1,City,General,2021.0,79.99,6.0,533.0,01/01/2021,31/12/2021,,,,,,,,55.85
60307-1,City,Wildlife Rescue,2021.0,99.99,6.0,503.0,01/06/2021,31/12/2022,,,,,,,,94.13
60308-1,City,Police,2021.0,49.99,4.0,297.0,01/06/2021,31/12/2022,,,,,,,,31.81
60309-1,City,Stuntz,2021.0,7.99,1.0,14.0,01/01/2022,31/07/2022,3.446,20.154743642857945,106.0,5.038685910714486,5.038685910714486,5.038685910714486,1.0,9.57996210578424
60310-1,City,Stuntz,2021.0,7.99,,10.0,01/10/2021,31/12/2022,5.867269816031979,18.4,54.0,5.598539900793873,5.598539900793873,5.598539900793873,1.0,11.555468598843564
60311-1,City,Stuntz,2021.0,7.99,1.0,11.0,01/01/2022,31/07/2022,7.448123817610345,22.394159603175492,48.0,4.99,5.598539900793873,5.294269950396936,2.0,12.064815083308272
66678-1,Collectable Minifigures,Marvel Studios,2021.0,29.94,,,,,,,,,,,,42.0
71029-1,Collectable Minifigures,Series 21,2021.0,4.99,1.0,7.0,01/01/2021,30/04/2021,3.275387702470677,23.710936187842208,119.0,3.958,7.5,5.09591105190486,13.0,6.885388810956469
71029-2,Collectable Minifigures,Series 21,2021.0,4.99,1.0,6.0,01/01/2021,30/04/2021,3.1029988760248517,11.18588272178616,224.0,3.25,7.0,4.43931128875657,18.0,5.804912921505363
71029-3,Collectable Minifigures,Series 21,2021.0,4.99,1.0,8.0,01/01/2021,30/04/2021,4.489005040649285,11.560984895139349,100.0,3.855154575686661,7.0,5.094311827988687,11.0,6.955119393461161
71029-4,Collectable Minifigures,Series 21,2021.0,4.99,1.0,7.0,01/01/2021,30/04/2021,3.1029988760248517,11.855468093921104,270.0,3.75,6.5,4.939242024848636,13.0,5.856582366508429
71029-5,Collectable Minifigures,Series 21,2021.0,4.99,1.0,5.0,01/01/2021,30/04/2021,3.275387702470677,11.18588272178616,309.0,3.303138541468386,7.73942155885745,5.06953888297373,11.0,5.846874772020638
71029-6,Collectable Minifigures,Series 21,2021.0,4.99,1.0,7.0,01/01/2021,30/04/2021,5.233073021495854,14.545006662262482,83.0,5.635617100072459,7.585108363616304,6.840063807292618,3.0,8.978933933970769
71029-7,Collectable Minifigures,Series 21,2021.0,4.99,1.0,6.0,01/01/2021,30/04/2021,5.040649285275926,16.78442262258003,47.0,5.6410888040399065,6.08,5.8016977298705505,8.0,8.439708695083599
71029-8,Collectable Minifigures,Series 21,2021.0,4.99,1.0,6.0,01/01/2021,30/04/2021,6.038161178649062,16.795619702381618,33.0,5.542554501785935,7.487319861524837,6.712934263657867,3.0,10.038395501970252
71029-9,Collectable Minifigures,Series 21,2021.0,4.99,1.0,8.0,01/01/2021,30/04/2021,3.5,9.352920758266244,287.0,3.354533988138368,5.951050930270665,4.515137407177869,6.0,5.3365045248041945
71029-10,Collectable Minifigures,Series 21,2021.0,4.99,1.0,10.0,01/01/2021,30/04/2021,5.171664793374752,8.906517195515864,65.0,4.025440785766041,6.99,5.507720392883021,2.0,7.129982455205652
71029-11,Collectable Minifigures,Series 21,2021.0,4.99,1.0,5.0,01/01/2021,30/04/2021,3.1029988760248517,11.18588272178616,390.0,3.0733422002660076,6.776472695920903,4.637565659243526,11.0,5.148287656847352
71029-12,Collectable Minifigures,Series 21,2021.0,4.99,1.0,9.0,01/01/2021,30/04/2021,2.0771697463887504,11.18588272178616,571.0,2.7992699503969365,30.87,6.003921236340739,32.0,4.943468739872673
71030-1,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,5.0,26/04/2021,31/08/2021,3.2641238871823215,12.66,377.0,3.635,7.5793033176947455,5.110480383433691,9.0,5.433739495562848
71030-2,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,6.0,26/04/2021,31/08/2021,,,,,,,,5.81
71030-3,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,9.0,26/04/2021,31/08/2021,5.132494392274645,18.4,30.0,5.57643375786955,5.57643375786955,5.57643375786955,3.0,9.71713792679826
71030-4,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,9.0,26/04/2021,31/08/2021,5.7870437275703885,18.4,30.0,6.605250274098235,6.605250274098235,6.605250274098235,7.0,9.778054852693131
71030-5,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,10.0,26/04/2021,31/08/2021,4.384797678338339,12.66,139.0,4.002178994766275,8.397809851190809,6.11392835243529,9.0,6.546552451091051
71030-6,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,6.0,26/04/2021,31/08/2021,5.109965798973969,13.8,66.0,4.784824266830321,8.098847820488416,5.9428391740758,4.0,8.041936368838927
71030-7,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,7.0,26/04/2021,31/08/2021,5.638032168769464,12.66,52.0,4.81171692375587,7.278101871032035,5.958434828887626,14.0,7.791336216983726
71030-8,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,8.0,26/04/2021,31/08/2021,4.303351051578424,12.66,111.0,5.542,5.818924567737032,5.680462283868516,2.0,7.1848398017865875
71030-9,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,9.0,26/04/2021,31/08/2021,5.04,16.56,48.0,4.788272043359238,8.915114938024162,6.42309674534585,6.0,7.6051554543527855
71030-10,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,7.0,26/04/2021,31/08/2021,,,,,,,,4.95
71030-11,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,7.0,26/04/2021,31/08/2021,3.0,16.56,560.0,2.5271809112183545,7.0,4.5827063328200035,22.0,5.436015545982546
71030-12,Collectable Minifigures,Looney Tunes,2021.0,4.99,1.0,8.0,26/04/2021,31/08/2021,4.450839221131129,20.24,202.0,4.0,9.965401023413094,5.92092660550898,18.0,6.723556771613716
71031-1,Collectable Minifigures,Marvel Studios,2021.0,4.99,1.0,8.0,01/09/2021,31/12/2021,5.0,22.097,52.0,10.854290068334931,10.854290068334931,10.854290068334931,4.0,14.435046214459629
71031-2,Collectable Minifigures,Marvel Studios,2021.0,4.99,1.0,8.0,01/09/2021,31/12/2021,4.814744314682731,17.12,63.0,5.809503451224306,6.454123393178219,6.021156711100631,8.0,7.806805346288587
71031-3,Collectable Minifigures,Marvel Studios,2021.0,4.99,1.0,10.0,01/09/2021,31/12/2021,2.2261813051896744,8.94646676146861,396.0,3.491354740642219,4.99,4.2023102959716505,14.0,5.377086554617949
71380-1,Super Mario,Maker Set,2021.0,59.99,4.0,366.0,01/01/2021,31/12/2021,54.5,107.34508762042778,654.0,30.0,51.70975238068969,38.90325079356323,3.0,71.45666456696097
71381-1,Super Mario,Expansion Set,2021.0,19.99,2.0,160.0,01/01/2021,31/12/2021,22.394159603175492,52.16,11.0,13.99,13.99,13.99,1.0,34.69002625963932
71382-1,Super Mario,Expansion Set,2021.0,29.99,3.0,267.0,01/01/2021,31/12/2021,22.394159603175492,48.16367500099298,114.0,25.494458309851595,25.494458309851595,25.494458309851595,1.0,33.01032244857496
71383-1,Super Mario,Expansion Set,2021.0,39.99,3.0,374.0,01/01/2021,31/12/2021,,,,,,,,34.13
71384-1,Super Mario,Power-Up Pack,2021.0,9.99,,18.0,01/01/2021,31/12/2021,15.978232876865713,26.836271905106944,25.0,12.787065133413206,12.787065133413206,12.787065133413206,1.0,19.483502841294833
71385-1,Super Mario,Power-Up Pack,2021.0,9.99,,13.0,01/01/2021,31/12/2021,13.404717816600918,16.78442262258003,18.0,13.145371687064014,13.90677311357198,13.526072400317997,3.0,14.933776526750988
71386-1,Super Mario,Character Pack - Series 2,2021.0,4.99,1.0,,01/01/2021,31/07/2021,2.844415636356114,7.490846387262202,104.0,3.07919694543663,3.07919694543663,3.07919694543663,1.0,5.339904685073959
71386-2,Super Mario,Character Pack - Series 2,2021.0,4.99,1.0,,01/01/2021,31/07/2021,3.620165355362327,50.38685910714486,96.0,3.1160966387936533,6.45,4.263491569397417,11.0,7.273759940161258
71386-3,Super Mario,Character Pack - Series 2,2021.0,4.99,1.0,,01/01/2021,31/07/2021,2.844415636356114,8.28,83.0,5.822481496825628,6.5,6.161240748412814,3.0,5.577364007203541
