Number,Theme,Subtheme,Year,RRP (USD),Value new (USD),Minifigs,Pieces,Launch date,Retired Date
7782-1,Batman,,2006,50.0,223.6,3.0,523.0,01/04/2006,31/12/2007
7783-1,Batman,,2006,89.99,574.81,7.0,1071.0,01/06/2006,31/12/2007
7784-1,Batman,,2006,70.0,497.51,,1045.0,01/06/2006,31/12/2007
7785-1,Batman,,2006,79.99,473.03,7.0,860.0,01/08/2006,31/12/2007
7844-1,Duplo,Airport,2006,14.99,129.0,2.0,30.0,01/01/2006,31/12/2006
7846-1,Duplo,Castle,2006,30.0,298.37,3.0,44.0,,
7880-1,Duplo,Pirates,2006,99.99,416.98,4.0,60.0,01/08/2006,31/12/2007
7881-1,Duplo,Pirates,2006,39.99,99.0,2.0,33.0,01/08/2006,31/12/2007
7882-1,Duplo,Pirates,2006,19.99,145.33,1.0,13.0,,
7883-1,Duplo,Pirates,2006,9.99,41.57,2.0,14.0,,
7890-1,City,Medical,2006,7.99,43.04,1.0,118.0,01/01/2006,31/12/2008
7891-1,City,Airport,2006,14.99,39.62,1.0,148.0,01/01/2006,31/12/2007
7892-1,City,Medical,2006,49.99,170.21,4.0,382.0,01/01/2006,31/12/2008
7893-1,City,Airport,2006,39.99,265.69,4.0,401.0,01/01/2006,31/12/2007
7894-1,City,Airport,2006,79.99,295.23,5.0,700.0,01/01/2006,31/12/2008
7895-1,City,Trains,2006,15.99,18.45,,8.0,01/06/2006,30/06/2018
7896-1,City,Trains,2006,15.99,42.69,,16.0,01/06/2006,31/12/2010
7897-1,City,Trains,2006,89.99,284.82,3.0,501.0,01/06/2006,31/12/2009
7898-1,City,Trains,2006,149.99,366.12,5.0,856.0,01/06/2006,31/12/2009
7899-1,City,Police,2006,24.99,57.36,3.0,199.0,01/03/2006,31/12/2006
7900-1,City,Construction,2006,24.99,128.79,1.0,347.0,01/06/2006,31/12/2006
7901-1,City,Airport,2006,3.49,14.64,1.0,26.0,01/01/2006,31/12/2006
7902-1,City,Medical,2006,5.99,24.74,1.0,66.0,01/01/2006,31/12/2008
7903-1,City,Medical,2006,19.99,56.57,3.0,249.0,01/01/2006,31/12/2007
7904-1,City,Seasonal,2006,20.0,60.24,9.0,257.0,,
7905-1,City,Construction,2006,69.99,295.38,3.0,721.0,01/06/2006,31/12/2007
8281-1,Technic,,2006,10.0,23.73,,121.0,01/01/2006,31/12/2007
8282-1,Technic,,2006,20.0,26.0,,200.0,01/01/2006,31/12/2007
8283-1,Technic,,2006,29.99,72.0,,323.0,01/03/2006,31/12/2007
8284-1,Technic,,2006,60.0,164.73,,872.0,01/08/2006,31/12/2008
8285-1,Technic,,2006,119.99,391.5,,1877.0,01/08/2006,31/12/2008
8287-1,Technic,,2006,29.99,99.95,,93.0,,
8288-1,Technic,,2006,49.99,360.0,,800.0,01/08/2006,31/07/2007
8289-1,Technic,,2006,74.99,138.74,,1035.0,01/10/2006,31/12/2007
8527-1,Mindstorms,NXT,2006,249.99,180.0,,577.0,01/09/2006,31/12/2006
8528-1,Mindstorms,NXT,2006,9.99,45.36,,3.0,,
8529-1,Mindstorms,NXT,2006,9.99,9.41,,7.0,,
8624-1,Bionicle,Playsets,2006,59.99,100.0,8.0,507.0,01/07/2006,31/12/2006
8625-1,Bionicle,Warriors,2006,25.0,125.0,,179.0,01/07/2006,31/12/2006
8626-1,Bionicle,Warriors,2006,25.0,386.6,,124.0,01/03/2006,31/12/2006
8661-1,Racers,Tiny Turbos,2006,4.0,14.99,,44.0,01/01/2006,31/12/2006
8662-1,Racers,Tiny Turbos,2006,4.0,25.0,,49.0,01/08/2006,31/12/2006
8663-1,Racers,Tiny Turbos,2006,4.0,10.0,,42.0,01/01/2006,31/12/2006
8664-1,Racers,Tiny Turbos,2006,4.0,9.95,,55.0,01/01/2006,31/12/2006
8665-1,Racers,Tiny Turbos,2006,4.0,20.0,,52.0,01/08/2006,31/12/2006
8666-1,Racers,Tiny Turbos,2006,4.0,10.18,,61.0,01/01/2006,31/12/2006
8667-1,Racers,Power Racers,2006,10.0,13.9,,79.0,01/01/2006,31/12/2006
8668-1,Racers,Power Racers,2006,10.0,10.0,,111.0,01/01/2006,31/12/2006
8669-1,Racers,Power Racers,2006,10.0,21.1,,113.0,01/01/2006,31/12/2006
8670-1,Racers,Power Racers,2006,10.0,13.98,,105.0,01/01/2006,31/12/2006
8671-1,Racers,Ferrari,2006,39.99,222.66,,559.0,01/01/2006,31/12/2007
8672-1,Racers,Ferrari,2006,60.0,144.38,10.0,573.0,01/01/2006,31/12/2006
8673-1,Racers,Ferrari,2006,19.99,82.21,5.0,189.0,01/01/2006,31/12/2007
8674-1,Racers,Ferrari,2006,139.99,766.0,,1246.0,01/06/2006,31/12/2007
8675-1,Racers,Outdoor RC,2006,160.0,186.7,,104.0,01/07/2006,31/12/2007
8676-1,Racers,Outdoor RC,2006,60.0,172.25,,58.0,01/08/2006,31/12/2007
8681-1,Racers,Tiny Turbos,2006,39.99,45.0,,652.0,01/06/2006,31/12/2007
8682-1,Racers,Power Racers,2006,50.0,57.0,,724.0,01/07/2006,31/07/2007
8701-1,Castle,Knights' Kingdom II,2006,20.0,35.55,,130.0,01/01/2006,31/12/2006
8702-1,Castle,Knights' Kingdom II,2006,20.0,41.61,,112.0,01/01/2006,31/07/2007
8703-1,Castle,Knights' Kingdom II,2006,10.0,40.42,,43.0,01/01/2006,31/12/2006
8704-1,Castle,Knights' Kingdom II,2006,10.0,26.46,,40.0,01/01/2006,31/07/2007
8705-1,Castle,Knights' Kingdom II,2006,9.99,27.35,,38.0,01/01/2006,31/07/2007
8706-1,Castle,Knights' Kingdom II,2006,9.99,19.99,,44.0,01/01/2006,31/07/2007
8719-1,Bionicle,Accessories,2006,2.0,5.59,,10.0,,
8721-1,Bionicle,Matoran,2006,4.0,14.44,,21.0,,
8722-1,Bionicle,Matoran,2006,3.99,24.69,,25.0,,
8723-1,Bionicle,Matoran,2006,3.99,23.54,,27.0,,
8724-1,Bionicle,Matoran,2006,3.99,13.58,,21.0,,
8725-1,Bionicle,Matoran,2006,4.0,21.31,,22.0,,
8726-1,Bionicle,Matoran,2006,3.99,25.47,,25.0,,
8727-1,Bionicle,Toa Inika,2006,10.0,102.12,,46.0,01/08/2006,31/07/2007
8728-1,Bionicle,Toa Inika,2006,9.99,93.97,,46.0,01/08/2006,31/07/2007
8729-1,Bionicle,Toa Inika,2006,9.99,96.64,,54.0,01/08/2006,31/07/2007
8730-1,Bionicle,Toa Inika,2006,9.99,59.22,,62.0,01/08/2006,31/07/2007
8731-1,Bionicle,Toa Inika,2006,9.99,24.99,,46.0,01/08/2006,31/07/2007
8732-1,Bionicle,Toa Inika,2006,9.99,48.43,,46.0,01/08/2006,31/07/2007
8733-1,Bionicle,Warriors,2006,20.0,258.94,,196.0,01/03/2006,31/07/2007
8734-1,Bionicle,Warriors,2006,19.99,331.75,,193.0,01/03/2006,31/07/2007
8764-1,Bionicle,Warriors,2006,30.0,141.97,,281.0,01/08/2006,31/07/2007
8813-1,Castle,Knights' Kingdom II,2006,40.0,112.43,11.0,381.0,01/07/2006,31/12/2006
8821-1,Castle,Knights' Kingdom II,2006,20.0,74.58,3.0,152.0,01/07/2006,31/07/2007
8822-1,Castle,Knights' Kingdom II,2006,30.0,75.96,3.0,250.0,01/07/2006,31/12/2007
8823-1,Castle,Knights' Kingdom II,2006,50.0,194.76,6.0,431.0,01/07/2006,31/07/2007
8892-1,Bionicle,Playsets,2006,29.99,35.56,4.0,211.0,01/08/2006,31/07/2007
8893-1,Bionicle,Playsets,2006,39.99,73.45,8.0,373.0,01/08/2006,31/07/2007
8894-1,Bionicle,Playsets,2006,74.99,74.13,12.0,648.0,01/08/2006,31/07/2007
8900-1,Bionicle,Piraka,2006,8.99,62.02,,41.0,01/01/2006,31/12/2006
8901-1,Bionicle,Piraka,2006,8.99,53.15,,42.0,01/01/2006,31/12/2006
8902-1,Bionicle,Piraka,2006,8.99,63.21,,41.0,01/01/2006,31/12/2006
8903-1,Bionicle,Piraka,2006,8.99,101.11,,41.0,01/01/2006,31/12/2006
8904-1,Bionicle,Piraka,2006,9.0,59.91,,41.0,01/01/2006,31/12/2006
8905-1,Bionicle,Piraka,2006,8.99,101.11,,42.0,01/01/2006,31/12/2006
9211-1,Education,Duplo,2006,55.0,58.2,8.0,61.0,,
9224-1,Education,Duplo,2006,36.0,80.94,20.0,20.0,,
9247-2,Education,,2006,49.99,80.26,31.0,235.0,,
9798-1,Mindstorms,NXT,2006,54.99,69.0,,1.0,,
9833-2,Mindstorms,NXT,2006,23.99,19.99,,1.0,,
9841-1,Mindstorms,NXT,2006,169.99,51.01,,1.0,,
9842-1,Mindstorms,NXT,2006,24.99,16.0,,1.0,,
9843-1,Mindstorms,NXT,2006,24.99,11.88,,1.0,,
9844-1,Mindstorms,NXT,2006,24.99,22.67,,1.0,,
9845-1,Mindstorms,NXT,2006,34.99,17.52,,1.0,,
9846-1,Mindstorms,NXT,2006,39.99,13.51,,1.0,,
10106-1,Seasonal,Christmas,2006,7.99,50.0,,105.0,,
10173-1,Creator Expert,Trains,2006,89.99,489.7,7.0,965.0,01/09/2006,31/12/2007
10174-1,Star Wars,Ultimate Collector Series,2006,79.99,485.65,,1068.0,01/07/2006,31/12/2008
10175-1,Star Wars,Ultimate Collector Series,2006,99.99,1090.64,,1212.0,01/10/2006,31/12/2008
10176-1,Castle,Knights' Kingdom II,2006,99.99,476.19,12.0,869.0,01/06/2006,31/12/2007
10177-1,Creator Expert,Aircraft,2006,79.99,856.7,,1197.0,01/09/2006,31/12/2008
10204-1,Bionicle,Warriors,2006,50.0,174.15,,670.0,15/10/2006,31/12/2006
MS1034-1,Mindstorms,NXT,2006,54.99,69.0,,1.0,,
3288-1,Duplo,Bob the Builder,2007,19.99,44.64,2.0,19.0,,
3352-1,Duplo,Thomas the Tank Engine,2007,12.99,75.0,1.0,8.0,,
3353-1,Duplo,Thomas the Tank Engine,2007,29.99,79.67,2.0,45.0,,
3354-1,Duplo,Thomas the Tank Engine,2007,19.99,63.64,1.0,13.0,,
4206-1,Trains,9V,2007,44.99,115.0,,27.0,,
4825-1,Duplo,Princess Castle,2007,9.99,43.0,1.0,8.0,,
4826-1,Duplo,Princess Castle,2007,19.99,37.84,1.0,19.0,,
4828-1,Duplo,Princess Castle,2007,39.99,140.0,2.0,49.0,01/03/2007,31/12/2008
4861-1,Duplo,LEGO Ville,2007,24.99,54.92,3.0,27.0,,
4915-1,Creator,3 in 1,2007,4.99,14.39,,68.0,01/01/2007,31/12/2008
4916-1,Creator,3 in 1,2007,4.99,7.44,,77.0,01/01/2007,31/12/2007
4917-1,Creator,3 in 1,2007,4.99,13.0,,77.0,01/01/2007,31/12/2007
4918-1,Creator,3 in 1,2007,4.99,11.28,,76.0,01/01/2007,31/12/2008
4936-1,City,Medical,2007,2.99,15.0,2.0,18.0,,
4939-1,Creator,3 in 1,2007,12.99,25.2,,206.0,,
4953-1,Creator,3 in 1,2007,19.99,64.99,,312.0,01/01/2007,31/12/2008
4954-1,Creator,3 in 1,2007,69.99,312.11,,1174.0,01/07/2007,31/12/2008
4955-1,Creator,3 in 1,2007,30.0,123.15,,550.0,01/07/2007,31/12/2008
4956-1,Creator,3 in 1,2007,49.99,189.52,,731.0,01/01/2007,31/12/2009
4957-1,Creator,3 in 1,2007,69.99,294.24,,1063.0,01/07/2007,31/12/2008
4958-1,Creator,3 in 1,2007,89.99,325.27,,792.0,01/07/2007,31/12/2008
4972-1,Duplo,LEGO Ville,2007,12.99,22.4,1.0,13.0,,
4973-1,Duplo,LEGO Ville,2007,24.99,127.93,1.0,11.0,,
4974-1,Duplo,LEGO Ville,2007,39.99,52.26,2.0,36.0,01/02/2007,31/12/2009
4975-1,Duplo,LEGO Ville,2007,49.99,80.0,2.0,42.0,01/02/2007,31/12/2009
4976-1,Duplo,LEGO Ville,2007,16.99,50.83,1.0,11.0,,
4977-1,Duplo,LEGO Ville,2007,29.99,58.72,2.0,26.0,,
4978-1,Duplo,LEGO Ville,2007,14.99,38.24,1.0,11.0,,
4979-1,Duplo,LEGO Ville,2007,14.99,35.58,1.0,6.0,,
4981-1,SpongeBob SquarePants,,2007,34.99,132.11,1.0,337.0,01/08/2007,31/12/2008
4982-1,SpongeBob SquarePants,,2007,49.99,153.07,3.0,393.0,01/08/2007,31/12/2008
4986-1,Duplo,LEGO Ville,2007,22.99,85.04,1.0,19.0,,
4987-1,Duplo,LEGO Ville,2007,39.99,76.75,2.0,40.0,01/08/2007,31/12/2009
4988-1,Duplo,LEGO Ville,2007,59.99,129.9,3.0,84.0,01/08/2007,31/12/2009
5378-1,Harry Potter,Order of the Phoenix,2007,89.99,697.04,9.0,943.0,01/06/2007,31/12/2007
5419-1,Duplo,,2007,29.99,43.96,1.0,107.0,01/06/2007,31/07/2008
5493-1,Make and Create,,2007,30.0,58.09,,705.0,,
5515-1,Make and Create,,2007,11.99,20.34,,240.0,,
6161-1,Make and Create,,2007,19.99,20.37,,221.0,01/01/2007,31/12/2011
6162-1,Creator,Mosaic,2007,9.99,33.0,,286.0,,
6163-1,Creator,Mosaic,2007,19.99,51.94,,598.0,,
6164-1,Make and Create,,2007,24.99,43.48,1.0,520.0,01/06/2007,31/12/2008
6166-1,Make and Create,,2007,29.99,47.62,1.0,405.0,01/01/2007,31/12/2013
6167-1,Make and Create,,2007,49.99,36.67,2.0,701.0,01/01/2007,31/12/2009
7009-1,Castle,Fantasy Era,2007,7.99,74.93,2.0,62.0,01/06/2007,31/12/2008
7029-1,Castle,Fantasy Era,2007,69.99,442.63,7.0,628.0,01/08/2007,31/12/2007
7036-1,Castle,Fantasy Era,2007,59.99,218.43,7.0,575.0,01/01/2008,31/12/2009
7090-1,Castle,Fantasy Era,2007,5.99,31.84,3.0,54.0,01/06/2007,31/12/2008
7091-1,Castle,Fantasy Era,2007,9.99,52.96,4.0,123.0,01/06/2007,31/12/2008
7092-1,Castle,Fantasy Era,2007,19.99,99.15,5.0,193.0,01/06/2007,31/12/2008
7093-1,Castle,Fantasy Era,2007,49.99,311.68,5.0,398.0,01/06/2007,31/12/2008
7094-1,Castle,Fantasy Era,2007,99.99,463.31,10.0,973.0,01/06/2007,31/12/2009
7580-1,Belville,Fairytales,2007,9.99,15.0,1.0,26.0,,
7581-1,Belville,Fairytales,2007,49.99,72.69,2.0,86.0,01/03/2007,31/12/2007
7582-1,Belville,Fairytales,2007,59.99,105.0,3.0,167.0,01/03/2007,31/07/2008
7600-1,Belville,Seasonal,2007,19.99,78.6,,215.0,,
7654-1,Star Wars,Episode III,2007,9.99,63.68,7.0,102.0,01/01/2007,31/07/2008
7655-1,Star Wars,Episode III,2007,9.99,61.07,4.0,58.0,01/01/2007,31/07/2008
7656-1,Star Wars,Episode III,2007,19.99,64.92,1.0,232.0,01/01/2007,31/12/2008
7657-1,Star Wars,Episode VI,2007,19.99,90.8,1.0,244.0,01/01/2007,31/07/2008
7658-1,Star Wars,Episode IV,2007,39.99,83.48,2.0,454.0,01/01/2007,31/07/2008
7659-1,Star Wars,Episode IV,2007,49.99,126.5,5.0,471.0,01/01/2007,31/12/2008
7660-1,Star Wars,Episode I,2007,29.99,59.75,3.0,280.0,01/06/2007,31/12/2008
7661-1,Star Wars,Episode III,2007,49.99,213.24,2.0,575.0,01/06/2007,31/12/2008
7662-1,Star Wars,Episode I,2007,99.99,609.78,21.0,1330.0,01/06/2007,31/12/2008
7663-1,Star Wars,Episode I,2007,29.99,65.76,1.0,310.0,01/08/2007,31/12/2008
7664-1,Star Wars,Legends,2007,49.99,118.44,2.0,548.0,01/08/2007,31/12/2007
7665-1,Star Wars,Episode I,2007,89.99,303.16,5.0,919.0,01/09/2007,31/12/2008
7666-1,Star Wars,Episode V,2007,49.99,144.13,8.0,548.0,01/09/2007,31/12/2008
7690-1,Space,Mars Mission,2007,89.99,180.0,8.0,760.0,01/06/2007,31/12/2008
7691-1,Space,Mars Mission,2007,49.99,155.3,7.0,434.0,01/06/2007,31/07/2008
7692-1,Space,Mars Mission,2007,39.99,134.74,6.0,435.0,01/06/2007,31/12/2008
7693-1,Space,Mars Mission,2007,19.99,58.0,3.0,246.0,01/06/2007,31/07/2008
7694-1,Space,Mars Mission,2007,9.99,56.0,2.0,95.0,01/06/2007,31/07/2008
7695-1,Space,Mars Mission,2007,4.99,27.98,2.0,57.0,01/06/2007,31/12/2008
7697-1,Space,Mars Mission,2007,29.99,100.0,3.0,374.0,01/06/2007,31/12/2008
7699-1,Space,Mars Mission,2007,79.99,166.0,5.0,635.0,01/08/2007,31/12/2008
7714-1,Exo-Force,Golden City,2007,24.99,95.0,1.0,267.0,01/03/2007,31/12/2007
7721-1,Exo-Force,Golden City,2007,49.99,136.67,3.0,581.0,01/09/2007,31/12/2007
7770-1,Aqua Raiders,,2007,4.99,23.33,1.0,75.0,,
7771-1,Aqua Raiders,,2007,9.99,32.07,2.0,130.0,,
7772-1,Aqua Raiders,,2007,19.99,34.76,2.0,223.0,,
7773-1,Aqua Raiders,,2007,29.99,77.7,2.0,339.0,,
7774-1,Aqua Raiders,,2007,49.99,118.85,3.0,590.0,,
7775-1,Aqua Raiders,,2007,69.99,190.0,5.0,840.0,,
7776-1,Aqua Raiders,,2007,24.99,164.95,3.0,241.0,01/02/2007,31/12/2007
7786-1,Batman,,2007,29.99,295.9,2.0,293.0,01/08/2007,31/12/2007
7787-1,Batman,,2007,49.99,356.59,3.0,645.0,01/08/2007,31/12/2007
7876-1,Creator,Miscellaneous,2007,3.99,11.99,,44.0,01/01/2007,31/12/2007
7906-1,City,Fire,2007,34.99,89.07,3.0,187.0,01/03/2007,31/07/2008
7907-1,City,Seasonal,2007,24.99,33.95,8.0,232.0,,
7942-1,City,Fire,2007,9.99,17.57,1.0,131.0,,
7944-1,City,Fire,2007,29.99,87.01,3.0,274.0,,
7945-1,City,Fire,2007,59.99,142.71,4.0,600.0,01/01/2007,31/12/2009
7990-1,City,Traffic,2007,14.99,71.04,1.0,213.0,01/06/2007,31/12/2009
7991-1,City,Traffic,2007,16.99,57.3,1.0,206.0,01/06/2007,31/12/2009
7992-1,City,Harbour,2007,19.99,57.7,1.0,218.0,01/06/2007,31/12/2008
7993-1,City,Traffic,2007,39.99,111.86,3.0,402.0,01/06/2007,31/12/2009
7994-1,City,Harbour,2007,89.99,366.43,5.0,659.0,01/06/2007,31/12/2008
7996-1,City,Trains,2007,24.99,219.41,,4.0,01/06/2007,31/12/2008
7997-1,City,Trains,2007,44.99,178.87,5.0,387.0,01/06/2007,31/12/2009
7998-1,City,Traffic,2007,34.99,107.31,1.0,332.0,01/06/2007,31/07/2008
8100-1,Exo-Force,Golden City,2007,7.99,49.9,1.0,92.0,,
8101-1,Exo-Force,Golden City,2007,7.99,40.0,1.0,99.0,,
8102-1,Exo-Force,Golden City,2007,14.99,55.6,1.0,162.0,,
8103-1,Exo-Force,Golden City,2007,14.99,82.44,1.0,144.0,,
8104-1,Exo-Force,Golden City,2007,14.99,29.9,2.0,161.0,01/01/2007,31/12/2007
8105-1,Exo-Force,Golden City,2007,14.99,25.93,1.0,141.0,01/01/2007,31/12/2007
8106-1,Exo-Force,Golden City,2007,29.99,84.5,1.0,312.0,01/06/2007,31/12/2007
8107-1,Exo-Force,Golden City,2007,49.99,78.66,2.0,571.0,01/06/2007,31/12/2007
8108-1,Exo-Force,Golden City,2007,89.99,200.41,13.0,1009.0,01/06/2007,31/12/2007
8130-1,Racers,Tiny Turbos,2007,4.99,10.13,,44.0,,
8131-1,Racers,Tiny Turbos,2007,4.99,17.0,,51.0,,
8132-1,Racers,Tiny Turbos,2007,4.99,21.0,,41.0,,
8133-1,Racers,Tiny Turbos,2007,4.99,16.85,,51.0,,
8134-1,Racers,Tiny Turbos,2007,19.99,26.25,,265.0,,
8135-1,Racers,Tiny Turbos,2007,39.99,68.14,,542.0,01/06/2007,31/12/2007
8136-1,Racers,Power Racers,2007,10.0,12.24,,65.0,,
8137-1,Racers,Power Racers,2007,9.99,12.0,,70.0,,
8138-1,Racers,Power Racers,2007,10.0,13.62,,85.0,,
8139-1,Racers,Power Racers,2007,9.99,19.1,,66.0,,
8140-1,Racers,Power Racers,2007,19.99,17.15,,182.0,01/01/2007,31/12/2007
8141-1,Racers,Power Racers,2007,19.99,19.51,,201.0,01/01/2007,31/12/2007
8142-1,Racers,Ferrari,2007,19.99,63.4,,167.0,01/01/2007,31/12/2008
8143-1,Racers,Ferrari,2007,49.99,280.06,,690.0,,
8144-1,Racers,Ferrari,2007,69.99,184.71,8.0,726.0,01/03/2007,31/12/2007
8145-1,Racers,Ferrari,2007,109.99,579.9,,1327.0,01/06/2007,31/07/2008
8146-1,Racers,Power Racers,2007,49.99,82.28,,598.0,01/06/2007,31/12/2007
8147-1,Racers,Tiny Turbos,2007,49.99,106.66,,796.0,01/06/2007,31/07/2008
8270-1,Technic,,2007,9.99,41.83,,106.0,,
8271-1,Technic,,2007,19.99,48.19,,200.0,,
8272-1,Technic,,2007,29.99,77.98,,331.0,,
8273-1,Technic,,2007,49.99,139.95,,805.0,01/09/2007,31/12/2008
8274-1,Technic,,2007,69.99,334.33,,1025.0,01/08/2007,31/12/2008
8275-1,Technic,,2007,149.99,555.8,,1384.0,01/09/2007,31/12/2009
8910-1,Bionicle,Toa Mahri,2007,9.99,74.27,,64.0,01/08/2007,31/07/2008
8911-1,Bionicle,Toa Mahri,2007,9.99,101.56,,68.0,01/08/2007,31/07/2008
8912-1,Bionicle,Toa Mahri,2007,9.99,124.96,,62.0,01/08/2007,31/07/2008
8913-1,Bionicle,Toa Mahri,2007,9.99,77.85,,59.0,01/08/2007,31/07/2008
8914-1,Bionicle,Toa Mahri,2007,9.99,170.4,,59.0,01/08/2007,31/07/2008
8915-1,Bionicle,Toa Mahri,2007,9.99,85.0,,63.0,01/08/2007,31/07/2008
8916-1,Bionicle,Barraki,2007,9.99,119.16,,62.0,01/01/2007,31/12/2007
8917-1,Bionicle,Barraki,2007,9.99,59.37,,53.0,01/01/2007,31/12/2007
8918-1,Bionicle,Barraki,2007,9.99,77.14,,50.0,01/01/2007,31/12/2007
8919-1,Bionicle,Barraki,2007,9.99,72.07,,58.0,01/01/2007,31/12/2007
8920-1,Bionicle,Barraki,2007,9.99,84.5,,54.0,01/01/2007,31/12/2007
8921-1,Bionicle,Barraki,2007,9.99,106.63,,47.0,01/01/2007,31/12/2007
8922-1,Bionicle,Warriors,2007,19.99,189.0,,176.0,01/08/2007,31/07/2008
8923-1,Bionicle,Warriors,2007,19.99,192.03,,165.0,01/08/2007,31/07/2008
8924-1,Bionicle,Warriors,2007,29.99,469.58,,256.0,01/08/2007,31/07/2008
8925-1,Bionicle,Playsets,2007,29.99,95.15,4.0,228.0,01/08/2007,31/07/2008
8926-1,Bionicle,Playsets,2007,49.99,81.3,6.0,401.0,01/08/2007,31/07/2008
8927-1,Bionicle,Playsets,2007,69.99,203.33,10.0,674.0,01/08/2007,31/07/2008
8929-1,Bionicle,Matoran,2007,4.99,29.25,,37.0,,
8930-1,Bionicle,Matoran,2007,4.99,22.13,,37.0,,
8931-1,Bionicle,Matoran,2007,5.0,28.5,,39.0,,
8932-1,Bionicle,Matoran,2007,4.99,29.89,,40.0,,
8934-1,Bionicle,Accessories,2007,1.99,9.72,,7.0,,
8935-1,Bionicle,Warriors,2007,14.99,169.21,,116.0,01/01/2007,31/12/2007
8939-1,Bionicle,Warriors,2007,19.99,265.19,,149.0,01/08/2007,31/12/2007
8940-1,Bionicle,Warriors,2007,39.99,302.0,,373.0,01/08/2007,31/12/2007
9222-1,Education,Duplo,2007,39.99,77.71,16.0,16.0,,
9241-1,Education,,2007,39.99,34.0,,360.0,,
9797-1,Education,,2007,250.0,425.0,,431.0,,
10178-1,Star Wars,Episode V,2007,129.99,473.12,4.0,1137.0,01/10/2007,31/12/2010
10179-1,Star Wars,Ultimate Collector Series,2007,499.99,2396.91,5.0,5197.0,01/10/2007,31/12/2009
10181-1,Creator Expert,Buildings,2007,199.99,1787.82,,3428.0,01/08/2007,31/12/2009
10182-1,Creator Expert,Modular Buildings Collection,2007,139.99,3315.0,3.0,2056.0,08/04/2007,31/12/2009
10183-1,Factory,Trains,2007,100.0,538.64,,1080.0,,
10190-1,Creator Expert,Modular Buildings Collection,2007,89.99,2857.28,3.0,1248.0,,
66208-1,Creator,Product Collection,2007,19.99,39.7,,323.0,01/10/2007,31/12/2007
4521221-1,Star Wars,Minifig Pack,2007,0.0,1590.64,1.0,1.0,,
DUCK75-1,Promotional,LEGO brand stores,2007,0.0,24.42,,44.0,,
MS1038-1,Mindstorms,NXT,2007,54.99,33.54,,1.0,,
MS1040-1,Mindstorms,NXT,2007,54.99,45.0,,1.0,,
MS1042-1,Mindstorms,NXT,2007,49.99,55.0,,1.0,,
MS1044-1,Mindstorms,NXT,2007,54.99,35.0,,1.0,,
MS1046-1,Mindstorms,NXT,2007,54.99,33.72,,1.0,,
10232-1,Creator Expert,Modular Buildings Collection,2013,149.99,281.41,6.0,2196.0,01/03/2013,31/12/2017
10233-1,Creator Expert,Trains,2013,129.99,270.84,6.0,1351.0,01/01/2013,31/12/2014
10234-1,Creator Expert,Buildings,2013,319.99,376.76,,2989.0,01/09/2013,31/12/2016
10235-1,Creator Expert,Winter Village,2013,99.99,178.79,9.0,1261.0,01/10/2013,31/12/2014
10236-1,Star Wars,Ultimate Collector Series,2013,249.99,445.59,17.0,1990.0,01/09/2013,31/12/2016
10237-1,The Lord of the Rings,The Two Towers,2013,199.99,410.31,5.0,2359.0,01/07/2013,31/07/2015
10240-1,Star Wars,Ultimate Collector Series,2013,199.99,369.09,1.0,1559.0,01/06/2013,31/12/2015
10500-1,Duplo,,2013,29.99,27.4,2.0,44.0,01/01/2013,31/12/2014
10501-1,Duplo,Zoo,2013,4.99,8.12,,5.0,,
10502-1,Duplo,Zoo,2013,29.99,42.27,2.0,19.0,,
10503-1,Duplo,Circus,2013,14.99,23.62,1.0,25.0,,
10504-1,Duplo,Circus,2013,34.99,60.0,3.0,62.0,01/01/2013,31/12/2014
10505-1,Duplo,,2013,59.99,80.0,3.0,83.0,01/01/2013,30/09/2014
10506-1,Duplo,Trains,2013,19.99,30.44,,24.0,01/06/2013,30/09/2014
10507-1,Duplo,Trains,2013,44.99,80.84,2.0,52.0,01/06/2013,31/01/2014
10508-1,Duplo,Trains,2013,109.99,140.07,3.0,134.0,01/06/2013,31/01/2015
10509-1,Duplo,Disney Planes,2013,14.99,26.26,2.0,16.0,,
10510-1,Duplo,Disney Planes,2013,24.99,18.52,2.0,40.0,,
10511-1,Duplo,Disney Planes,2013,39.99,67.64,3.0,53.0,01/07/2013,31/12/2014
10512-1,Duplo,Jake and the Never Land Pirates,2013,14.99,15.02,1.0,22.0,,
10513-1,Duplo,Jake and the Never Land Pirates,2013,24.99,41.09,2.0,37.0,01/06/2013,31/12/2014
10514-1,Duplo,Jake and the Never Land Pirates,2013,39.99,74.59,2.0,56.0,01/06/2013,31/12/2015
10515-1,Duplo,Disney Princess,2013,29.99,71.34,1.0,39.0,01/01/2013,31/12/2014
10516-1,Duplo,Disney Princess,2013,14.99,22.89,2.0,30.0,,
10517-1,Duplo,,2013,12.99,50.0,1.0,38.0,,
10518-1,Duplo,Construction,2013,19.99,25.1,2.0,43.0,,
10519-1,Duplo,,2013,19.99,33.19,1.0,16.0,,
10520-1,Duplo,,2013,19.99,51.1,1.0,12.0,,
10550-1,Duplo,Circus,2013,19.99,13.99,1.0,9.0,,
10552-1,Duplo,,2013,19.99,33.28,,40.0,,
10553-1,Duplo,,2013,12.99,16.63,,17.0,,
10554-1,Duplo,,2013,14.99,17.9,,15.0,,
10556-1,Duplo,,2013,44.99,27.76,2.0,106.0,01/06/2013,31/12/2013
