set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,RRP (USD),Year,Theme,Pieces
10156-1,104.13284215476604,104.13284215476604,104.13284215476604,1.0,39.18977930555711,39.18977930555711,39.18977930555711,1.0,15.0,2004,Town,105.0
10178-1,550.0,761.4014265079667,620.8517136291049,3.0,215.0,521.543,306.5319750261379,8.0,129.99,2007,Star Wars,1137.0
10179-1,3247.1531424604464,3247.1531424604464,3247.1531424604464,1.0,1034.3329586749503,1736.44,1483.4412439444368,3.0,499.99,2007,Star Wars,5197.0
10181-1,2238.2962523373903,2238.2962523373903,2238.2962523373903,1.0,335.9123940476324,1119.7079801587745,651.870124735469,3.0,199.99,2007,Creator Expert,3428.0
10183-1,450.0,615.839389087326,560.559592724884,4.0,382.416874647774,382.416874647774,382.416874647774,1.0,100.0,2007,Factory,1080.0
10184-1,425.48903246033433,615.839389087326,481.47443146827305,4.0,198.1883124881031,329.76,260.75349584028487,4.0,149.99,2008,Creator Expert,1981.0
10186-1,390.0,390.0,390.0,1.0,275.0,275.0,275.0,1.0,89.99,2008,Star Wars,1085.0
10187-1,985.3430225397216,985.3430225397216,985.3430225397216,1.0,691.3077069500274,691.3077069500274,691.3077069500274,1.0,119.99,2008,Creator Expert,1626.0
10188-1,727.8101871032035,950.0,826.5925467758009,4.0,669.5853721349472,669.5853721349472,669.5853721349472,1.0,399.99,2008,Star Wars,3803.0
10189-1,1244.1187338342158,1244.1187338342158,1244.1187338342158,1.0,376.2218813333483,500.0,455.74952747534303,4.0,299.99,2008,Creator Expert,5922.0
10193-1,446.7634840833511,644.0,512.9914776141654,3.0,290.0,353.7858813364914,311.26196044549715,3.0,99.99,2009,Castle,1601.0
10195-1,1769.138608650864,2385.583554732577,2145.268425105844,3.0,1175.0,1585.9772033015909,1380.488601650795,2.0,249.99,2009,Star Wars,1758.0
10196-1,1543.0856345436491,1543.0856345436491,1543.0856345436491,1.0,2000.0,9937.4714864611,5968.735743230551,2.0,249.99,2009,Creator Expert,3263.0
10197-1,311.39078928215525,919.08,649.5568952068337,7.0,587.8466895833567,671.8247880952648,629.8357388393108,2.0,149.99,2009,Creator Expert,2231.0
10198-1,415.6374691240737,895.7663841270197,570.7918343336111,4.0,179.15327682540394,242.9206462954461,211.03696156042503,2.0,149.99,2009,Star Wars,1408.0
10199-1,245.0,284.0,269.63859931996404,4.0,140.0,159.797,149.8985,2.0,59.99,2009,Creator Expert,815.0
10200-1,134.35376053925137,134.35376053925137,134.35376053925137,3.0,75.0,134.1813595255347,104.59067976276737,2.0,69.99,2008,Factory,893.0
10210-1,1375.0,1375.0,1375.0,1.0,1200.0,1200.0,1200.0,1.0,179.99,2010,Creator Expert,1664.0
10211-1,301.31341746072627,951.7517831349584,584.8270667461247,8.0,372.4061908805172,615.839389087326,482.63853450993855,6.0,149.99,2010,Creator Expert,2182.0
10212-1,1287.6641771825907,1287.6641771825907,1287.6641771825907,1.0,559.8427929995858,1034.3329586749503,755.3335132566004,3.0,259.99,2010,Star Wars,2503.0
10214-1,201.54743642857943,619.1873159480008,351.4968977888607,42.0,125.0,261.6536510747927,206.4055685488832,8.0,239.99,2010,Creator Expert,4287.0
10215-1,503.8685910714486,503.8685910714486,503.8685910714486,1.0,212.7333191503656,344.7776528916502,271.26051789139615,6.0,99.99,2010,Star Wars,676.0
10216-1,373.2770493455307,391.8865959757695,382.5818226606501,4.0,268.13245743397243,310.2998876024852,292.11909924695715,3.0,54.99,2010,Creator Expert,687.0
10217-1,369.5036334523956,515.6800962655736,436.72790990598975,3.0,327.5387702470677,327.5387702470677,327.5387702470677,1.0,149.99,2011,Harry Potter,2025.0
10218-1,222.8218880515961,600.0,420.7795702852121,23.0,250.0,391.8977930555711,310.9359420591533,10.0,149.99,2011,Creator Expert,2032.0
10220-1,155.0,335.9011969678308,226.0108794590656,75.0,83.9780985119081,190.0,134.05253403958991,14.0,119.99,2011,Creator Expert,1334.0
10221-1,1287.6641771825907,1700.0,1495.8880590608635,3.0,900.0,1012.0,945.2530278769964,3.0,399.99,2011,Star Wars,3152.0
10222-1,558.7342820992285,1300.0,929.3671410496142,2.0,328.3624554974602,328.3624554974602,328.3624554974602,1.0,69.99,2011,Creator Expert,822.0
10223-1,481.41844606926514,644.0,559.0567813673773,4.0,315.0,315.0,315.0,1.0,119.99,2012,Castle,1575.0
10224-1,839.4385851917452,1206.3258117131822,1071.184924997204,6.0,576.9651842860455,799.0,700.9845109120998,6.0,199.99,2012,Creator Expert,2766.0
10225-1,224.99,481.99915874252696,320.04448081432673,9.0,110.85109003571868,358.31,228.86210846073985,8.0,179.99,2012,Star Wars,2127.0
10226-1,201.27203928830207,369.5036334523956,302.01298133092223,5.0,145.5620374206407,145.5620374206407,145.5620374206407,1.0,99.99,2012,Creator Expert,883.0
10227-1,593.767813034391,805.0881571532083,699.4279850937996,2.0,391.7858160744822,472.3453844615608,429.1638725304223,4.0,199.99,2012,Star Wars,1487.0
10228-1,518.4767732066662,649.3746430930814,583.9257081498738,3.0,419.99,482.68181849525246,443.8148118879683,4.0,179.99,2012,Monster Fighters,2064.0
10229-1,282.60812876037414,559.8539900793872,396.29646104294864,9.0,312.82120033963446,344.7776528916502,328.79942661564235,2.0,99.99,2012,Creator Expert,1490.0
10230-1,205.0,279.95,242.475,2.0,127.726,158.5977203301591,143.16186016507953,2.0,79.99,2012,Promotional,1356.0
10231-1,559.8539900793872,559.8539900793872,559.8539900793872,1.0,240.4021601191856,240.4021601191856,240.4021601191856,1.0,99.99,2011,Creator Expert,1230.0
10232-1,320.961811985079,1208.4262392216178,597.9423553782409,8.0,259.99,559.8539900793872,372.6001888613158,7.0,149.99,2013,Creator Expert,2196.0
10233-1,215.5529272999581,370.3434144375147,324.9941876755876,6.0,260.6843336163621,260.6843336163621,260.6843336163621,1.0,129.99,2013,Creator Expert,1351.0
10234-1,391.8977930555711,644.0,513.391840627331,10.0,260.6843336163621,260.6843336163621,260.6843336163621,1.0,319.99,2013,Creator Expert,2989.0
10236-1,422.241879317874,844.3833894654605,689.7876583430824,5.0,263.3411712786424,344.7776528916502,304.0594120851463,2.0,249.99,2013,Star Wars,1990.0
10240-1,288.816,763.6948355855505,448.63686706607695,10.0,223.9303989519533,335.9123940476324,270.7862288282265,4.0,199.99,2013,Star Wars,1559.0
10241-1,600.0,600.0,600.0,1.0,279.9269950396936,279.9269950396936,279.9269950396936,1.0,149.99,2014,Creator Expert,1518.0
10242-1,207.1459763293733,300.0,261.69371090419617,10.0,120.92846185714764,166.626412258809,148.08600197972572,3.0,99.99,2014,Creator Expert,1077.0
10243-1,365.87,559.8539900793872,455.0177124154904,68.0,279.9269950396936,498.2700511706547,359.1294495112371,5.0,159.99,2014,Creator Expert,2469.0
10244-1,246.32455855512885,450.0,314.2547851333356,7.0,210.9349680391116,210.9349680391116,210.9349680391116,1.0,149.99,2014,Creator Expert,1746.0
10245-1,203.6873037597617,310.0,242.9229459587407,9.0,158.7589936095098,257.53283543651816,199.07970998924452,4.0,69.99,2014,Creator Expert,883.0
10246-1,388.8575799049996,599.99,511.377072849245,10.0,324.7153142460446,503.8685910714486,415.2760965376684,4.0,159.99,2015,Creator Expert,2262.0
10247-1,334.7926860674736,530.0,423.4939946814675,17.0,249.99,379.2554181808152,313.7525128657288,9.0,199.99,2015,Creator Expert,2464.0
10248-1,402.1086039043941,447.87199498370825,424.9902994440512,2.0,279.0,400.0,338.1511329379456,3.0,99.99,2015,Creator Expert,1158.0
10249-1,160.31588395133952,330.0,227.95663823073969,11.0,134.1813595255347,134.1813595255347,134.1813595255347,1.0,79.99,2015,Creator Expert,898.0
10251-1,518.4767732066662,670.1810065073236,603.2122953447865,6.0,414.2919526587466,615.839389087326,488.8257052018108,7.0,169.99,2016,Creator Expert,2380.0
10252-1,146.168,335.9011969678308,205.5151024216765,84.0,93.9269516678743,145.0021834305613,120.56664825068935,9.0,99.99,2016,Creator Expert,1167.0
10253-1,446.7522870035495,828.0,557.2805532141217,5.0,196.5232621482406,330.0,263.2616310741203,2.0,249.99,2016,Creator Expert,4163.0
10255-1,271.5830716796823,900.0,402.6130821980572,223.0,258.5204178750182,474.98,337.7789271574982,8.0,279.99,2017,Creator Expert,4002.0
10256-1,446.7634840833511,724.4398660829256,549.4612688721331,41.0,220.0,360.5496068197597,279.41056027723374,4.0,369.99,2017,Creator Expert,5923.0
10257-1,336.56302416685986,503.8685910714486,422.3554038095771,4.0,268.3627190510694,449.0,356.1869347023219,4.0,199.99,2017,Creator Expert,2670.0
10258-1,120.0,390.0,217.0880845295385,152.0,75.0,111.97079801587746,93.48539900793872,2.0,139.99,2017,Creator Expert,1686.0
10259-1,160.31588395133952,335.9011969678308,252.1723855500568,13.0,175.7941528849276,175.7941528849276,175.7941528849276,1.0,79.99,2017,Creator Expert,902.0
10260-1,307.919694543663,559.8427929995858,397.471371286036,71.0,256.4131274563594,391.8977930555711,313.6277898183856,6.0,169.99,2018,Creator Expert,2480.0
10261-1,415.9622145291576,759.99,536.7458992452611,76.0,310.2998876024852,360.5496068197597,334.94983147408163,3.0,379.99,2018,Creator Expert,4124.0
10262-1,152.60838953060204,450.541708823604,265.05766564839,81.0,106.37225811508358,200.0,139.85920335376147,9.0,149.99,2018,Creator Expert,1290.0
10264-1,283.62381016222014,600.0,360.803489966327,99.0,246.3357556349304,335.9123940476324,278.5639403502266,5.0,199.99,2019,Creator Expert,2569.0
10265-1,115.61241631106216,559.8427929995858,219.6077227966419,1039.0,90.0,976.1737024511422,252.9138043833199,7.0,149.99,2019,Creator Expert,1471.0
10266-1,99.99,300.0,156.43966096597137,102.0,75.56125362505459,137.90416560360225,97.30125035762364,7.0,99.99,2019,Creator Expert,1087.0
10267-1,100.1974274695872,559.8427929995858,201.39398335037825,134.0,128.52,128.52,128.52,1.0,99.99,2019,Creator Expert,1477.0
10268-1,210.4145976861331,372.4061908805172,304.22414042077764,11.0,223.94159603175493,261.57520494766885,242.7584004897119,2.0,199.99,2018,Creator Expert,826.0
10269-1,115.0,186.99,151.6474810015812,215.0,70.0,100.21386422421033,86.59683421230409,3.0,99.99,2019,Creator Expert,1023.0
10270-1,203.65,559.8427929995858,293.9846644271052,124.0,172.3888264458251,291.1240748412814,210.4943220862222,10.0,179.99,2020,Creator Expert,2504.0
10271-1,61.65995536589981,223.9303989519533,142.65951736669484,273.0,65.50775404941353,100.21386422421033,86.59236286898698,3.0,89.99,2020,Creator Expert,960.0
10272-1,320.8886843833703,558.7342820992285,498.7614793528933,8.0,391.8977930555711,391.8977930555711,391.8977930555711,1.0,299.99,2020,Creator Expert,3898.0
10273-1,305.0006703311436,538.94,381.6574966180006,147.0,268.3627190510694,390.9892598054551,325.3248694904425,4.0,249.99,2020,Creator Expert,3231.0
10274-1,159.95028496568094,479.99,284.22173768368947,142.0,167.7266994069184,206.8596961819323,179.19741357614276,4.0,199.99,2020,Creator Expert,2352.0
10277-1,135.0,559.8427929995858,206.8921655938337,78.0,134.36495761905294,197.06860450794431,164.79896795887748,4.0,99.99,2020,Creator Expert,1271.0
10278-1,263.55985049244674,434.43549922180296,329.5277191446297,64.0,279.9269950396936,279.9269950396936,279.9269950396936,1.0,199.99,2021,Creator Expert,2923.0
10282-1,61.65995536589981,156.75911722222844,113.47713835878092,34.0,42.0,61.583938908732605,51.7919694543663,2.0,79.99,2021,Creator Expert,731.0
10283-1,183.8083107180753,600.0,267.4105479012406,251.0,174.99,222.8218880515961,198.90594402579808,2.0,199.99,2021,Creator Expert,2354.0
10284-1,275.92830026240165,472.99,394.62484472920215,13.0,291.06808944227345,291.06808944227345,291.06808944227345,1.0,349.99,2021,Creator Expert,5509.0
10290-1,100.1974274695872,500.0,213.9660152944156,63.0,106.37225811508358,156.74792014242686,123.16414545753136,3.0,129.99,2021,Creator Expert,1677.0
10292-1,264.8,374.2223192428236,312.31575731574577,5.0,291.1240748412814,291.1240748412814,291.1240748412814,1.0,149.99,2021,Creator Expert,2048.0
10294-1,552.3704334861858,1583.3132061294043,1091.2455402805808,11.0,742.3081642212513,742.3081642212513,742.3081642212513,1.0,629.99,2021,Creator Expert,9090.0
10295-1,135.0,450.0,221.57881195465595,144.0,100.77371821428972,145.23841444340172,123.00606632884572,2.0,149.99,2021,Creator Expert,1458.0
10297-1,194.7642454847776,427.5,296.01328971261034,114.0,200.0,302.32115464286915,251.16057732143457,2.0,199.99,2022,Creator Expert,3066.0
10402-1,11.18588272178616,13.404717816600918,12.217834919910883,3.0,10.0,12.876641771825907,11.438320885912956,3.0,9.99,2018,Classic,186.0
10403-1,15.631123403016494,33.54533988138368,23.666523939231563,10.0,11.172185726415517,11.172185726415517,11.172185726415517,1.0,19.99,2018,Classic,295.0
10404-1,37.24061908805172,50.21,43.72530954402586,2.0,25.0,25.0,25.0,1.0,29.99,2018,Classic,579.0
10507-1,95.17517831349583,95.17517831349583,95.17517831349583,1.0,47.3609305475634,47.3609305475634,47.3609305475634,1.0,44.99,2013,Duplo,52.0
10510-1,39.18977930555711,40.86934127579527,40.02956029067619,3.0,19.0,19.0,19.0,1.0,24.99,2013,Duplo,40.0
10521-1,5.598539900793873,5.598539900793873,5.598539900793873,3.0,9.013649240278136,9.013649240278136,9.013649240278136,1.0,6.99,2014,Duplo,9.0
10529-1,24.63357556349304,24.63357556349304,24.63357556349304,1.0,16.795619702381618,16.795619702381618,16.795619702381618,1.0,14.99,2014,Duplo,16.0
10543-1,39.18977930555711,39.18977930555711,39.18977930555711,1.0,13.404717816600918,20.60262683492145,17.003672325761187,2.0,19.99,2014,Duplo,19.0
10544-1,67.09067976276735,67.09067976276735,67.09067976276735,1.0,27.575316678274184,36.95036334523956,32.26284001175687,2.0,29.99,2014,Duplo,40.0
10558-1,27.99269950396937,27.99269950396937,27.99269950396937,1.0,8.386334970345919,22.39415960317549,17.12770713614762,5.0,19.99,2013,Duplo,31.0
10567-1,27.99269950396937,27.99269950396937,27.99269950396937,1.0,18.78539033357486,18.78539033357486,18.78539033357486,1.0,19.99,2014,Duplo,18.0
10573-1,22.39415960317549,22.39415960317549,22.39415960317549,1.0,10.721090626090223,15.45197012619109,13.086530376140658,3.0,14.99,2014,Duplo,25.0
10592-1,27.98150242416777,27.98150242416777,27.98150242416777,1.0,24.63357556349304,28.94279089017764,26.788183226835336,2.0,24.99,2015,Duplo,26.0
10602-1,47.027735166668535,47.027735166668535,47.027735166668535,1.0,41.40415326766147,51.50656708730363,46.45536017748255,2.0,29.99,2015,Duplo,38.0
10661-1,23.58105006214379,23.58105006214379,23.58105006214379,1.0,3.86523194750809,15.437963138894164,7.030639017280452,5.0,9.99,2013,Bricks and More,90.0
10665-1,7.36,34.95,23.430500808055925,4.0,9.0,14.55620374206407,10.925309282081397,7.0,12.99,2014,Juniors,55.0
10672-1,93.5555798107059,93.5555798107059,93.5555798107059,1.0,15.0,35.0,24.640371797618663,9.0,29.99,2014,Juniors,150.0
10674-1,47.016538086866944,47.016538086866944,47.016538086866944,2.0,15.0,32.19160442956477,22.397201476521587,3.0,29.99,2014,Juniors,306.0
10686-1,36.39050935516018,44.99,40.690254677580086,3.0,25.323620979875173,34.43853315599468,29.881077067934925,2.0,29.99,2015,Juniors,226.0
10692-1,12.204,23.58105006214379,17.892525031071898,5.0,8.03746343557953,15.45197012619109,11.74471678088531,2.0,16.99,2015,Classic,221.0
10694-1,25.323620979875173,35.0,30.161810489937587,6.0,9.6489815634812,9.6489815634812,9.6489815634812,1.0,19.99,2015,Classic,303.0
10696-1,13.418135952553472,49.98,29.74036977740365,243.0,9.853430225397217,25.75328354365181,16.43694740437125,7.0,34.99,2015,Classic,484.0
10698-1,19.75,109.96876014735358,58.16704941884003,46.0,27.762,27.762,27.762,1.0,59.99,2015,Classic,790.0
10701-1,10.5,37.3243458106126,17.762602729651405,488.0,16.795619702381618,16.795619702381618,16.795619702381618,6.0,14.99,2015,Classic,1.0
10706-1,3.6,10.99,7.102749293650883,3.0,4.025440785766041,4.025440785766041,4.025440785766041,1.0,4.99,2017,Classic,78.0
10707-1,4.491,14.50021834305613,9.122211344881254,4.0,5.150656708730363,5.150656708730363,5.150656708730363,1.0,4.99,2017,Classic,55.0
10708-1,6.348744247500252,6.348744247500252,6.348744247500252,2.0,5.150656708730363,6.0,5.545741937169453,3.0,4.99,2017,Classic,66.0
10709-1,7.47,7.7595763025003075,7.614788151250154,3.0,5.542554501785935,5.542554501785935,5.542554501785935,1.0,4.99,2017,Classic,60.0
10712-1,25.0,37.24061908805172,31.12030954402586,2.0,16.0,24.12754014935768,20.063770074678843,2.0,19.99,2018,Classic,244.0
10713-1,11.75,23.64823254095332,20.615249860494625,87.0,12.31678778174652,12.31678778174652,12.31678778174652,1.0,19.99,2018,Classic,213.0
10717-1,69.892,86.56462394607486,76.41254755213174,5.0,45.0,45.0,45.0,1.0,59.99,2018,Classic,1500.0
10720-1,26.81700612480265,26.81700612480265,26.81700612480265,1.0,6.888657504775171,11.197079801587746,9.014467049211037,3.0,9.99,2016,Juniors,63.0
10726-1,16.78442262258003,25.0,20.892211311290016,4.0,8.957663841270197,19.31496265773886,12.507364674093017,7.0,12.99,2016,Juniors,58.0
10727-1,50.37678173532343,54.30583703770057,52.341309386512,2.0,17.75365760972829,24.134435702415512,20.9440466560719,3.0,19.99,2016,Juniors,136.0
10728-1,50.38685910714486,50.38685910714486,50.38685910714486,1.0,13.875694388535544,24.997,19.164334644187136,3.0,29.99,2016,Juniors,173.0
10731-1,20.14466627103652,20.14466627103652,20.14466627103652,1.0,9.23759083630989,22.0,12.939490567431143,4.0,9.99,2017,Juniors,59.0
10736-1,52.8,52.8,52.8,1.0,26.836271905106944,41.2052536698429,32.70813139373746,4.0,24.99,2017,Juniors,94.0
10737-1,28.284,28.284,28.284,1.0,14.55620374206407,14.55620374206407,14.55620374206407,1.0,14.99,2017,Juniors,63.0
10739-1,37.24061908805172,37.24061908805172,37.24061908805172,1.0,10.2,16.795619702381618,13.497809851190809,2.0,19.99,2017,Juniors,108.0
10742-1,37.24061908805172,37.24061908805172,37.24061908805172,1.0,13.380510362897356,13.380510362897356,13.380510362897356,1.0,19.99,2017,Juniors,95.0
10743-1,5.598539900793873,78.368,23.7909049255954,4.0,21.21846622400878,30.17738775729276,25.697926990650767,2.0,19.99,2017,Juniors,116.0
10746-1,50.0,50.0,50.0,1.0,13.418135952553472,25.0,17.932240770048065,3.0,19.99,2017,Juniors,100.0
10747-1,37.24061908805172,38.0140859263904,37.62735250722106,2.0,27.253942618278543,27.253942618278543,27.253942618278543,1.0,29.99,2017,Juniors,143.0
10748-1,13.372672407036244,16.78442262258003,15.078547514808138,24.0,6.205997752049703,11.172185726415517,9.335542443926938,3.0,9.99,2018,Juniors,67.0
10749-1,24.793693804655742,37.24061908805172,31.01715644635373,2.0,10.0,15.378586357590724,13.459528785863576,3.0,19.99,2018,Juniors,115.0
10750-1,19.133,19.133,19.133,1.0,7.006460193805814,12.876641771825907,9.027242875075755,4.0,9.99,2018,Juniors,73.0
10751-1,24.622378483691453,37.24061908805172,32.93266585724773,3.0,9.0,25.75328354365181,16.114675522812387,4.0,19.99,2018,Juniors,115.0
10753-1,8.714304866604103,44.68874290566207,26.701523886133085,2.0,22.99,29.4,26.195,2.0,24.99,2018,Juniors,151.0
10755-1,25.185,35.626068782063456,30.40553439103173,2.0,13.404717816600918,16.088345007111613,14.746531411856266,2.0,19.99,2018,Juniors,131.0
10756-1,24.232,42.219,34.322854516593715,6.0,20.962,20.962,20.962,1.0,19.99,2018,Juniors,84.0
10757-1,26.986,50.37566202734328,39.19274384302727,8.0,26.86,26.86,26.86,1.0,24.99,2018,Juniors,85.0
10758-1,69.994,145.50605202163274,99.09008659265707,7.0,49.26715112698608,53.67254381021389,51.46984746859998,2.0,49.99,2018,Juniors,150.0
10760-1,73.0,73.0,73.0,1.0,30.178729570888013,30.178729570888013,30.178729570888013,1.0,24.99,2018,Juniors,149.0
10766-1,10.17814553964326,29.99,16.623523641034417,21.0,8.937748581132414,15.45197012619109,12.194859353661752,2.0,9.99,2019,Toy Story,69.0
10767-1,22.34437145283104,39.18977930555711,31.192219804361944,6.0,15.99,20.12720392883021,18.24583782428536,3.0,19.99,2019,Toy Story,120.0
10769-1,39.17858222575553,82.8,56.010389821844434,12.0,10.455411534229665,33.53192174543112,21.9936666398304,2.0,34.99,2019,Toy Story,178.0
10771-1,29.79249527044138,44.78831920635098,37.67381692193808,11.0,14.65,20.12720392883021,17.77179795437935,6.0,19.99,2019,Toy Story,98.0
10774-1,27.00968364682948,35.8194582852792,32.94817477783881,6.0,18.114483535947187,25.75328354365181,21.933883539799503,2.0,19.99,2021,Disney,88.0
10776-1,33.83533574443785,67.18247880952647,58.18217358959924,106.0,26.836271905106944,26.836271905106944,26.836271905106944,1.0,39.99,2021,Disney,144.0
10781-1,8.397809851190809,24.99,13.719114332448765,35.0,12.876641771825907,12.876641771825907,12.876641771825907,1.0,9.99,2022,Marvel Super Heroes,59.0
10803-1,50.38685910714486,50.38685910714486,50.38685910714486,1.0,37.965,41.2052536698429,39.585126834921454,2.0,29.99,2016,Duplo,40.0
10804-1,96.82560962893449,96.82560962893449,96.82560962893449,1.0,65.0,65.0,65.0,1.0,49.99,2016,Duplo,86.0
10808-1,13.996349751984685,13.996349751984685,13.996349751984685,1.0,15.664714642421258,19.31496265773886,17.48983865008006,2.0,9.99,2016,Duplo,13.0
10812-1,44.78831920635098,44.78831920635098,44.78831920635098,1.0,15.786976849187798,43.036,25.890227299107902,4.0,19.99,2016,Duplo,28.0
10818-1,29.11240748412814,29.11240748412814,29.11240748412814,1.0,20.60262683492145,20.60262683492145,20.60262683492145,1.0,19.99,2016,Duplo,29.0
10822-1,69.17203891282338,69.17203891282338,69.17203891282338,1.0,38.62992531547772,38.62992531547772,38.62992531547772,1.0,29.99,2016,Duplo,30.0
10826-1,54.86569102777995,54.86569102777995,54.86569102777995,1.0,31.703029815098084,31.703029815098084,31.703029815098084,1.0,34.99,2016,Duplo,44.0
10829-1,39.18977930555711,44.72264712986072,41.03406858032498,4.0,25.75328354365181,39.18977930555711,32.471531424604464,2.0,19.99,2016,Duplo,18.0
10831-1,16.795619702381618,16.795619702381618,16.795619702381618,1.0,11.758398718098617,11.758398718098617,11.758398718098617,1.0,9.99,2016,Duplo,19.0
10837-1,50.38685910714486,50.38685910714486,50.38685910714486,1.0,45.0,45.0,45.0,1.0,29.99,2017,Duplo,45.0
10847-1,23.513867583334267,29.79249527044138,26.653181426887823,3.0,11.123634704666827,16.73963430337368,13.931634504020254,2.0,19.99,2017,Duplo,23.0
10857-1,59.58499054088276,59.58499054088276,59.58499054088276,1.0,125.0,125.0,125.0,1.0,29.99,2017,Duplo,31.0
10868-1,55.86092863207759,55.86092863207759,55.86092863207759,1.0,38.62992531547772,38.62992531547772,38.62992531547772,1.0,29.99,2018,Duplo,59.0
10870-1,20.67976362044118,20.67976362044118,20.67976362044118,1.0,12.259682674758425,12.259682674758425,12.259682674758425,1.0,9.99,2018,Duplo,16.0
10871-1,40.129,40.129,40.129,1.0,26.87299152381059,26.87299152381059,26.87299152381059,1.0,24.99,2018,Duplo,29.0
10872-1,20.88591295390162,58.22481496825628,32.826351786120846,1921.0,12.596714776786214,12.596714776786214,12.596714776786214,1.0,24.99,2018,Duplo,26.0
10874-1,71.10145674008218,132.1255416587354,89.09675396656553,269.0,40.30948728571589,65.77907020494916,53.04427874533253,2.0,59.99,2018,Duplo,59.0
10879-1,22.3829625233739,22.3829625233739,22.3829625233739,2.0,17.859342283532452,17.859342283532452,17.859342283532452,1.0,19.99,2018,Duplo,24.0
10886-1,30.0,30.0,30.0,1.0,75.0,75.0,75.0,1.0,19.99,2019,Duplo,34.0
10894-1,18.61286142020825,26.06843336163621,22.34064739092223,2.0,20.0,20.0,20.0,1.0,19.99,2019,Duplo,21.0
10898-1,11.18588272178616,11.18588272178616,11.18588272178616,33.0,6.449517965714541,10.762,7.957926815886417,4.0,9.99,2019,Duplo,9.0
10908-1,29.99,29.99,29.99,9.0,8.061897457143177,19.0,13.530948728571587,2.0,9.99,2019,Duplo,12.0
10921-1,49.95,49.95,49.95,4.0,49.985,49.985,49.985,1.0,29.99,2020,Duplo,30.0
10925-1,17.545824049087997,17.545824049087997,17.545824049087997,2.0,11.4210213976195,11.4210213976195,11.4210213976195,1.0,14.99,2020,Duplo,17.0
10927-1,14.433035864246603,14.433035864246603,14.433035864246603,5.0,11.525971607752007,11.525971607752007,11.525971607752007,1.0,9.99,2020,Duplo,18.0
10933-1,145.55084034083913,162.3576571230223,156.58529231376457,18.0,95.17517831349583,95.17517831349583,95.17517831349583,1.0,129.99,2020,Duplo,123.0
10937-1,257.4768500375102,438.9,351.2722638657844,14.0,197.372,197.372,197.372,1.0,159.99,2013,DC Comics Super Heroes,1619.0
10941-1,21.99,44.78831920635098,37.67669414616668,15.0,25.0,25.0,25.0,1.0,29.99,2021,Duplo,22.0
10944-1,18.61286142020825,39.18977930555711,25.99361970391613,270.0,15.116057732143457,15.116057732143457,15.116057732143457,1.0,19.99,2021,Duplo,23.0
10949-1,7.558028866071728,11.18588272178616,9.415972616518031,479.0,7.830117905250311,7.830117905250311,7.830117905250311,1.0,9.99,2021,Duplo,11.0
10950-1,63.23998701138743,63.23998701138743,63.23998701138743,4.0,17.71937878601261,17.71937878601261,17.71937878601261,1.0,19.99,2021,Duplo,27.0
10954-1,14.55620374206407,31.35182344444569,21.18425000571176,47.0,20.60262683492145,20.60262683492145,20.60262683492145,1.0,19.99,2021,Duplo,23.0
10955-1,17.906370018699125,22.3829625233739,20.14466627103652,40.0,10.637225811508358,10.637225811508358,10.637225811508358,1.0,19.99,2021,Duplo,15.0
11001-1,7.175986047283303,29.48,13.178359179694825,9.0,7.725985063095545,7.725985063095545,7.725985063095545,1.0,9.99,2019,Classic,123.0
11006-1,4.322,7.79,5.566076640735564,35.0,3.0,3.0,3.0,1.0,4.99,2020,Classic,52.0
1128-1,21.834305613096102,21.834305613096102,21.834305613096102,1.0,10.077371821428972,10.077371821428972,10.077371821428972,1.0,14.0,1999,Seasonal,21.0
1253-1,25.652509825437527,25.652509825437527,25.652509825437527,1.0,8.397809851190809,8.397809851190809,8.397809851190809,1.0,6.25,1999,Town,102.0
1254-1,61.583938908732605,61.583938908732605,61.583938908732605,1.0,21.834305613096102,30.791969454366303,26.313137533731204,2.0,13.0,1999,Town,159.0
1256-1,95.3095432711149,95.3095432711149,95.3095432711149,1.0,25.19342955357243,36.95036334523956,29.06598439127076,5.0,20.0,1999,Town,144.0
1353-1,67.1712817297249,67.1712817297249,67.1712817297249,1.0,20.60262683492145,26.87299152381059,23.252602387963886,3.0,20.0,2001,Studios,166.0
1354-1,23.0,26.0,24.5,2.0,11.59,28.0,19.795,2.0,10.0,2001,Studios,94.0
1360-1,30.881546092779,30.881546092779,30.881546092779,1.0,7.837955861111422,7.837955861111422,7.837955861111422,1.0,3.0,2001,Studios,22.0
1363-1,16.78442262258003,16.78442262258003,16.78442262258003,2.0,2.7992699503969365,2.7992699503969365,2.7992699503969365,1.0,3.0,2001,Studios,25.0
1371-1,171.891,171.891,171.891,1.0,167.94499994401465,167.94499994401465,167.94499994401465,1.0,35.0,2001,Studios,155.0
1388-1,40.667793839366695,40.667793839366695,40.667793839366695,3.0,23.032393151866,29.56029067619165,25.92870446054336,10.0,2.0,2001,Bionicle,8.0
1463-1,72.0,72.0,72.0,1.0,9.954203943611509,21.27445162301672,15.592437492302007,4.0,2.0,1992,Castle,23.0
17101-1,159.99,224.10547437957263,192.04773718978632,2.0,96.81816150511688,123.1678778174652,112.51845907975114,3.0,159.99,2017,Boost,843.0
