Number,Theme,Subtheme,Year,RRP (USD),Value used (USD),Minifigs,Pieces,Launch date,Retired Date
71042-1,Pirates of the Caribbean,Dead Men Tell No Tales,2017,199.99,260.44,8.0,2294.0,01/04/2017,31/12/2018
71255-1,Dimensions,Team Pack,2017,24.99,49.99,2.0,105.0,12/09/2017,30/04/2018
71264-1,Dimensions,Story Pack,2017,44.99,24.21,2.0,156.0,10/02/2017,31/12/2017
71266-1,Dimensions,Fun Pack,2017,14.99,7.83,1.0,46.0,09/05/2017,31/12/2017
71267-1,Dimensions,Level Pack,2017,29.99,18.16,1.0,118.0,09/05/2017,31/12/2017
71286-1,Dimensions,Fun Pack,2017,14.99,11.43,1.0,55.0,10/02/2017,31/12/2017
71287-1,Dimensions,Fun Pack,2017,14.99,10.61,1.0,56.0,12/09/2017,30/04/2018
71343-1,Dimensions,Fun Pack,2017,14.99,5.03,1.0,56.0,12/09/2017,30/04/2018
71344-1,Dimensions,Fun Pack,2017,14.99,13.16,1.0,57.0,10/02/2017,31/12/2017
71346-1,Dimensions,Team Pack,2017,24.99,7.36,2.0,93.0,12/09/2017,30/04/2018
71348-1,Dimensions,Fun Pack,2017,14.99,7.25,1.0,64.0,09/05/2017,31/12/2017
71349-1,Dimensions,Fun Pack,2017,14.99,19.5,1.0,56.0,12/09/2017,30/04/2018
75144-1,Star Wars,Ultimate Collector Series,2017,199.99,267.22,2.0,1703.0,04/05/2017,31/12/2018
75160-1,Star Wars,MicroFighters,2017,9.99,7.33,1.0,109.0,01/01/2017,31/12/2018
75161-1,Star Wars,MicroFighters,2017,9.99,7.39,1.0,88.0,01/01/2017,31/07/2018
75162-1,Star Wars,Microfighters,2017,9.99,8.8,1.0,90.0,01/01/2017,31/12/2017
75163-1,Star Wars,Microfighters,2017,9.99,8.28,1.0,78.0,01/01/2017,31/12/2017
75164-1,Star Wars,Rogue One,2017,14.99,20.31,4.0,120.0,01/01/2017,31/12/2017
75165-1,Star Wars,Rogue One,2017,14.99,30.76,4.0,112.0,01/01/2017,31/12/2017
75166-1,Star Wars,The Force Awakens,2017,14.99,16.2,4.0,117.0,01/06/2017,31/12/2018
75167-1,Star Wars,Original Content,2017,14.99,19.75,4.0,125.0,01/06/2017,31/12/2018
75168-1,Star Wars,The Clone Wars,2017,24.99,28.82,2.0,262.0,01/01/2017,31/12/2018
75169-1,Star Wars,Episode I,2017,24.99,38.78,3.0,208.0,01/01/2017,31/12/2018
75170-1,Star Wars,Rebels,2017,29.99,99.76,3.0,269.0,01/01/2017,31/12/2017
75171-1,Star Wars,Rogue One,2017,49.99,72.71,4.0,419.0,01/01/2017,31/12/2017
75172-1,Star Wars,Rogue One,2017,59.99,72.81,5.0,691.0,01/01/2017,31/12/2018
75173-1,Star Wars,Episode IV,2017,19.99,17.95,4.0,149.0,01/01/2017,31/12/2018
75174-1,Star Wars,Episode VI,2017,29.99,49.96,4.0,277.0,01/01/2017,31/07/2018
75175-1,Star Wars,Episode VI,2017,39.99,62.4,3.0,358.0,01/01/2017,31/07/2018
75176-1,Star Wars,The Last Jedi,2017,29.99,21.97,3.0,294.0,01/09/2017,31/12/2018
75177-1,Star Wars,The Last Jedi,2017,49.99,33.59,4.0,554.0,01/09/2017,31/12/2018
75178-1,Star Wars,The Force Awakens,2017,49.99,48.88,5.0,457.0,01/06/2017,31/12/2018
75179-1,Star Wars,The Last Jedi,2017,79.99,79.72,4.0,630.0,01/09/2017,31/12/2018
75180-1,Star Wars,The Force Awakens,2017,79.99,48.5,5.0,836.0,01/06/2017,31/12/2018
75182-1,Star Wars,The Clone Wars,2017,24.99,53.43,4.0,305.0,01/06/2017,31/12/2018
75183-1,Star Wars,Episode III,2017,24.99,35.78,6.0,282.0,01/06/2017,31/07/2019
75184-1,Star Wars,Seasonal,2017,39.99,11.71,8.0,309.0,01/09/2017,31/12/2017
75185-1,Star Wars,Original Content,2017,69.99,66.57,4.0,557.0,01/06/2017,31/12/2018
75186-1,Star Wars,Original Content,2017,89.99,90.21,5.0,775.0,01/06/2017,31/12/2018
75187-1,Star Wars,The Last Jedi,2017,99.99,82.44,1.0,1106.0,01/09/2017,31/07/2019
75188-3,Star Wars,The Last Jedi,2017,109.99,108.58,5.0,778.0,01/09/2017,31/12/2018
75189-1,Star Wars,The Last Jedi,2017,149.99,116.6,5.0,1376.0,01/09/2017,31/07/2019
75190-1,Star Wars,The Last Jedi,2017,159.99,168.4,7.0,1416.0,,
75191-1,Star Wars,Episode II,2017,99.99,178.9,4.0,825.0,01/06/2017,31/12/2018
75192-1,Star Wars,Ultimate Collector Series,2017,799.99,677.01,8.0,7541.0,01/10/2017,31/12/2023
75523-1,Star Wars,Buildable Figures,2017,24.99,27.44,,89.0,01/01/2017,31/12/2017
75524-1,Star Wars,Buildable Figures,2017,24.99,5.0,,87.0,01/01/2017,31/12/2017
75525-1,Star Wars,Buildable Figures,2017,24.99,7.92,,148.0,01/01/2017,31/12/2017
75526-1,Star Wars,Buildable Figures,2017,19.99,15.01,,94.0,01/09/2017,31/12/2018
75528-1,Star Wars,Buildable Figures,2017,24.99,11.7,,85.0,01/09/2017,31/07/2018
75529-1,Star Wars,Buildable Figures,2017,24.99,22.82,,92.0,01/09/2017,31/07/2018
75530-1,Star Wars,Buildable Figures,2017,34.99,20.66,,179.0,01/09/2017,31/12/2018
75531-1,Star Wars,Buildable Figures,2017,24.99,24.71,,100.0,01/06/2017,31/07/2018
75532-1,Star Wars,Buildable Figures,2017,54.99,50.21,,452.0,01/06/2017,31/12/2018
75877-1,Speed Champions,Mercedes,2017,14.99,41.92,1.0,196.0,01/03/2017,31/12/2018
75878-1,Speed Champions,Bugatti,2017,14.99,53.23,1.0,181.0,01/03/2017,31/07/2018
75879-1,Speed Champions,Ferrari,2017,14.99,25.63,1.0,184.0,01/03/2017,31/12/2018
75880-1,Speed Champions,McLaren,2017,14.99,30.69,1.0,161.0,01/06/2017,31/12/2018
75881-1,Speed Champions,Ford,2017,29.99,60.2,3.0,366.0,01/03/2017,31/12/2018
75882-1,Speed Champions,Ferrari,2017,49.99,100.0,4.0,494.0,01/03/2017,31/12/2017
75883-1,Speed Champions,Mercedes,2017,99.99,149.99,8.0,941.0,01/03/2017,31/12/2018
76068-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,7.25,2.0,93.0,01/01/2017,31/12/2017
76069-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,7.14,2.0,83.0,01/01/2017,31/12/2017
76070-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,6.2,2.0,85.0,01/01/2017,31/12/2017
76071-1,Marvel Super Heroes,Mighty Micros,2017,9.99,6.21,2.0,79.0,01/01/2017,31/12/2017
76072-1,Marvel Super Heroes,Mighty Micros,2017,9.99,8.32,2.0,94.0,01/01/2017,31/12/2017
76073-1,Marvel Super Heroes,Mighty Micros,2017,9.99,9.82,2.0,85.0,01/01/2017,31/12/2017
76075-1,DC Comics Super Heroes,DC Extended Universe,2017,29.99,26.85,2.0,286.0,01/05/2017,31/12/2017
76076-1,Marvel Super Heroes,Avengers,2017,19.99,26.7,3.0,160.0,01/01/2017,31/07/2018
76077-1,Marvel Super Heroes,Avengers,2017,29.99,41.96,3.0,377.0,01/01/2017,31/12/2018
76078-1,Marvel Super Heroes,Avengers,2017,59.99,91.32,4.0,375.0,01/01/2017,31/12/2018
76079-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,19.99,28.17,3.0,197.0,01/03/2017,31/12/2017
76080-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,29.99,45.4,4.0,323.0,01/03/2017,31/12/2017
76081-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,49.99,100.71,5.0,460.0,01/03/2017,31/12/2017
76082-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,19.99,17.99,3.0,185.0,01/06/2017,31/12/2018
76083-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,39.99,44.54,4.0,375.0,01/06/2017,31/12/2018
76084-1,Marvel Super Heroes,Thor: Ragnarok,2017,49.99,54.99,6.0,400.0,01/06/2017,31/07/2018
76085-1,DC Comics Super Heroes,DC Extended Universe,2017,19.99,12.31,4.0,197.0,01/08/2017,31/12/2018
76086-1,DC Comics Super Heroes,DC Extended Universe,2017,49.99,29.8,4.0,622.0,01/08/2017,31/07/2018
76087-1,DC Comics Super Heroes,DC Extended Universe,2017,129.99,117.43,6.0,955.0,01/08/2017,31/12/2018
76088-1,Marvel Super Heroes,Thor: Ragnarok,2017,59.99,79.94,5.0,492.0,01/06/2017,31/07/2018
853650-1,The LEGO Batman Movie,Miscellaneous,2017,19.99,22.0,1.0,152.0,,
853651-1,The LEGO Batman Movie,Miscellaneous,2017,12.99,5.84,3.0,31.0,,
853670-1,Seasonal,Christmas,2017,7.99,7.51,,25.0,,
853676-1,Nexo Knights,,2017,12.99,7.84,3.0,27.0,,
853677-1,Nexo Knights,Battle Packs,2017,12.99,7.95,3.0,23.0,,
853687-1,Ninjago,The Hands of Time,2017,12.99,13.04,3.0,26.0,,
5004938-1,Ninjago,Promotional,2017,19.99,119.95,4.0,29.0,,
5004939-1,The LEGO Batman Movie,Promotional,2017,19.99,19.63,4.0,27.0,,
5004941-1,Collectable Minifigures,Combi-pack,2017,19.99,12.0,4.0,18.0,,
CELEB2017-1,Star Wars,Promotional,2017,39.99,94.05,2.0,220.0,,
3285-1,Explore,Bob the Builder,2003,5.0,13.2,1.0,9.0,,
3286-1,Explore,Bob the Builder,2003,5.0,7.0,1.0,9.0,,
3427-1,Sports,Basketball,2003,8.0,12.97,1.0,53.0,01/01/2003,01/06/2004
3428-1,Sports,Basketball,2003,10.0,27.74,2.0,39.0,01/01/2003,30/06/2004
3429-1,Sports,Basketball,2003,15.0,23.45,2.0,82.0,01/01/2003,31/12/2003
3431-1,Sports,Basketball,2003,20.0,36.94,4.0,186.0,01/01/2003,31/12/2004
3432-1,Sports,Basketball,2003,50.0,66.14,10.0,451.0,01/01/2003,31/12/2004
3433-1,Sports,Basketball,2003,80.0,249.25,10.0,491.0,01/02/2003,01/06/2004
3440-1,Sports,Basketball,2003,20.0,37.67,2.0,70.0,01/01/2003,31/12/2003
3517-1,Explore,Imagination,2003,3.5,13.15,,10.0,,
3535-1,Sports,Gravity Games,2003,10.0,8.01,1.0,69.0,01/08/2003,30/06/2004
3536-1,Sports,Gravity Games,2003,15.0,24.9,1.0,82.0,01/08/2003,31/12/2004
3537-1,Sports,Gravity Games,2003,20.0,29.84,2.0,88.0,01/08/2003,31/12/2004
3538-1,Sports,Gravity Games,2003,30.0,38.84,2.0,195.0,01/08/2003,31/12/2004
3540-1,Sports,Hockey,2003,8.0,4.0,,44.0,01/04/2003,31/12/2004
3541-1,Sports,Hockey,2003,8.0,5.9,,45.0,01/04/2003,31/12/2004
3542-1,Sports,Hockey,2003,8.0,7.99,,46.0,01/04/2003,31/12/2004
3543-1,Sports,Hockey,2003,8.0,7.0,,45.0,01/04/2003,31/12/2004
3544-1,Sports,Hockey,2003,15.0,12.2,,154.0,01/04/2003,31/12/2004
3548-1,Sports,Basketball,2003,4.0,8.85,1.0,19.0,15/03/2003,31/12/2003
3549-1,Sports,Basketball,2003,4.0,8.2,1.0,17.0,15/03/2003,31/12/2003
3550-1,Sports,Basketball,2003,4.0,6.5,1.0,17.0,15/03/2003,31/12/2003
3557-1,Sports,Hockey,2003,4.0,1.82,,33.0,15/09/2003,31/12/2003
3558-1,Sports,Hockey,2003,4.0,1.82,,33.0,15/09/2003,31/12/2003
3559-1,Sports,Hockey,2003,4.0,3.48,,40.0,15/09/2003,31/12/2003
3560-1,Sports,Basketball,2003,8.0,20.59,3.0,12.0,,
3561-1,Sports,Basketball,2003,8.0,37.4,3.0,12.0,,
3562-1,Sports,Basketball,2003,8.0,24.33,3.0,13.0,,
3563-1,Sports,Basketball,2003,8.0,20.53,3.0,12.0,,
3564-1,Sports,Basketball,2003,8.0,24.34,3.0,12.0,,
3565-1,Sports,Basketball,2003,8.0,24.33,3.0,12.0,,
3566-1,Sports,Basketball,2003,8.0,23.97,3.0,12.0,,
3567-1,Sports,Basketball,2003,8.0,15.0,3.0,12.0,,
3584-1,Sports,Basketball,2003,8.0,18.1,1.0,47.0,01/01/2003,31/12/2003
3585-1,Sports,Gravity Games,2003,50.0,89.0,2.0,227.0,01/08/2003,01/06/2004
3587-1,Explore,Logic,2003,10.0,17.0,1.0,15.0,,
3588-1,Explore,Logic,2003,15.0,39.0,1.0,18.0,,
3589-1,Explore,Logic,2003,20.0,50.0,1.0,22.0,,
3590-1,Explore,Logic,2003,20.0,25.4,1.0,24.0,,
3656-1,Explore,Together,2003,40.0,45.0,4.0,32.0,,
3696-1,Explore,Together,2003,7.0,10.59,1.0,5.0,,
3697-1,Explore,Together,2003,7.0,3.42,1.0,5.0,,
3699-1,Explore,Together,2003,10.0,9.0,1.0,9.0,,
4023-1,Creator,,2003,4.0,4.19,1.0,55.0,01/04/2003,31/12/2003
4024-1,Creator,Seasonal,2003,15.0,20.0,,344.0,,
4026-1,Creator,,2003,3.5,4.16,,100.0,01/06/2003,31/12/2004
4027-1,Creator,,2003,3.5,4.19,,100.0,01/06/2003,31/01/2005
4028-1,Creator,Bucket,2003,10.0,21.98,,500.0,01/04/2003,31/12/2004
4029-1,Creator,Bucket,2003,10.0,25.48,,500.0,01/04/2003,31/12/2005
4090-1,Creator,Inventor Set,2003,14.99,20.25,,243.0,01/06/2003,31/12/2004
4093-1,Creator,Inventor Set,2003,25.0,26.78,,314.0,01/06/2003,31/12/2004
4094-1,Creator,Inventor Set,2003,40.0,50.0,,254.0,01/06/2003,31/01/2005
4095-1,Creator,Inventor Set,2003,50.0,32.05,,345.0,01/09/2003,31/12/2004
4096-1,Creator,Designer Set,2003,10.0,11.33,,215.0,01/04/2003,31/12/2005
4097-1,Creator,Designer Set,2003,10.0,13.34,,229.0,01/04/2003,31/12/2004
4098-1,Creator,Designer Set,2003,10.0,6.83,,197.0,01/04/2003,31/12/2004
4099-1,Creator,Designer Set,2003,20.0,25.0,,325.0,01/04/2003,31/12/2004
4100-1,Creator,Designer Set,2003,20.0,15.23,,299.0,01/04/2003,31/12/2004
4101-1,Creator,Designer Set,2003,30.0,34.9,,492.0,01/04/2003,31/12/2004
4401-1,Creator,Designer Set,2003,7.0,4.75,,110.0,01/04/2003,31/12/2003
4402-1,Creator,Designer Set,2003,40.0,56.27,,547.0,,
4403-1,Creator,Designer Set,2003,50.0,60.0,,702.0,01/04/2003,31/12/2004
4404-1,Creator,Designer Set,2003,60.0,73.34,,770.0,01/08/2003,31/12/2004
4475-1,Star Wars,Episode VI,2003,7.0,34.01,3.0,44.0,01/01/2003,31/12/2003
4476-1,Star Wars,Episode VI,2003,7.0,43.79,3.0,40.0,01/01/2003,31/12/2003
4477-1,Star Wars,Episode IV,2003,15.0,21.58,1.0,98.0,01/01/2003,31/12/2003
4478-1,Star Wars,Episode II,2003,20.0,60.93,4.0,170.0,01/01/2003,31/12/2004
4479-1,Star Wars,Episode V,2003,30.0,70.55,1.0,230.0,01/01/2003,01/04/2005
4480-1,Star Wars,Episode VI,2003,30.0,140.08,6.0,231.0,01/01/2003,31/12/2004
4481-1,Star Wars,Episode II,2003,50.0,106.9,,681.0,01/06/2003,31/12/2003
4482-1,Star Wars,Episode II,2003,70.0,229.67,4.0,658.0,01/01/2003,31/12/2004
4483-1,Star Wars,Episode V,2003,100.0,175.69,4.0,1064.0,01/06/2003,31/12/2004
4484-1,Star Wars,Mini Building Set,2003,4.0,9.72,,76.0,01/01/2003,31/12/2003
4485-1,Star Wars,Mini Building Set,2003,4.0,6.25,,72.0,01/01/2003,31/12/2003
4486-1,Star Wars,Mini Building Set,2003,4.0,8.06,,76.0,01/01/2003,31/12/2003
4487-1,Star Wars,Mini Building Set,2003,4.0,7.18,,53.0,01/01/2003,31/12/2003
4488-1,Star Wars,Mini Building Set,2003,7.0,17.47,,87.0,01/06/2003,01/06/2004
4489-1,Star Wars,Mini Building Set,2003,7.0,22.11,,98.0,01/06/2003,01/06/2004
4490-1,Star Wars,Mini Building Set,2003,7.0,20.33,,102.0,01/06/2003,01/06/2004
4491-1,Star Wars,Mini Building Set,2003,7.0,7.22,,99.0,01/06/2003,01/06/2004
4511-1,World City,Trains,2003,90.0,160.31,3.0,333.0,01/06/2003,31/07/2006
4512-1,World City,Trains,2003,139.99,215.93,3.0,544.0,01/06/2003,31/12/2005
4513-1,World City,Trains,2003,50.0,66.39,5.0,344.0,01/06/2003,31/12/2005
4514-1,World City,Trains,2003,19.99,43.97,2.0,175.0,01/06/2003,31/12/2005
4651-1,4 Juniors,City,2003,3.0,2.61,1.0,11.0,,
4652-1,4 Juniors,City,2003,10.0,7.93,1.0,25.0,,
4653-1,4 Juniors,City,2003,10.0,5.75,1.0,27.0,,
4654-1,4 Juniors,City,2003,15.0,30.02,1.0,42.0,,
4655-1,4 Juniors,City,2003,25.0,16.01,2.0,97.0,01/07/2003,31/12/2004
4657-1,4 Juniors,City,2003,40.0,11.81,3.0,139.0,01/07/2003,31/12/2004
4719-1,Harry Potter,Chamber of Secrets,2003,10.0,35.8,1.0,120.0,01/04/2003,31/12/2004
4720-1,Harry Potter,Chamber of Secrets,2003,20.0,78.05,2.0,209.0,01/04/2003,31/12/2004
4850-1,Spider-Man,,2003,20.0,56.93,3.0,191.0,01/10/2003,30/06/2004
4851-1,Spider-Man,Spider-Man,2003,30.0,153.75,6.0,218.0,01/10/2003,30/06/2004
4852-1,Spider-Man,Spider-Man,2003,50.0,132.26,4.0,360.0,01/10/2003,30/06/2004
5856-1,Belville,,2003,9.0,13.03,1.0,51.0,,
5857-1,Belville,,2003,20.0,29.32,1.0,93.0,01/03/2003,31/12/2004
5858-1,Belville,,2003,55.0,53.31,2.0,173.0,01/03/2003,31/12/2004
5859-1,Belville,,2003,9.0,14.19,1.0,51.0,,
5861-1,Belville,,2003,28.0,42.75,2.0,101.0,01/03/2003,31/12/2004
5862-1,Belville,,2003,48.0,124.62,2.0,161.0,01/03/2003,31/12/2004
7030-1,World City,Police and Rescue,2003,4.0,8.49,1.0,51.0,01/06/2003,31/12/2003
7031-1,World City,Police and Rescue,2003,10.0,6.98,1.0,88.0,01/06/2003,31/12/2004
7032-1,World City,Police and Rescue,2003,15.0,21.49,2.0,154.0,01/06/2003,31/12/2004
7033-1,World City,Police and Rescue,2003,20.0,26.26,2.0,181.0,01/06/2003,31/12/2004
7034-1,World City,Police and Rescue,2003,30.0,30.56,2.0,261.0,01/06/2003,31/12/2004
7035-1,World City,Police and Rescue,2003,50.0,54.73,4.0,422.0,01/06/2003,31/12/2004
7212-1,Creator,Designer Set,2003,10.0,18.1,,129.0,27/01/2003,31/12/2004
7409-1,Adventurers,Orient Expedition,2003,4.0,9.24,2.0,42.0,01/01/2003,31/12/2003
7410-1,Adventurers,Orient Expedition,2003,8.0,12.88,1.0,64.0,01/01/2003,31/12/2003
7411-1,Adventurers,Orient Expedition,2003,10.0,17.0,1.0,94.0,01/01/2003,31/12/2004
7412-1,Adventurers,Orient Expedition,2003,10.0,25.86,1.0,107.0,01/01/2003,31/12/2004
7413-1,Adventurers,Orient Expedition,2003,10.0,15.15,1.0,94.0,01/07/2003,31/12/2004
7414-1,Adventurers,Orient Expedition,2003,20.0,85.24,3.0,86.0,01/01/2003,31/12/2004
7415-1,Adventurers,Orient Expedition,2003,20.0,33.71,2.0,120.0,01/01/2003,31/12/2004
7416-1,Adventurers,Orient Expedition,2003,20.0,47.99,3.0,177.0,01/07/2003,31/12/2004
7417-1,Adventurers,Orient Expedition,2003,30.0,79.88,4.0,292.0,01/01/2003,31/12/2004
7418-1,Adventurers,Orient Expedition,2003,50.0,108.17,5.0,341.0,01/01/2003,31/12/2004
7419-1,Adventurers,Orient Expedition,2003,90.0,272.33,9.0,732.0,01/07/2003,31/12/2004
7420-1,Adventurers,Orient Expedition,2003,8.0,17.99,1.0,69.0,01/07/2003,31/12/2003
7422-1,Adventurers,Orient Expedition,2003,4.0,9.4,1.0,33.0,15/06/2003,31/12/2003
7423-1,Adventurers,Orient Expedition,2003,4.0,4.73,1.0,30.0,15/06/2003,31/12/2003
7424-1,Adventurers,Orient Expedition,2003,4.0,9.12,1.0,28.0,15/06/2003,31/12/2003
7467-1,Discovery,,2003,15.0,34.63,,162.0,01/07/2003,31/12/2004
7468-1,Discovery,,2003,20.0,70.95,,178.0,01/06/2003,31/12/2004
7469-1,Discovery,,2003,30.0,70.0,,418.0,01/07/2003,31/12/2004
7470-1,Discovery,,2003,50.0,130.0,,828.0,01/07/2003,31/12/2004
7471-1,Discovery,,2003,90.0,147.28,,870.0,01/07/2003,31/12/2004
7502-1,Clikits,,2003,4.0,2.0,,30.0,,
7508-1,Clikits,,2003,7.0,11.49,,78.0,,
7512-1,Clikits,,2003,15.0,5.49,,94.0,,
8350-1,Racers,Drome Racers,2003,4.0,4.76,1.0,30.0,01/01/2003,31/12/2003
8353-1,Racers,Drome Racers,2003,20.0,13.0,,218.0,01/01/2003,31/12/2003
8354-1,Racers,Drome Racers,2003,10.0,5.09,,101.0,01/01/2003,31/12/2004
8355-1,Racers,Drome Racers,2003,10.0,4.96,,88.0,01/01/2003,31/12/2004
8356-1,Racers,Drome Racers,2003,15.0,7.31,1.0,116.0,01/01/2003,31/12/2003
8357-1,Racers,Drome Racers,2003,15.0,6.5,1.0,107.0,01/01/2003,31/12/2004
8358-1,Racers,Drome Racers,2003,4.0,3.34,1.0,26.0,01/01/2003,31/12/2004
8359-1,Racers,Drome Racers,2003,4.0,2.79,1.0,27.0,01/01/2003,31/12/2004
8360-1,Racers,Drome Racers,2003,4.0,3.15,1.0,24.0,01/01/2003,31/12/2004
8363-1,Racers,Drome Racers,2003,40.0,25.0,,322.0,01/07/2003,31/12/2003
8364-1,Racers,Drome Racers,2003,89.99,152.46,4.0,623.0,01/09/2003,31/12/2004
8365-1,Racers,Drome Racers,2003,70.0,40.26,,196.0,01/07/2003,01/06/2004
8366-1,Racers,Drome Racers,2003,130.0,254.83,,429.0,01/07/2003,31/12/2004
8370-1,Racers,Drome Racers,2003,10.0,3.26,,92.0,01/01/2003,31/12/2004
8371-1,Racers,Drome Racers,2003,10.0,4.7,,98.0,01/01/2003,31/12/2004
8374-1,Racers,Williams F1,2003,13.0,36.76,1.0,98.0,01/09/2003,01/03/2004
8376-1,Racers,Drome Racers,2003,80.0,238.56,,257.0,01/10/2003,31/12/2004
8438-1,Technic,,2003,85.0,108.44,,848.0,01/10/2003,31/12/2003
8441-1,Technic,,2003,6.0,6.73,,70.0,01/04/2003,31/12/2005
8451-1,Technic,,2003,20.0,18.87,,183.0,01/04/2003,31/07/2004
8453-1,Technic,,2003,20.0,14.91,,214.0,01/04/2003,31/12/2005
8454-1,Technic,,2003,70.0,70.51,,639.0,01/08/2003,31/07/2004
8455-1,Technic,,2003,100.0,201.33,,704.0,01/07/2003,31/12/2005
8573-1,Bionicle,Bohrok-Kal,2003,8.0,11.62,,41.0,01/03/2003,31/12/2003
8574-1,Bionicle,Bohrok-Kal,2003,8.0,10.99,,41.0,01/03/2003,31/12/2003
8575-1,Bionicle,Bohrok-Kal,2003,8.0,9.66,,41.0,01/03/2003,31/12/2003
8576-1,Bionicle,Bohrok-Kal,2003,8.0,10.17,,41.0,01/03/2003,31/12/2003
8577-1,Bionicle,Bohrok-Kal,2003,8.0,10.51,,41.0,01/03/2003,31/12/2003
8578-1,Bionicle,Bohrok-Kal,2003,8.0,9.85,,41.0,01/03/2003,31/12/2003
8580-1,Bionicle,Accessories,2003,2.0,14.79,,3.0,,
8581-1,Bionicle,Matoran,2003,4.0,11.55,,25.0,01/07/2003,31/12/2003
8582-1,Bionicle,Matoran,2003,4.0,10.71,,25.0,01/07/2003,31/12/2003
8583-1,Bionicle,Matoran,2003,4.0,11.18,,25.0,01/07/2003,31/12/2003
8584-1,Bionicle,Matoran,2003,4.0,9.25,,25.0,01/07/2003,31/12/2003
8585-1,Bionicle,Matoran,2003,4.0,12.64,,25.0,01/07/2003,31/12/2003
8586-1,Bionicle,Matoran,2003,4.0,12.36,,25.0,01/07/2003,31/12/2003
8587-1,Bionicle,Rahkshi,2003,9.0,6.94,,45.0,15/05/2003,30/06/2004
8588-1,Bionicle,Rahkshi,2003,9.0,7.73,,45.0,15/05/2003,30/06/2004
8589-1,Bionicle,Rahkshi,2003,9.0,7.18,,45.0,01/07/2003,30/06/2004
8590-1,Bionicle,Rahkshi,2003,9.0,7.45,,45.0,01/07/2003,30/06/2004
8591-1,Bionicle,Rahkshi,2003,9.0,8.2,,45.0,01/07/2003,30/06/2004
8592-1,Bionicle,Rahkshi,2003,9.0,6.89,,45.0,01/07/2003,30/06/2004
8593-1,Bionicle,Warriors,2003,20.0,52.27,,199.0,01/07/2003,30/06/2005
8594-1,Bionicle,Warriors,2003,20.0,71.3,,172.0,01/07/2003,30/06/2004
8595-1,Bionicle,Warriors,2003,20.0,94.92,,221.0,01/07/2003,30/06/2004
8596-1,Bionicle,Warriors,2003,30.0,71.06,,200.0,01/07/2003,30/06/2005
9684-1,Education,,2003,170.0,135.0,4.0,729.0,,
9793-1,Education,,2003,200.0,130.74,,833.0,,
9794-1,Education,,2003,200.0,114.1,,831.0,,
10021-1,Hobby Set,,2003,60.0,119.84,,973.0,03/03/2003,28/02/2005
10027-1,World City,Trains,2003,70.0,397.23,2.0,664.0,09/06/2003,31/07/2006
10029-1,Discovery,,2003,40.0,199.0,2.0,453.0,01/10/2003,31/12/2004
10041-1,Town,Shops and Services,2003,65.0,170.71,8.0,616.0,27/01/2003,21/10/2004
10042-1,Bulk Bricks,Seasonal,2003,3.0,6.23,,35.0,,
10071-1,Seasonal,Easter,2003,2.5,2.13,,25.0,10/03/2003,31/07/2006
10078-1,Trains,9V,2003,8.99,45.0,,1.0,,
10079-1,Seasonal,Christmas,2003,2.5,6.47,,42.0,13/10/2003,31/12/2005
10080-1,Seasonal,Christmas,2003,2.49,4.0,,33.0,13/10/2003,31/12/2005
10090-1,Seasonal,Thanksgiving,2003,3.5,8.0,,54.0,13/10/2003,31/12/2005
10121-1,Sports,Basketball,2003,10.0,58.86,5.0,20.0,,
10123-1,Star Wars,Episode V,2003,100.0,1391.39,8.0,698.0,01/10/2003,31/03/2005
10124-1,Creator Expert,Aircraft,2003,60.0,281.62,,670.0,07/07/2003,31/12/2006
10127-1,Sports,Hockey,2003,9.0,15.09,,59.0,16/06/2003,31/01/2005
10128-1,World City,Trains,2003,50.0,150.23,2.0,327.0,03/09/2003,31/07/2006
10129-1,Star Wars,Ultimate Collector Series,2003,130.0,453.07,,1457.0,29/09/2003,31/07/2005
10201-1,Bionicle,Warriors,2003,50.0,214.81,,399.0,01/08/2003,31/12/2003
65182-1,Sports,Product Collection,2003,40.0,71.96,,22.0,,
1149-1,Town,Special,2002,3.0,7.12,,24.0,,
1374-1,Studios,Spider-Man,2002,7.0,47.9,2.0,58.0,23/04/2002,31/12/2003
1376-1,Studios,Spider-Man,2002,30.0,52.13,5.0,248.0,01/04/2002,30/06/2003
1380-1,Studios,,2002,10.0,29.36,3.0,117.0,01/06/2002,31/12/2003
1381-1,Studios,,2002,20.0,66.61,4.0,176.0,01/06/2002,31/12/2003
1382-1,Studios,,2002,50.0,98.27,6.0,493.0,01/06/2002,31/12/2003
1383-1,Studios,,2002,4.0,19.17,2.0,50.0,01/06/2002,31/12/2003
3278-1,Duplo,Bob the Builder,2002,5.0,6.66,1.0,9.0,,
3281-1,Duplo,Bob the Builder,2002,5.0,11.81,1.0,9.0,,
3325-1,Explore,Logic,2002,100.0,70.4,4.0,90.0,,
3326-1,Explore,Logic,2002,25.0,36.05,1.0,14.0,,
