Number,Theme,Subtheme,Year,RRP (USD),Value used (USD),Minifigs,Pieces,Launch date,Retired Date
853176-1,Pharaoh's Quest,,2011,14.99,17.34,3.0,29.0,,
853219-1,Pirates of the Caribbean,Miscellaneous,2011,14.99,24.21,5.0,30.0,,
853301-1,Space,Alien Conquest,2011,14.99,10.0,5.0,31.0,,
853340-1,Miscellaneous,,2011,7.99,10.16,2.0,24.0,,
2852724-1,Mindstorms,NXT,2011,54.99,18.62,,1.0,,
2852726-1,Mindstorms,NXT,2011,54.99,35.02,,1.0,,
2853216-1,Mindstorms,NXT,2011,54.99,29.54,,1.0,,
2856134-1,Ninjago,Promotional,2011,6.99,8.29,,98.0,,
2856197-1,Star Wars,Minifig Pack,2011,0.0,69.0,1.0,5.0,,
3300001-1,Promotional,LEGO brand stores,2011,14.99,23.47,,197.0,15/04/2011,01/06/2012
LONETREE-1,Promotional,LEGO brand store opening set,2011,0.0,50.0,3.0,15.0,,
620-3,Bricks and More,,2010,4.99,5.9,,1.0,,
2824-1,City,Seasonal,2010,34.99,14.54,6.0,271.0,,
3177-1,City,Traffic,2010,4.99,5.61,1.0,43.0,01/01/2010,31/12/2012
3178-1,City,Airport,2010,10.99,5.03,1.0,102.0,01/01/2010,31/12/2012
3179-1,City,Traffic,2010,12.99,11.78,1.0,118.0,01/01/2010,31/12/2011
3180-1,City,Traffic,2010,19.99,27.64,1.0,222.0,01/01/2010,31/12/2011
3181-1,City,Airport,2010,39.99,33.66,3.0,309.0,01/01/2010,31/12/2012
3182-1,City,Airport,2010,99.99,95.29,5.0,703.0,01/02/2010,31/12/2012
3221-1,City,Traffic,2010,34.99,47.31,2.0,278.0,01/06/2010,31/12/2012
3222-1,City,Airport,2010,29.99,36.55,4.0,267.0,01/02/2010,31/12/2010
3862-1,Games,Licensed,2010,34.99,19.99,9.0,332.0,01/08/2010,31/07/2013
4736-1,Harry Potter,Chamber of Secrets,2010,10.99,17.75,3.0,73.0,01/10/2010,31/12/2011
4737-1,Harry Potter,General,2010,19.99,26.24,5.0,153.0,01/10/2010,31/12/2012
4738-1,Harry Potter,General,2010,39.99,41.07,4.0,442.0,01/10/2010,31/12/2012
4840-1,Harry Potter,Half-Blood Prince,2010,59.99,124.9,6.0,568.0,01/10/2010,31/12/2011
4841-1,Harry Potter,General,2010,79.99,86.09,5.0,646.0,01/10/2010,31/12/2011
4842-1,Harry Potter,General,2010,129.99,135.76,11.0,1290.0,01/10/2010,31/12/2012
5497-1,Duplo,,2010,24.99,19.6,1.0,58.0,,
5506-1,Duplo,,2010,29.99,9.78,1.0,71.0,01/01/2010,31/12/2013
5507-1,Duplo,,2010,49.99,23.5,2.0,102.0,01/01/2010,31/07/2014
5508-1,Bricks and More,,2010,49.99,15.0,2.0,704.0,01/01/2010,31/12/2013
5549-1,Bricks and More,,2010,29.99,8.0,,650.0,,
5643-1,Duplo,Farm,2010,4.99,4.11,1.0,4.0,,
5644-1,Duplo,Farm,2010,8.99,8.0,1.0,11.0,,
5645-1,Duplo,Farm,2010,9.99,4.05,1.0,9.0,,
5646-1,Duplo,Farm,2010,11.99,8.17,1.0,9.0,,
5647-1,Duplo,Farm,2010,19.99,17.63,1.0,12.0,,
5648-1,Duplo,Farm,2010,39.99,27.97,2.0,58.0,01/01/2010,31/12/2012
5649-1,Duplo,Farm,2010,59.99,40.37,3.0,68.0,01/01/2010,31/12/2013
5650-1,Duplo,Construction,2010,12.99,13.42,1.0,9.0,,
5651-1,Duplo,Construction,2010,19.99,19.68,1.0,10.0,,
5652-1,Duplo,Construction,2010,39.99,40.24,2.0,27.0,,
5653-1,Duplo,Construction,2010,59.99,90.0,3.0,48.0,01/06/2010,31/12/2012
5654-1,Duplo,Holiday,2010,14.99,13.08,2.0,14.0,,
5655-1,Duplo,Holiday,2010,29.99,29.06,3.0,21.0,,
5656-1,Duplo,LEGO Ville,2010,24.99,15.13,2.0,29.0,,
5657-1,Duplo,Toy Story,2010,14.99,8.53,1.0,18.0,,
5658-1,Duplo,Toy Story,2010,19.99,14.28,2.0,13.0,,
5659-1,Duplo,Toy Story,2010,34.99,30.0,3.0,39.0,01/06/2010,31/07/2011
5691-1,Duplo,Toy Story,2010,39.99,35.42,3.0,23.0,01/06/2010,31/12/2010
5813-1,Duplo,Cars,2010,14.99,8.23,1.0,11.0,,
5814-1,Duplo,Cars,2010,19.99,36.54,2.0,16.0,,
5815-1,Duplo,Cars,2010,29.99,47.35,3.0,32.0,,
5816-1,Duplo,Cars,2010,49.99,44.33,3.0,34.0,01/06/2010,31/12/2012
5864-1,Creator,3 in 1,2010,5.99,2.8,,52.0,,
5865-1,Creator,3 in 1,2010,5.99,2.76,,60.0,,
5866-1,Creator,3 in 1,2010,12.99,5.65,,149.0,,
5867-1,Creator,3 in 1,2010,19.99,12.1,,278.0,,
5868-1,Creator,3 in 1,2010,29.99,27.34,,416.0,01/06/2010,31/12/2011
5891-1,Creator,3 in 1,2010,44.99,47.19,,539.0,01/01/2010,31/07/2013
5892-1,Creator,3 in 1,2010,59.99,49.39,,539.0,01/06/2010,31/12/2012
5893-1,Creator,3 in 1,2010,89.99,63.38,,1061.0,01/06/2010,31/12/2011
5898-1,Bricks and More,,2010,9.99,5.45,1.0,139.0,,
5899-1,Bricks and More,,2010,9.99,4.13,2.0,134.0,,
5981-1,Space,Space Police 3,2010,9.99,16.14,2.0,69.0,,
5982-1,Space,Space Police 3,2010,19.99,17.96,2.0,188.0,,
5983-1,Space,Space Police 3,2010,29.99,30.4,2.0,317.0,01/06/2010,31/12/2010
5984-1,Space,Space Police 3,2010,39.99,64.63,3.0,391.0,01/06/2010,31/12/2010
5985-1,Space,Space Police 3,2010,79.99,112.33,5.0,631.0,01/06/2010,31/12/2010
7116-1,Bionicle,Stars,2010,7.99,12.07,,19.0,,
7117-1,Bionicle,Stars,2010,7.99,8.65,,19.0,,
7135-1,Bionicle,Stars,2010,7.99,8.16,,21.0,,
7136-1,Bionicle,Stars,2010,7.99,7.9,,21.0,,
7137-1,Bionicle,Stars,2010,7.99,8.27,,15.0,,
7138-1,Bionicle,Stars,2010,7.99,8.74,,18.0,,
7145-1,HERO Factory,Rise of the Rookies,2010,19.99,25.88,,156.0,01/08/2010,31/07/2011
7147-1,HERO Factory,Rise of the Rookies,2010,12.99,9.01,,45.0,01/08/2010,31/07/2011
7148-1,HERO Factory,Rise of the Rookies,2010,12.99,11.97,,50.0,01/08/2010,31/07/2011
7156-1,HERO Factory,Rise of the Rookies,2010,12.99,9.68,,40.0,01/08/2010,31/07/2011
7157-1,HERO Factory,Rise of the Rookies,2010,12.99,12.62,,47.0,01/08/2010,31/12/2010
7158-1,HERO Factory,Rise of the Rookies,2010,29.99,38.58,,165.0,01/08/2010,31/07/2011
7160-1,HERO Factory,Rise of the Rookies,2010,49.99,40.66,,390.0,01/08/2010,31/12/2010
7162-1,HERO Factory,Rise of the Rookies,2010,19.99,25.06,,145.0,01/08/2010,31/12/2010
7164-1,HERO Factory,Rise of the Rookies,2010,7.99,6.73,,17.0,01/08/2010,31/07/2011
7165-1,HERO Factory,Rise of the Rookies,2010,7.99,6.09,,19.0,01/08/2010,31/07/2011
7167-1,HERO Factory,Rise of the Rookies,2010,7.99,7.43,,19.0,01/08/2010,31/07/2011
7168-1,HERO Factory,Rise of the Rookies,2010,7.99,6.99,,17.0,01/08/2010,31/07/2011
7169-1,HERO Factory,Rise of the Rookies,2010,7.99,6.59,,19.0,01/08/2010,31/07/2011
7170-2,HERO Factory,Rise of the Rookies,2010,7.99,7.04,,17.0,01/08/2010,31/07/2011
7179-1,HERO Factory,Rise of the Rookies,2010,24.99,53.38,,89.0,01/08/2010,31/12/2010
7206-1,City,Fire,2010,39.99,23.63,3.0,342.0,01/01/2010,31/12/2010
7207-1,City,Fire,2010,49.99,36.83,4.0,306.0,,
7208-1,City,Fire,2010,79.99,66.29,4.0,662.0,,
7213-1,City,Fire,2010,39.99,30.61,3.0,388.0,01/01/2010,31/12/2012
7566-1,City,Farm,2010,3.99,6.75,1.0,16.0,01/06/2010,31/12/2010
7567-1,City,Airport,2010,3.99,3.31,1.0,21.0,01/01/2010,31/12/2010
7569-1,Prince of Persia,,2010,10.99,13.23,4.0,57.0,01/04/2010,31/12/2010
7570-1,Prince of Persia,,2010,19.99,33.23,3.0,169.0,01/04/2010,31/12/2010
7571-1,Prince of Persia,,2010,29.99,43.26,4.0,258.0,01/04/2010,31/12/2010
7572-1,Prince of Persia,,2010,49.99,53.33,4.0,506.0,01/04/2010,31/12/2010
7573-1,Prince of Persia,,2010,79.99,98.63,7.0,821.0,01/04/2010,31/12/2010
7590-1,Toy Story,Original Film,2010,19.99,21.57,2.0,92.0,01/01/2010,31/12/2011
7591-1,Toy Story,Buildable Figures,2010,24.99,26.74,1.0,118.0,01/01/2010,31/12/2010
7592-1,Toy Story,Buildable Figures,2010,24.99,24.72,1.0,205.0,01/01/2010,31/05/2011
7593-1,Toy Story,Toy Story 2,2010,29.99,37.12,2.0,257.0,01/01/2010,31/05/2011
7594-1,Toy Story,Toy Story 2,2010,49.99,56.75,3.0,502.0,01/01/2010,31/05/2011
7595-1,Toy Story,Original Film,2010,10.99,21.74,4.0,90.0,01/01/2010,31/05/2011
7596-1,Toy Story,Toy Story 3,2010,49.99,55.27,3.0,370.0,01/06/2010,31/07/2011
7597-1,Toy Story,Toy Story 3,2010,79.99,108.01,3.0,584.0,01/06/2010,31/12/2011
7598-1,Toy Story,Toy Story 2,2010,39.99,76.91,2.0,225.0,01/06/2010,31/07/2011
7599-1,Toy Story,Toy Story 3,2010,49.99,79.99,3.0,402.0,01/06/2010,31/07/2011
7684-1,City,Farm,2010,34.99,62.83,2.0,256.0,01/03/2010,31/07/2011
7789-1,Toy Story,Toy Story 3,2010,19.99,17.01,1.0,129.0,01/06/2010,31/12/2011
7848-1,City,Traffic,2010,44.99,72.42,3.0,356.0,01/08/2010,31/12/2011
7936-1,City,Trains,2010,19.99,47.47,1.0,142.0,01/06/2010,31/12/2011
7937-1,City,Trains,2010,49.99,60.19,4.0,361.0,01/06/2010,31/12/2013
7938-1,City,Trains,2010,129.99,102.19,3.0,669.0,01/06/2010,31/07/2014
7939-1,City,Trains,2010,179.99,148.0,4.0,839.0,01/06/2010,31/07/2014
7946-1,Castle,Kingdoms,2010,99.99,180.86,8.0,933.0,01/06/2010,31/12/2011
7947-1,Castle,Kingdoms,2010,49.99,86.67,5.0,365.0,01/06/2010,31/12/2011
7948-1,Castle,Kingdoms,2010,19.99,33.06,3.0,194.0,01/06/2010,31/12/2011
7949-1,Castle,Kingdoms,2010,9.99,25.07,3.0,50.0,01/06/2010,31/12/2011
7950-1,Castle,Kingdoms,2010,6.99,14.31,2.0,61.0,01/06/2010,31/12/2011
7952-1,Castle,Seasonal,2010,34.99,55.27,9.0,167.0,,
7953-1,Castle,Kingdoms,2010,3.99,6.78,1.0,22.0,01/06/2010,31/12/2010
